销售日期,单品编码,净销量,售出量,销售额,打折销量,正常销量,售出记录数,退货记录数,均价,单品名称,分类编码,分类名称,损耗率,平均损耗率,批发价,加价率
2021-05-06,102900005118831,7.0,7.0,41.300000000000004,0.0,7.0,7,0,5.9,娃娃菜,1011010101,花叶类,2.48,12.83,3.32,0.7771084337349399
2021-05-06,102900005119098,1.83,1.83,36.234,0.0,1.83,9,0,19.8,双孢菇,1011010801,食用菌,12.78,9.45,12.39,0.5980629539951574
2021-05-06,102900005119975,11.514,11.514,138.168,0.0,11.514,30,0,12.000000000000002,红薯尖,1011010101,花叶类,8.42,12.83,8.6,0.3953488372093026
2021-05-06,102900005125808,1.822,1.822,36.0756,0.0,1.822,26,0,19.8,小米椒,1011010504,辣椒类,5.86,9.24,12.11,0.6350123864574733
2021-05-06,102900005125815,3.234,3.234,25.872,0.0,3.234,12,0,8.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,4.64,0.7241379310344829
2021-05-06,102900011000328,6.955,6.955,55.64,0.0,6.955,25,0,8.0,螺丝椒,1011010504,辣椒类,10.18,9.24,6.76,0.18343195266272194
2021-05-06,102900011006689,8.557,8.557,25.671,0.0,8.557,22,0,3.0,东门口小白菜,1011010101,花叶类,27.84,12.83,1.99,0.5075376884422111
2021-05-06,102900011008164,7.47,7.47,11.952,0.0,7.47,16,0,1.6,奶白菜,1011010101,花叶类,15.68,12.83,1.0,0.6000000000000001
2021-05-06,102900011009444,3.619,3.619,36.19,0.0,3.619,9,0,9.999999999999998,大龙茄子,1011010501,茄类,10.94,6.68,5.88,0.7006802721088432
2021-05-06,102900011009970,0.7789999999999999,0.7789999999999999,3.1159999999999997,0.0,0.7789999999999999,2,0,4.0,青梗散花,1011010201,花菜类,17.06,15.51,3.19,0.25391849529780575
2021-05-06,102900011012994,2.0,2.0,7.8,0.0,2.0,2,0,3.9,杏鲍菇(袋),1011010801,食用菌,10.03,9.45,2.18,0.7889908256880733
2021-05-06,102900011013274,3.0,3.0,14.700000000000001,0.0,3.0,3,0,4.9,白玉菇(袋),1011010801,食用菌,6.57,9.45,2.66,0.8421052631578947
2021-05-06,102900011016701,52.619,52.619,282.615,11.033,41.586,150,0,5.370968661510101,芜湖青椒(1),1011010504,辣椒类,5.7,9.24,6.06,-0.11370154100493368
2021-05-06,102900011022030,3.0,3.0,41.7,0.0,3.0,3,0,13.9,组合椒系列,1011010504,辣椒类,9.43,9.24,2.4,4.791666666666667
2021-05-06,102900051000463,2.442,2.442,14.652000000000001,0.0,2.442,4,0,6.0,圆茄子(2),1011010501,茄类,6.71,6.68,4.15,0.44578313253012025
2021-05-06,102900051004294,4.142,4.142,57.988,0.0,4.142,15,0,13.999999999999998,青线椒,1011010504,辣椒类,7.8,9.24,9.91,0.41271442986881923
2021-05-06,102900051010455,5.335,5.335,32.01,0.0,5.335,9,0,6.0,黄白菜(2),1011010101,花叶类,15.61,12.83,3.08,0.948051948051948
2021-05-06,102900051010790,0.179,0.179,2.506,0.0,0.179,1,0,14.0,紫贝菜,1011010101,花叶类,19.58,12.83,6.14,1.2801302931596092
2021-05-06,106949711300068,5.0,5.0,12.5,0.0,5.0,5,0,2.5,金针菇(袋)(3),1011010801,食用菌,11.13,9.45,1.36,0.838235294117647
2021-05-07,102900005115168,7.029,7.029,9.840599999999998,0.0,7.029,13,0,1.3999999999999997,牛首生菜,1011010101,花叶类,4.39,12.83,0.9,0.5555555555555551
2021-05-07,102900005115762,13.977,13.977,69.885,0.0,13.977,29,0,5.0,苋菜,1011010101,花叶类,18.52,12.83,3.39,0.47492625368731556
2021-05-07,102900005115779,15.002,15.002,90.012,0.0,15.002,40,0,6.0,云南生菜,1011010101,花叶类,15.25,12.83,4.2,0.4285714285714286
2021-05-07,102900005115786,13.647,13.647,109.176,0.0,13.647,31,0,8.0,竹叶菜,1011010101,花叶类,13.62,12.83,5.06,0.5810276679841899
2021-05-07,102900005115823,6.347,6.347,31.735,0.0,6.347,18,0,5.0,上海青,1011010101,花叶类,14.43,12.83,3.11,0.6077170418006432
2021-05-07,102900005115854,6.86,6.86,27.44,0.0,6.86,12,0,4.0,萝卜叶,1011010101,花叶类,5.35,12.83,2.13,0.8779342723004695
2021-05-07,102900005115885,0.41100000000000003,0.41100000000000003,4.109999999999999,0.0,0.41100000000000003,2,0,9.999999999999998,蔡甸藜蒿,1011010101,花叶类,0.47,12.83,7.01,0.42653352353780294
2021-05-07,102900005115908,2.208,2.208,13.248000000000001,0.0,2.208,4,0,6.0,菜心,1011010101,花叶类,13.7,12.83,3.4,0.7647058823529411
2021-05-07,102900005115960,22.912,22.912,36.6592,0.0,22.912,19,0,1.6,大白菜,1011010101,花叶类,22.27,12.83,0.84,0.9047619047619049
2021-05-07,102900005115984,10.119,10.119,70.833,0.0,10.119,28,0,7.0,云南油麦菜,1011010101,花叶类,12.81,12.83,4.29,0.6317016317016317
2021-05-07,102900005116226,0.421,0.421,4.21,0.0,0.421,1,0,10.0,青尖椒,1011010504,辣椒类,6.72,9.24,6.27,0.594896331738437
2021-05-07,102900005116233,3.723,3.723,67.014,0.0,3.723,15,0,18.0,红椒(1),1011010504,辣椒类,11.76,9.24,11.28,0.595744680851064
2021-05-07,102900005116257,10.347,10.347,72.429,0.0,10.347,25,0,7.000000000000001,紫茄子(2),1011010501,茄类,6.07,6.68,5.84,0.1986301369863015
2021-05-07,102900005116509,5.7700000000000005,5.7700000000000005,34.62,0.0,5.7700000000000005,9,0,5.999999999999999,青茄子(1),1011010501,茄类,5.01,6.68,4.26,0.408450704225352
2021-05-07,102900005116530,5.443,5.443,97.16,0.40700000000000003,5.036,28,0,17.85045011941944,西峡香菇(1),1011010801,食用菌,13.82,9.45,12.0,0.48753750995161993
2021-05-07,102900005116547,6.127,6.127,30.634999999999998,0.0,6.127,14,0,5.0,金针菇(1),1011010801,食用菌,3.43,9.45,3.03,0.6501650165016504
2021-05-07,102900005116714,14.717,14.717,88.302,0.0,14.717,38,0,6.0,西兰花,1011010201,花菜类,9.26,15.51,4.18,0.43540669856459346
2021-05-07,102900005116790,2.0060000000000002,2.0060000000000002,12.036,0.0,2.0060000000000002,4,0,5.999999999999999,黄心菜(1),1011010101,花叶类,10.64,12.83,2.68,1.238805970149253
2021-05-07,102900005116837,1.333,1.333,13.329999999999998,0.0,1.333,4,0,9.999999999999998,平菇,1011010801,食用菌,11.6,9.45,4.55,1.1978021978021975
2021-05-07,102900005116899,4.399,4.399,43.99,0.0,4.399,7,0,10.0,净藕(1),1011010402,水生根茎类,5.54,13.65,7.2,0.38888888888888884
2021-05-07,102900005116943,0.468,0.468,5.616,0.0,0.468,5,0,11.999999999999998,红杭椒,1011010504,辣椒类,9.99,9.24,8.46,0.41843971631205634
2021-05-07,102900005118572,9.397,9.397,18.794,0.0,9.397,17,0,2.0,本地上海青,1011010101,花叶类,11.99,12.83,1.6,0.25
2021-05-07,102900005118817,3.625,3.625,25.375,0.0,3.625,9,0,7.0,菠菜,1011010101,花叶类,18.51,12.83,4.89,0.43149284253578735
2021-05-07,102900005118824,2.037,2.037,24.444000000000003,0.0,2.037,8,0,12.000000000000002,高瓜(1),1011010402,水生根茎类,29.25,13.65,6.71,0.7883755588673624
2021-05-07,102900005118831,5.0,5.0,29.5,0.0,5.0,5,0,5.9,娃娃菜,1011010101,花叶类,2.48,12.83,3.31,0.7824773413897281
2021-05-07,102900005119098,2.8689999999999998,2.8689999999999998,54.723600000000005,0.267,2.602,11,0,19.074102474729873,双孢菇,1011010801,食用菌,12.78,9.45,12.4,0.5382340705427318
2021-05-07,102900005119975,5.975,5.975,71.7,0.0,5.975,16,0,12.000000000000002,红薯尖,1011010101,花叶类,8.42,12.83,8.6,0.3953488372093026
2021-05-07,102900005125808,1.412,1.412,27.9576,0.0,1.412,17,0,19.8,小米椒,1011010504,辣椒类,5.86,9.24,12.27,0.6136919315403424
2021-05-07,102900005125815,2.771,2.771,22.168,0.0,2.771,10,0,8.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,4.65,0.7204301075268815
2021-05-07,102900011000328,7.37,7.37,58.96,0.0,7.37,20,0,8.0,螺丝椒,1011010504,辣椒类,10.18,9.24,5.35,0.4953271028037385
2021-05-07,102900011002414,0.282,0.282,4.512,0.0,0.282,1,0,16.0,田七,1011010101,花叶类,16.95,12.83,6.15,1.6016260162601625
2021-05-07,102900011006689,3.928,3.928,11.784,0.0,3.928,11,0,3.0000000000000004,东门口小白菜,1011010101,花叶类,27.84,12.83,1.9,0.5789473684210529
2021-05-07,102900011008164,10.001,10.001,16.0016,0.0,10.001,25,0,1.6,奶白菜,1011010101,花叶类,15.68,12.83,1.0,0.6000000000000001
2021-05-07,102900011009444,2.566,2.566,25.66,0.0,2.566,7,0,10.0,大龙茄子,1011010501,茄类,10.94,6.68,5.86,0.7064846416382251
2021-05-07,102900011009970,11.329,11.329,56.645,0.0,11.329,20,0,5.0,青梗散花,1011010201,花菜类,17.06,15.51,3.24,0.5432098765432098
2021-05-07,102900011011546,3.0,3.0,11.7,0.0,3.0,3,0,3.9,海鲜菇(袋)(1),1011010801,食用菌,5.96,9.45,1.0,2.9
2021-05-07,102900011012994,1.0,1.0,3.9,0.0,1.0,1,0,3.9,杏鲍菇(袋),1011010801,食用菌,10.03,9.45,2.21,0.7647058823529411
2021-05-07,102900011013274,3.0,3.0,14.700000000000001,0.0,3.0,3,0,4.9,白玉菇(袋),1011010801,食用菌,6.57,9.45,2.7,0.8148148148148149
2021-05-07,102900011016701,53.632,53.632,321.79200000000003,0.0,53.632,142,0,6.000000000000001,芜湖青椒(1),1011010504,辣椒类,5.7,9.24,5.76,0.04166666666666696
2021-05-07,102900011022030,5.0,5.0,69.5,0.0,5.0,5,0,13.9,组合椒系列,1011010504,辣椒类,9.43,9.24,2.4,4.791666666666667
2021-05-07,102900051000463,2.041,2.041,12.245999999999999,0.0,2.041,2,0,6.0,圆茄子(2),1011010501,茄类,6.71,6.68,3.26,0.8404907975460123
2021-05-07,102900051004294,1.936,1.936,23.232,0.0,1.936,8,0,12.0,青线椒,1011010504,辣椒类,7.8,9.24,9.38,0.2793176972281448
2021-05-07,102900051010455,8.646,8.646,51.876,0.0,8.646,15,0,5.999999999999999,黄白菜(2),1011010101,花叶类,15.61,12.83,3.08,0.9480519480519478
2021-05-07,102900051010790,0.136,0.136,1.9040000000000001,0.0,0.136,1,0,14.0,紫贝菜,1011010101,花叶类,19.58,12.83,6.18,1.2653721682847898
2021-05-07,106949711300068,4.0,4.0,10.0,0.0,4.0,4,0,2.5,金针菇(袋)(3),1011010801,食用菌,11.13,9.45,1.52,0.644736842105263
2021-05-07,106958851400125,4.0,4.0,11.6,0.0,4.0,4,0,2.9,海鲜菇(袋)(4),1011010801,食用菌,11.13,9.45,1.77,0.6384180790960452
2021-05-08,102900005115168,6.771,6.771,13.542,0.0,6.771,18,0,2.0,牛首生菜,1011010101,花叶类,4.39,12.83,1.08,0.8518518518518516
2021-05-08,102900005115762,22.311,22.311,89.244,0.0,22.311,42,0,4.0,苋菜,1011010101,花叶类,18.52,12.83,3.18,0.25786163522012573
2021-05-08,102900005115779,17.93,17.93,107.58,0.0,17.93,40,0,6.0,云南生菜,1011010101,花叶类,15.25,12.83,4.22,0.4218009478672986
2021-05-08,102900005115786,16.165,16.165,113.155,0.0,16.165,36,0,7.0,竹叶菜,1011010101,花叶类,13.62,12.83,4.49,0.5590200445434297
2021-05-08,102900005115823,5.341,5.341,26.705000000000002,0.0,5.341,13,0,5.0,上海青,1011010101,花叶类,14.43,12.83,3.08,0.6233766233766234
2021-05-08,102900005115854,3.241,3.241,12.964,0.0,3.241,7,0,4.0,萝卜叶,1011010101,花叶类,5.35,12.83,2.13,0.8779342723004695
2021-05-08,102900005115908,3.8970000000000002,3.8970000000000002,23.382,0.0,3.8970000000000002,10,0,6.0,菜心,1011010101,花叶类,13.7,12.83,3.4,0.7647058823529411
2021-05-08,102900005115960,20.569,20.569,32.9104,0.0,20.569,19,0,1.6000000000000003,大白菜,1011010101,花叶类,22.27,12.83,0.84,0.9047619047619051
2021-05-08,102900005115984,11.996,11.996,83.972,0.0,11.996,28,0,6.999999999999999,云南油麦菜,1011010101,花叶类,12.81,12.83,4.29,0.6317016317016315
2021-05-08,102900005116226,1.684,1.684,16.84,0.0,1.684,5,0,10.0,青尖椒,1011010504,辣椒类,6.72,9.24,6.24,0.6025641025641024
2021-05-08,102900005116233,6.7780000000000005,6.7780000000000005,108.44800000000001,0.0,6.7780000000000005,23,0,16.0,红椒(1),1011010504,辣椒类,11.76,9.24,11.22,0.42602495543672014
2021-05-08,102900005116257,17.271,17.271,129.784,8.384,8.887,36,0,7.51456198251404,紫茄子(2),1011010501,茄类,6.07,6.68,5.99,0.25451786018598344
2021-05-08,102900005116509,2.737,2.737,19.159,0.0,2.737,6,0,6.999999999999999,青茄子(1),1011010501,茄类,5.01,6.68,4.18,0.6746411483253587
2021-05-08,102900005116530,8.228,8.228,131.648,0.0,8.228,39,0,16.0,西峡香菇(1),1011010801,食用菌,13.82,9.45,12.0,0.33333333333333326
2021-05-08,102900005116547,5.804,5.804,29.02,0.0,5.804,12,0,5.0,金针菇(1),1011010801,食用菌,3.43,9.45,3.03,0.6501650165016504
2021-05-08,102900005116714,14.666,14.666,87.996,0.0,14.666,33,0,5.999999999999999,西兰花,1011010201,花菜类,9.26,15.51,4.08,0.4705882352941173
2021-05-08,102900005116790,2.91,2.91,17.46,0.0,2.91,6,0,6.0,黄心菜(1),1011010101,花叶类,10.64,12.83,2.68,1.2388059701492535
2021-05-08,102900005116837,1.202,1.202,12.02,0.0,1.202,4,0,10.0,平菇,1011010801,食用菌,11.6,9.45,6.05,0.6528925619834711
2021-05-08,102900005116899,8.86,8.86,88.6,0.0,8.86,16,0,10.0,净藕(1),1011010402,水生根茎类,5.54,13.65,7.2,0.38888888888888884
2021-05-08,102900005116943,0.868,0.868,10.416,0.0,0.868,8,0,12.0,红杭椒,1011010504,辣椒类,9.99,9.24,8.44,0.4218009478672986
2021-05-08,102900005118572,9.095,9.095,18.19,0.0,9.095,19,0,2.0,本地上海青,1011010101,花叶类,11.99,12.83,1.6,0.25
2021-05-08,102900005118817,6.994,6.994,55.952,0.0,6.994,16,0,8.0,菠菜,1011010101,花叶类,18.51,12.83,5.13,0.5594541910331385
2021-05-08,102900005118824,2.597,2.597,31.164,0.0,2.597,9,0,12.0,高瓜(1),1011010402,水生根茎类,29.25,13.65,7.01,0.7118402282453637
2021-05-08,102900005118831,6.0,6.0,35.400000000000006,0.0,6.0,6,0,5.900000000000001,娃娃菜,1011010101,花叶类,2.48,12.83,3.32,0.7771084337349403
2021-05-08,102900005119098,3.378,3.378,60.582,0.808,2.57,15,0,17.934280639431616,双孢菇,1011010801,食用菌,12.78,9.45,12.4,0.44631295479287214
2021-05-08,102900005119975,9.909,9.909,118.908,0.0,9.909,28,0,12.0,红薯尖,1011010101,花叶类,8.42,12.83,8.6,0.39534883720930236
2021-05-08,102900005123880,0.16,0.16,1.6,0.0,0.16,1,0,10.0,灯笼椒(1),1011010504,辣椒类,16.33,9.24,7.12,0.4044943820224718
2021-05-08,102900005125808,1.21,1.21,23.958000000000002,0.0,1.21,19,0,19.8,小米椒,1011010504,辣椒类,5.86,9.24,12.27,0.6136919315403424
2021-05-08,102900005125815,2.719,2.719,21.752,0.0,2.719,10,0,8.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,4.65,0.7204301075268815
2021-05-08,102900011000328,11.304,11.304,90.432,0.0,11.304,38,0,8.0,螺丝椒,1011010504,辣椒类,10.18,9.24,5.35,0.4953271028037385
2021-05-08,102900011001806,1.0,1.0,4.9,0.0,1.0,1,0,4.9,姬菇(包),1011010801,食用菌,12.42,9.45,2.88,0.7013888888888891
2021-05-08,102900011002414,0.088,0.088,1.408,0.0,0.088,1,0,16.0,田七,1011010101,花叶类,16.95,12.83,6.14,1.6058631921824107
2021-05-08,102900011006689,7.112,7.112,21.336,0.0,7.112,18,0,2.9999999999999996,东门口小白菜,1011010101,花叶类,27.84,12.83,1.87,0.6042780748663099
2021-05-08,102900011008164,4.496,4.496,7.1936,0.0,4.496,8,0,1.5999999999999999,奶白菜,1011010101,花叶类,15.68,12.83,1.0,0.5999999999999999
2021-05-08,102900011009444,2.155,2.155,21.549999999999997,0.0,2.155,5,0,10.0,大龙茄子,1011010501,茄类,10.94,6.68,5.83,0.7152658662092624
2021-05-08,102900011009970,13.456,13.456,67.28,0.0,13.456,28,0,5.0,青梗散花,1011010201,花菜类,17.06,15.51,2.8,0.7857142857142858
2021-05-08,102900011013274,2.0,2.0,9.8,0.0,2.0,2,0,4.9,白玉菇(袋),1011010801,食用菌,6.57,9.45,2.72,0.8014705882352942
2021-05-08,102900011016701,42.365,42.365,254.19,0.0,42.365,111,0,6.0,芜湖青椒(1),1011010504,辣椒类,5.7,9.24,5.28,0.13636363636363624
2021-05-08,102900011022030,1.0,1.0,13.9,0.0,1.0,1,0,13.9,组合椒系列,1011010504,辣椒类,9.43,9.24,2.4,4.791666666666667
2021-05-08,102900051000463,0.462,0.462,2.31,0.0,0.462,1,0,5.0,圆茄子(2),1011010501,茄类,6.71,6.68,2.97,0.6835016835016834
2021-05-08,102900051004294,4.16,4.16,49.92,0.0,4.16,24,0,12.0,青线椒,1011010504,辣椒类,7.8,9.24,8.35,0.437125748502994
2021-05-08,102900051010455,5.6530000000000005,5.6530000000000005,33.918,0.0,5.6530000000000005,9,0,5.999999999999999,黄白菜(2),1011010101,花叶类,15.61,12.83,3.08,0.9480519480519478
2021-05-08,102900051010790,0.308,0.308,4.312,0.0,0.308,2,0,14.000000000000002,紫贝菜,1011010101,花叶类,19.58,12.83,6.14,1.2801302931596097
2021-05-08,106949711300068,7.0,7.0,17.5,0.0,7.0,7,0,2.5,金针菇(袋)(3),1011010801,食用菌,11.13,9.45,1.48,0.6891891891891893
2021-05-08,106958851400125,2.0,2.0,5.0,0.0,2.0,2,0,2.5,海鲜菇(袋)(4),1011010801,食用菌,11.13,9.45,1.8,0.38888888888888884
2021-05-09,102900005115168,11.368,11.368,22.736,0.0,11.368,22,0,2.0,牛首生菜,1011010101,花叶类,4.39,12.83,1.12,0.7857142857142856
2021-05-09,102900005115762,31.448,31.448,106.9232,0.0,31.448,63,0,3.4,苋菜,1011010101,花叶类,18.52,12.83,2.16,0.574074074074074
2021-05-09,102900005115779,24.548000000000002,24.548000000000002,147.288,0.0,24.548000000000002,67,0,6.0,云南生菜,1011010101,花叶类,15.25,12.83,4.23,0.41843971631205656
2021-05-09,102900005115786,19.992,19.992,139.944,0.0,19.992,47,0,6.999999999999999,竹叶菜,1011010101,花叶类,13.62,12.83,4.33,0.6166281755196303
2021-05-09,102900005115793,6.1,6.1,97.6,0.0,6.1,14,0,16.0,小白菜,1011010101,花叶类,7.59,12.83,8.31,0.9253910950661852
2021-05-09,102900005115823,11.465,11.465,57.325,0.0,11.465,26,0,5.0,上海青,1011010101,花叶类,14.43,12.83,3.07,0.6286644951140066
2021-05-09,102900005115854,1.206,1.206,4.824,0.0,1.206,2,0,4.0,萝卜叶,1011010101,花叶类,5.35,12.83,2.13,0.8779342723004695
2021-05-09,102900005115908,10.519,10.519,52.595,0.0,10.519,24,0,5.0,菜心,1011010101,花叶类,13.7,12.83,3.08,0.6233766233766234
2021-05-09,102900005115960,23.102999999999998,23.102999999999998,36.964800000000004,0.0,23.102999999999998,22,0,1.6000000000000003,大白菜,1011010101,花叶类,22.27,12.83,0.84,0.9047619047619051
2021-05-09,102900005115984,12.526,12.526,87.682,0.0,12.526,28,0,7.0,云南油麦菜,1011010101,花叶类,12.81,12.83,4.43,0.5801354401805869
2021-05-09,102900005116226,1.163,1.163,11.63,0.0,1.163,3,0,10.0,青尖椒,1011010504,辣椒类,6.72,9.24,6.24,0.6025641025641024
2021-05-09,102900005116233,3.298,3.298,46.172000000000004,0.0,3.298,15,0,14.000000000000002,红椒(1),1011010504,辣椒类,11.76,9.24,11.08,0.2635379061371843
2021-05-09,102900005116257,16.763,16.763,117.34100000000001,0.0,16.763,41,0,7.0,紫茄子(2),1011010501,茄类,6.07,6.68,5.99,0.1686143572621035
2021-05-09,102900005116509,6.219,6.219,43.533,0.0,6.219,11,0,7.0,青茄子(1),1011010501,茄类,5.01,6.68,3.94,0.7766497461928934
2021-05-09,102900005116530,11.757,11.757,211.626,0.0,11.757,54,0,18.0,西峡香菇(1),1011010801,食用菌,13.82,9.45,12.0,0.5
2021-05-09,102900005116547,3.736,3.736,18.68,0.0,3.736,9,0,5.0,金针菇(1),1011010801,食用菌,3.43,9.45,3.03,0.6501650165016504
2021-05-09,102900005116714,22.037,22.037,132.222,0.0,22.037,50,0,6.000000000000001,西兰花,1011010201,花菜类,9.26,15.51,3.89,0.5424164524421595
2021-05-09,102900005116790,5.034,5.034,30.204,0.0,5.034,11,0,6.0,黄心菜(1),1011010101,花叶类,10.64,12.83,2.72,1.2058823529411762
2021-05-09,102900005116837,3.9690000000000003,3.9690000000000003,39.69,0.0,3.9690000000000003,10,0,9.999999999999998,平菇,1011010801,食用菌,11.6,9.45,6.06,0.6501650165016499
2021-05-09,102900005116899,11.465,11.465,114.64999999999999,0.0,11.465,16,0,10.0,净藕(1),1011010402,水生根茎类,5.54,13.65,7.2,0.38888888888888884
2021-05-09,102900005116943,1.1949999999999998,1.1949999999999998,16.729999999999997,0.0,1.1949999999999998,4,0,14.0,红杭椒,1011010504,辣椒类,9.99,9.24,8.21,0.7052375152253347
2021-05-09,102900005118572,7.074,7.074,14.148,0.0,7.074,13,0,2.0,本地上海青,1011010101,花叶类,11.99,12.83,1.6,0.25
2021-05-09,102900005118817,6.091,6.091,48.728,0.0,6.091,15,0,8.0,菠菜,1011010101,花叶类,18.51,12.83,5.13,0.5594541910331385
2021-05-09,102900005118824,2.6799999999999997,2.6799999999999997,32.16,0.0,2.6799999999999997,8,0,12.0,高瓜(1),1011010402,水生根茎类,29.25,13.65,6.94,0.7291066282420748
2021-05-09,102900005118831,4.0,4.0,23.6,0.0,4.0,4,0,5.9,娃娃菜,1011010101,花叶类,2.48,12.83,3.32,0.7771084337349399
2021-05-09,102900005119098,3.9770000000000003,3.9770000000000003,74.2264,0.779,3.198,16,0,18.663917525773194,双孢菇,1011010801,食用菌,12.78,9.45,12.38,0.5075862298685938
2021-05-09,102900005119944,1.827,1.827,21.924,0.0,1.827,8,0,12.0,海鲜菇(1),1011010801,食用菌,9.89,9.45,6.45,0.8604651162790697
2021-05-09,102900005119975,8.114,8.114,97.368,0.0,8.114,24,0,11.999999999999998,红薯尖,1011010101,花叶类,8.42,12.83,8.45,0.4201183431952662
2021-05-09,102900005125808,3.405,3.405,67.419,0.0,3.405,41,0,19.8,小米椒,1011010504,辣椒类,5.86,9.24,12.27,0.6136919315403424
2021-05-09,102900005125815,3.583,3.583,28.664,0.0,3.583,12,0,8.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,4.64,0.7241379310344829
2021-05-09,102900011000328,10.452,10.452,83.616,0.0,10.452,30,0,8.0,螺丝椒,1011010504,辣椒类,10.18,9.24,5.35,0.4953271028037385
2021-05-09,102900011001806,3.0,3.0,14.700000000000001,0.0,3.0,3,0,4.9,姬菇(包),1011010801,食用菌,12.42,9.45,2.87,0.7073170731707317
2021-05-09,102900011002414,0.163,0.163,2.608,0.0,0.163,1,0,16.0,田七,1011010101,花叶类,16.95,12.83,6.13,1.6101141924959217
2021-05-09,102900011006689,6.846,6.846,20.538,0.0,6.846,17,0,3.0,东门口小白菜,1011010101,花叶类,27.84,12.83,1.88,0.595744680851064
2021-05-09,102900011008164,7.5280000000000005,7.5280000000000005,15.056000000000001,0.0,7.5280000000000005,13,0,2.0,奶白菜,1011010101,花叶类,15.68,12.83,1.0,1.0
2021-05-09,102900011009444,2.928,2.928,29.28,0.0,2.928,8,0,10.0,大龙茄子,1011010501,茄类,10.94,6.68,5.72,0.7482517482517483
2021-05-09,102900011009970,15.406,15.406,77.03,0.0,15.406,27,0,5.0,青梗散花,1011010201,花菜类,17.06,15.51,2.8,0.7857142857142858
2021-05-09,102900011012994,1.0,1.0,3.9,0.0,1.0,1,0,3.9,杏鲍菇(袋),1011010801,食用菌,10.03,9.45,2.21,0.7647058823529411
2021-05-09,102900011013274,2.0,2.0,9.8,0.0,2.0,2,0,4.9,白玉菇(袋),1011010801,食用菌,6.57,9.45,2.7,0.8148148148148149
2021-05-09,102900011016701,66.127,66.127,396.762,0.0,66.127,184,0,6.0,芜湖青椒(1),1011010504,辣椒类,5.7,9.24,4.82,0.24481327800829877
2021-05-09,102900011022030,4.0,4.0,55.6,0.0,4.0,4,0,13.9,组合椒系列,1011010504,辣椒类,9.43,9.24,2.4,4.791666666666667
2021-05-09,102900011024010,7.0,7.0,139.29999999999998,0.0,7.0,7,0,19.9,鲜藕带(袋),1011010402,水生根茎类,12.69,13.65,15.0,0.32666666666666666
2021-05-09,102900051000463,4.84,4.84,24.2,0.0,4.84,7,0,5.0,圆茄子(2),1011010501,茄类,6.71,6.68,3.32,0.5060240963855422
2021-05-09,102900051004294,5.4350000000000005,5.4350000000000005,65.22,0.0,5.4350000000000005,23,0,11.999999999999998,青线椒,1011010504,辣椒类,7.8,9.24,7.07,0.6973125884016971
2021-05-09,102900051010455,18.863,18.863,113.178,0.0,18.863,28,0,6.0,黄白菜(2),1011010101,花叶类,15.61,12.83,3.08,0.948051948051948
2021-05-09,102900051010790,0.6799999999999999,0.6799999999999999,9.52,0.0,0.6799999999999999,5,0,14.0,紫贝菜,1011010101,花叶类,19.58,12.83,6.13,1.2838499184339316
2021-05-09,106949711300068,7.0,7.0,17.5,0.0,7.0,7,0,2.5,金针菇(袋)(3),1011010801,食用菌,11.13,9.45,1.48,0.6891891891891893
2021-05-09,106958851400125,3.0,3.0,7.5,0.0,3.0,3,0,2.5,海鲜菇(袋)(4),1011010801,食用菌,11.13,9.45,1.78,0.4044943820224718
2021-05-10,102900005115168,17.331,17.331,34.662,0.0,17.331,33,0,2.0,牛首生菜,1011010101,花叶类,4.39,12.83,1.29,0.5503875968992247
2021-05-10,102900005115762,15.654,15.654,43.8312,0.0,15.654,31,0,2.8000000000000003,苋菜,1011010101,花叶类,18.52,12.83,2.17,0.2903225806451615
2021-05-10,102900005115779,20.207,20.207,121.242,0.0,20.207,51,0,6.0,云南生菜,1011010101,花叶类,15.25,12.83,4.1,0.46341463414634165
2021-05-10,102900005115786,13.797,13.797,68.985,0.0,13.797,28,0,5.0,竹叶菜,1011010101,花叶类,13.62,12.83,4.28,0.16822429906542058
2021-05-10,102900005115823,4.077,4.077,20.385,0.0,4.077,10,0,5.0,上海青,1011010101,花叶类,14.43,12.83,3.11,0.6077170418006432
2021-05-10,102900005115854,2.814,2.814,11.256,0.0,2.814,5,0,4.0,萝卜叶,1011010101,花叶类,5.35,12.83,2.1,0.9047619047619047
2021-05-10,102900005115908,2.611,2.611,13.055000000000001,0.0,2.611,7,0,5.0,菜心,1011010101,花叶类,13.7,12.83,3.0,0.6666666666666667
2021-05-10,102900005115946,3.108,3.108,24.864,0.0,3.108,8,0,8.0,木耳菜,1011010101,花叶类,7.61,12.83,4.24,0.8867924528301885
2021-05-10,102900005115960,19.751,19.751,31.6016,0.0,19.751,19,0,1.5999999999999999,大白菜,1011010101,花叶类,22.27,12.83,0.84,0.9047619047619047
2021-05-10,102900005115984,7.021,7.021,49.147,0.0,7.021,16,0,7.0,云南油麦菜,1011010101,花叶类,12.81,12.83,4.68,0.49572649572649574
2021-05-10,102900005116226,2.365,2.365,23.65,0.0,2.365,5,0,9.999999999999998,青尖椒,1011010504,辣椒类,6.72,9.24,6.25,0.5999999999999996
