销售日期,分类编码,分类名称,净销量,售出量,销售额,打折销量,正常销量,售出记录数,退货记录数,在售单品数,均价,平均损耗率,批发价均值,批发价加权,加价率
2021-05-22,1011010504,辣椒类,98.93599999999999,98.93599999999999,521.9258,0.0,98.93599999999999,312,0,9,5.2753881297000085,9.24,6.174198422925886,3.672704475620603,0.43637697089924155
2021-05-22,1011010801,食用菌,45.209,45.209,448.1536,0.258,44.951,132,0,9,9.912928841602335,9.45,8.079778264565446,5.975999469132251,0.6587901141567116
2021-05-23,1011010101,花叶类,217.25900000000001,217.25900000000001,1105.2308,0.0,217.25900000000001,475,0,15,5.087157724190942,12.83,7.606965985047548,2.835893979075665,0.7938462304042329
2021-05-23,1011010201,花菜类,64.231,64.231,506.4336,0.0,64.231,133,0,2,7.884566642275537,15.51,6.345250712250712,4.741829023368779,0.6627690714740355
2021-05-23,1011010402,水生根茎类,17.229,17.229,202.29000000000002,0.0,17.229,31,0,3,11.74125021765628,13.65,7.820358862102208,15.653737303383833,-0.24993948792546816
2021-05-23,1011010501,茄类,42.331,42.331,296.75939999999997,0.0,42.331,87,0,4,7.010450969738488,6.68,5.48242934169279,3.9533670359783613,0.7732861396218866
2021-05-23,1011010504,辣椒类,137.485,137.485,672.2948,0.0,137.485,405,0,10,4.889950176382878,9.24,6.157753978481441,3.4618251445612245,0.41253528765464664
2021-05-23,1011010801,食用菌,62.384,62.384,518.0462,0.0,62.384,154,0,10,8.304151705565529,9.45,8.079083820121003,4.908203064888434,0.6918924493916161
2021-05-24,1011010101,花叶类,148.831,148.831,785.9468,0.0,148.831,339,0,17,5.280800370890474,12.83,7.616265985047549,3.260085802017053,0.619834780919932
2021-05-24,1011010201,花菜类,40.924,40.924,302.762,0.0,40.924,88,0,2,7.398152673247972,15.51,6.505250712250712,4.576762291076141,0.6164598907994481
2021-05-24,1011010402,水生根茎类,4.28,4.28,42.8,0.0,4.28,9,0,2,9.999999999999998,13.65,7.830358862102208,6.619908878504673,0.5105948108244702
2021-05-24,1011010501,茄类,17.043,17.043,119.5666,0.0,17.043,34,0,4,7.015584110778619,6.68,5.51542934169279,4.0765569441999645,0.7209582024262502
2021-05-24,1011010504,辣椒类,54.772,54.772,320.7176,0.0,54.772,166,0,10,5.85550281165559,9.24,6.020865089592553,3.700673884466516,0.5822801453091864
2021-05-24,1011010801,食用菌,29.627,29.627,318.7934,1.82,27.807,95,0,10,10.76023222060958,9.45,8.080333820121002,6.738785229689134,0.5967614123096128
2021-05-25,1011010101,花叶类,130.325,130.325,664.059,0.0,130.325,284,0,16,5.095407634759256,12.83,7.633765985047549,3.1797675043161324,0.6024466027289366
2021-05-25,1011010201,花菜类,29.554,29.554,224.739,0.0,29.554,66,0,2,7.604351356838331,15.51,6.459250712250713,4.62809027542803,0.6430862200791969
2021-05-25,1011010402,水生根茎类,5.412,5.412,54.12,0.0,5.412,11,0,2,10.0,13.65,7.82772728315484,6.66390613451589,0.5006213770336165
2021-05-25,1011010501,茄类,17.94,17.94,122.0698,0.0,17.94,36,0,4,6.804336677814939,6.68,5.42042934169279,4.073353957636565,0.670450628298195
2021-05-25,1011010504,辣椒类,57.519,57.519,353.8548,0.0,57.519,189,0,9,6.1519636989516515,9.24,5.989531756259219,3.9721526799840055,0.548773220614577
2021-05-25,1011010801,食用菌,35.047,35.047,332.0504,1.584,33.463,102,0,9,9.474431477729906,9.45,8.085750486787667,5.898229805689503,0.606317791923054
2021-05-26,1011010101,花叶类,166.467,166.467,838.8032000000001,2.0,164.467,359,0,18,5.038855749187527,12.83,7.648565985047547,3.2229049601422504,0.5634515480608915
2021-05-26,1011010201,花菜类,46.547,46.547,347.63,0.0,46.547,106,0,2,7.468365308183127,15.51,6.463250712250712,4.495711431456378,0.6612199030229489
2021-05-26,1011010402,水生根茎类,4.008,4.008,40.08,0.0,4.008,9,0,2,10.0,13.65,7.816674651575892,6.0318213572854305,0.657874033010224
2021-05-26,1011010501,茄类,15.81,15.81,95.8226,0.0,15.81,32,0,4,6.060885515496521,6.68,5.36442934169279,3.6301998734977863,0.6695735019286169
2021-05-26,1011010504,辣椒类,65.416,65.416,387.218,0.0,65.416,195,0,8,5.919316375198728,9.24,5.973309534036996,3.6599732481350133,0.6173113774028245
2021-05-26,1011010801,食用菌,31.969,31.969,240.2784,1.125,30.844,74,0,11,7.5159811066971125,9.45,8.084917153454334,4.416090274953861,0.7019536827234898
2021-05-27,1011010101,花叶类,145.237,145.237,677.9590000000001,0.0,145.237,280,0,19,4.667949627161123,12.83,7.665165985047548,2.9094893174604266,0.6043879587898209
2021-05-27,1011010201,花菜类,43.952,43.952,335.414,0.0,43.952,88,0,2,7.6313705860939205,15.51,6.441250712250712,4.65184064433928,0.640505591132053
2021-05-27,1011010402,水生根茎类,8.319,8.319,83.19,0.0,8.319,17,0,2,9.999999999999998,13.65,7.820358862102208,6.734847938454141,0.4848145186623636
2021-05-27,1011010501,茄类,15.645,15.645,94.813,0.0,15.645,33,0,4,6.060274848194312,6.68,5.36542934169279,3.9253652924256954,0.5438753840026289
2021-05-27,1011010504,辣椒类,37.078,37.078,280.15160000000003,0.0,37.078,130,0,9,7.555736555369761,9.24,5.957976200703663,3.9653117751766547,0.9054583810205323
2021-05-27,1011010801,食用菌,19.574,19.574,139.8082,1.6,17.974,43,0,9,7.142546234801267,9.45,8.084083820121002,4.561420762235619,0.5658599824719088
2021-05-28,1011010101,花叶类,123.824,123.824,586.6604,0.0,123.824,248,0,17,4.737856958263341,12.83,7.667665985047548,3.0493073232975836,0.5537485913816407
2021-05-28,1011010201,花菜类,42.189,42.189,323.658,0.0,42.189,81,0,2,7.671620564602148,15.51,6.495250712250713,4.788188153310105,0.6021969728358958
2021-05-28,1011010402,水生根茎类,6.205,6.205,62.050000000000004,0.0,6.205,14,0,2,10.0,13.65,7.8266746515758925,6.192006446414183,0.6149853987621479
2021-05-28,1011010501,茄类,16.472,16.472,96.6398,0.0,16.472,35,0,4,5.866913550267119,6.68,5.36742934169279,3.778995871782419,0.5525059431991133
2021-05-28,1011010504,辣椒类,67.01,67.01,363.1592,0.0,67.01,203,0,9,5.41947768989703,9.24,6.001087311814774,3.4462823459185192,0.5725576566050643
2021-05-28,1011010801,食用菌,28.172,28.172,280.0812,2.059,26.113,87,0,10,9.941828766150788,9.45,8.08325048678767,6.259866534147381,0.5881854208741377
2021-05-29,1011010101,花叶类,180.875,180.875,954.1888,0.0,180.875,338,0,18,5.2754045611610225,12.83,7.6712659850475475,3.229237705597789,0.6336377319069026
2021-05-29,1011010201,花菜类,52.779,52.779,348.8,0.0,52.779,106,0,2,6.608689061937513,15.51,6.569250712250712,5.092140624111863,0.2978213976740196
2021-05-29,1011010402,水生根茎类,9.57,9.57,95.7,0.0,9.57,19,0,2,10.0,13.65,7.8219378094706284,6.449350052246603,0.5505438406954732
2021-05-29,1011010501,茄类,18.291,18.291,119.8882,0.0,18.291,36,0,4,6.554491279864414,6.68,5.40242934169279,4.1017992455305885,0.5979551624829842
2021-05-29,1011010504,辣椒类,116.845,116.845,616.5252,0.0,116.845,341,0,9,5.27643630450597,9.24,5.961087311814775,3.3092724549617016,0.5944399792754551
2021-05-29,1011010801,食用菌,35.882,35.882,321.6894,1.742,34.14,97,0,12,8.965202608550248,9.45,8.073944931232113,5.512370269215763,0.6263788843461915
2021-05-30,1011010101,花叶类,196.236,196.236,987.7686,0.0,196.236,400,0,17,5.033574879227054,12.83,7.678965985047548,3.1856873866161153,0.5800592677029093
2021-05-30,1011010201,花菜类,21.296,21.296,120.827,0.0,21.296,34,0,2,5.673694590533434,15.51,6.609250712250713,4.6823225018782875,0.21172657121705374
2021-05-30,1011010402,水生根茎类,4.719,4.719,47.19,0.0,4.719,12,0,2,9.999999999999998,13.65,7.827200967365365,6.280216147488876,0.5923018834309495
2021-05-30,1011010501,茄类,27.038,27.038,159.936,0.0,27.038,55,0,4,5.915230416450921,6.68,5.39242934169279,3.835924624602411,0.5420611704704776
2021-05-30,1011010504,辣椒类,106.615,106.615,488.1136,0.0,106.615,312,0,10,4.5782826056371055,9.24,5.934865089592553,3.166624771373634,0.4457925823813713
2021-05-30,1011010801,食用菌,33.492,33.492,383.1896,2.166,31.326,112,0,7,11.441227755882002,9.45,8.087556042343225,7.482360862295474,0.5290932857215882
2021-05-31,1011010101,花叶类,191.98,191.98,1014.1018,0.0,191.98,374,0,18,5.282330451088655,12.83,7.6880659850475475,3.4385704240025006,0.5361995828894544
2021-05-31,1011010201,花菜类,39.165,39.165,249.173,0.0,39.165,67,0,2,6.3621345589174005,15.51,6.549250712250712,5.017547555215115,0.2679769327357455
2021-05-31,1011010402,水生根茎类,5.404,5.404,54.04,0.0,5.404,15,0,2,10.0,13.65,7.830885177891682,5.6735751295336785,0.7625570776255708
2021-05-31,1011010501,茄类,25.363,25.363,139.95,0.0,25.363,45,0,4,5.517880376927019,6.68,5.3444293416927895,3.114258565627095,0.771811897004745
2021-05-31,1011010504,辣椒类,60.118,60.118,273.3956,0.0,60.118,159,0,9,4.547649622409262,9.24,5.918198422925887,2.796587710835357,0.6261423179360437
2021-05-31,1011010801,食用菌,34.114,34.114,353.5602,0.96,33.153999999999996,100,0,11,10.364079263645426,9.45,8.068667153454335,6.7550603857653755,0.5342689290365439
2021-06-01,1011010101,花叶类,151.091,151.091,773.1038,0.0,151.091,312,0,17,5.116809075325466,12.83,7.694765985047548,3.444747006770754,0.4853947373401366
2021-06-01,1011010201,花菜类,41.593,41.593,286.175,0.0,41.593,84,0,2,6.8803644844084335,15.51,6.521250712250712,4.904343519342197,0.40291243002718424
2021-06-01,1011010402,水生根茎类,7.217,7.217,72.17,0.0,7.217,20,0,2,10.0,13.65,7.830358862102208,5.883501454898156,0.6996681443283674
2021-06-01,1011010501,茄类,26.938000000000002,26.938000000000002,132.09,0.0,26.938000000000002,49,0,4,4.903482069938376,6.68,5.29642934169279,2.652573316504566,0.8485755094603569
2021-06-01,1011010504,辣椒类,76.648,76.648,357.77660000000003,0.0,76.648,203,0,9,4.66778780920572,9.24,5.90664286737033,2.629881536374074,0.7749042094273915
2021-06-01,1011010801,食用菌,33.668,33.668,390.05580000000003,0.0,33.668,100,0,13,11.58535701556374,9.45,8.062972709009891,7.638183735297613,0.5167685692117396
2021-06-02,1011010101,花叶类,178.517,178.517,895.9152,0.0,178.517,381,0,19,5.018654805984864,12.83,7.673565985047548,3.2995178610440465,0.5210267127927719
2021-06-02,1011010201,花菜类,43.414,43.414,296.502,0.0,43.414,76,0,2,6.829640208227761,15.51,6.393250712250712,4.1835668217625654,0.6324922008417655
2021-06-02,1011010402,水生根茎类,8.681,8.681,86.81,0.0,8.681,22,0,2,10.000000000000002,13.65,7.814569388417998,5.153590600161271,0.940394722019066
2021-06-02,1011010501,茄类,27.706,27.706,148.873,0.0,27.706,54,0,4,5.3733126398614015,6.68,5.31642934169279,3.111913664910128,0.7266907820903772
2021-06-02,1011010504,辣椒类,89.386,89.386,290.4744,0.0,89.386,231,0,8,3.249663258228358,9.24,5.906420645148108,2.556226590293782,0.27127355241809026
2021-06-02,1011010801,食用菌,43.528,43.528,429.843,1.241,42.287,120,0,13,9.875091894872266,9.45,8.05200048678767,6.501379801507076,0.5189224743620016
2021-06-03,1011010101,花叶类,142.37199999999999,142.37199999999999,654.9906,0.0,142.37199999999999,299,0,19,4.6005576939285815,12.83,7.639965985047548,2.8888595369876096,0.5925169206135457
2021-06-03,1011010201,花菜类,36.284,36.284,262.136,0.0,36.284,69,0,2,7.224561790320803,15.51,6.371250712250712,4.5525267335464665,0.5869345120117049
2021-06-03,1011010402,水生根茎类,11.019,11.019,110.19,0.0,11.019,28,0,2,10.0,13.65,7.805095704207472,5.541992921317725,0.8044050474215132
2021-06-03,1011010501,茄类,11.679,11.679,70.836,0.0,11.679,23,0,4,6.0652453120986385,6.68,5.36542934169279,3.538082883808545,0.714274512859842
2021-06-03,1011010504,辣椒类,75.206,75.206,283.7836,0.0,75.206,201,0,8,3.7734170145998984,9.24,5.923309534036997,2.740495439193681,0.3769105252406941
2021-06-03,1011010801,食用菌,48.365,48.365,440.7986,0.8,47.565,108,0,13,9.113999793238913,9.45,8.06561159789878,5.951197973741341,0.5314563275247943
2021-06-04,1011010101,花叶类,121.093,121.093,601.6274,0.0,121.093,262,0,16,4.968308655331026,12.83,7.6102659850475485,3.067624883354116,0.6195945867731776
2021-06-04,1011010201,花菜类,31.416,31.416,249.537,0.0,31.416,69,0,2,7.942990832696715,15.51,6.457250712250712,4.845430035650624,0.6392746927012771
2021-06-04,1011010402,水生根茎类,13.461,13.461,150.706,0.0,13.461,31,0,2,11.195750687170342,13.65,7.875622019996945,6.843777579674615,0.6359021836742158
2021-06-04,1011010501,茄类,16.743,16.743,96.555,0.0,16.743,34,0,4,5.766887654542198,6.68,5.38342934169279,3.446131517649167,0.6734380638137025
2021-06-04,1011010504,辣椒类,63.703,63.703,355.5244,0.412,63.291,199,0,9,5.580967929296893,9.24,5.93464286737033,2.970903254163854,0.8785424673371363
2021-06-04,1011010801,食用菌,47.048,47.048,475.4778,1.92,45.128,86,0,13,10.106227682366944,9.45,8.067417153454336,6.832477469818057,0.4791454091155698
2021-06-05,1011010101,花叶类,204.287,204.287,1054.9114,0.0,204.287,444,0,18,5.163869458164249,12.83,7.589165985047548,3.172869100823841,0.6275078782239838
2021-06-05,1011010201,花菜类,61.486,61.486,499.182,0.0,61.486,106,0,2,8.11862863090785,15.51,6.353250712250712,4.902187489835084,0.6561236484206707
2021-06-05,1011010402,水生根茎类,19.495,19.495,216.074,0.0,19.495,43,0,2,11.083559887150551,13.65,7.892990441049576,6.805475763016159,0.6286238131040471
2021-06-05,1011010501,茄类,36.367,36.367,221.95260000000002,0.0,36.367,67,0,4,6.103131960293674,6.68,5.41042934169279,3.7497074270629964,0.6276288427852159
2021-06-05,1011010504,辣椒类,91.95,91.95,519.5194,4.0,87.95,265,0,10,5.650020663404024,9.24,5.865309534036998,2.9545517128874392,0.9123106354034138
2021-06-05,1011010801,食用菌,42.32,42.32,303.5118,4.66,37.660000000000004,93,0,12,7.171828922495274,9.45,8.08561159789878,5.2687989130434785,0.36118858222898576
2021-06-06,1011010101,花叶类,222.817,222.817,1060.7738,1.7890000000000001,221.028,440,0,17,4.760739979445015,12.83,7.5893659850475474,2.7837301462635256,0.7102016823847455
2021-06-06,1011010201,花菜类,42.143,42.143,302.29200000000003,0.0,42.143,80,0,2,7.173006193199345,15.51,6.393250712250713,4.601153453717106,0.558958262390604
2021-06-06,1011010402,水生根茎类,7.182,7.182,94.656,0.0,7.182,15,0,2,13.179615705931495,13.65,7.896674651575893,7.924239766081873,0.6632025399261907
2021-06-06,1011010501,茄类,30.644000000000002,30.644000000000002,162.585,0.643,30.001,59,0,4,5.305606317713092,6.68,5.373429341692789,3.853403928990993,0.37686222765189203
2021-06-06,1011010504,辣椒类,88.671,88.671,509.7354,1.041,87.63,273,0,9,5.748614541394593,9.24,5.805309534036996,2.8447387533691963,1.0207882128319028
2021-06-06,1011010801,食用菌,32.745,32.745,318.3988,1.22,31.525,94,0,12,9.72358528019545,9.45,8.073528264565446,6.2926712475187045,0.54522378457791
2021-06-07,1011010101,花叶类,148.539,148.539,805.0144,0.0,148.539,308,0,19,5.419549074653795,12.83,7.5973659850475475,3.123246689421634,0.7352292705567207
2021-06-07,1011010201,花菜类,24.819,24.819,197.02800000000002,0.0,24.819,44,0,2,7.938595430919861,15.51,6.4272507122507125,4.792104436117491,0.6565990029532041
2021-06-07,1011010402,水生根茎类,8.757,8.757,101.11,0.0,8.757,21,0,2,11.546191618134065,13.65,7.904043072628523,6.234676258992806,0.8519312212049515
2021-06-07,1011010501,茄类,29.868,29.868,118.4126,0.0,29.868,56,0,4,3.9645306013124415,6.68,5.32242934169279,2.53970737913486,0.5610186566701796
2021-06-07,1011010504,辣椒类,68.965,68.965,405.9273,0.985,67.98,208,0,8,5.885989994924961,9.24,5.799531756259219,2.8140078300587255,1.091675059341298
2021-06-07,1011010801,食用菌,27.872,27.872,251.323,0.0,27.872,81,0,10,9.017042192881746,9.45,8.097556042343223,5.578038174512055,0.6165257229833359
2021-06-08,1011010101,花叶类,144.482,144.482,690.284,0.359,144.123,295,0,20,4.777647042538171,12.83,7.597565985047549,2.860747013468806,0.670069747532489
2021-06-08,1011010201,花菜类,25.106,25.106,185.61599999999999,0.0,25.106,43,0,2,7.393292440054169,15.51,6.483250712250713,4.508190870708197,0.6399688150055518
2021-06-08,1011010402,水生根茎类,7.394,7.394,82.376,0.0,7.394,19,0,2,11.140925074384636,13.65,7.915095704207471,5.826291587773871,0.9121811715986221
2021-06-08,1011010501,茄类,24.611,24.611,138.816,0.0,24.611,48,0,4,5.640404697086669,6.68,5.28742934169279,3.2359818780220224,0.7430272818877273
2021-06-08,1011010504,辣椒类,56.101,56.101,295.1468,0.167,55.934,181,0,9,5.26099000017825,9.24,5.787976200703664,2.924770503199587,0.7987701921989874
2021-06-08,1011010801,食用菌,28.108,28.108,312.7006,1.73,26.378,92,0,8,11.12496798064608,9.45,8.084639375676558,7.587392913049665,0.4662438215783038
2021-06-09,1011010101,花叶类,126.359,126.359,715.7282,0.0,126.359,272,0,21,5.664243939885565,12.83,7.618065985047548,3.372001836038588,0.6797867306442194
2021-06-09,1011010201,花菜类,26.845,26.845,219.741,0.0,26.845,46,0,2,8.185546656733099,15.51,6.563250712250712,4.986679456137083,0.6414824190592769
2021-06-09,1011010402,水生根茎类,7.943,7.943,110.01899999999999,0.0,7.943,20,0,3,13.851063829787234,13.65,7.767727283154839,8.769678962608586,0.5794265547056201
2021-06-09,1011010501,茄类,19.353,19.353,93.38340000000001,0.0,19.353,37,0,4,4.825267400403038,6.68,5.27942934169279,2.792233245491655,0.7281032693790621
2021-06-09,1011010504,辣椒类,52.093,52.093,316.9268,0.0,52.093,167,0,9,6.083865394582765,9.24,5.776865089592553,3.0172641237786264,1.0163516168958142
2021-06-09,1011010801,食用菌,31.399,31.399,358.7652,0.7,30.699,96,0,12,11.426007197681454,9.45,8.139361597898779,7.37903054237396,0.548442865504865
2021-06-10,1011010101,花叶类,122.004,122.004,711.3776,0.0,122.004,267,0,21,5.830772761548801,12.83,7.605122235047548,3.189900577030261,0.8278854217384868
2021-06-10,1011010201,花菜类,13.847,13.847,103.589,0.0,13.847,26,0,2,7.480970607351773,15.51,6.5652507122507116,4.366800751065213,0.7131467712436632
2021-06-10,1011010402,水生根茎类,10.34,10.34,174.5224,0.0,10.34,30,0,3,16.878375241779498,13.65,7.716148335786419,10.535633462282398,0.6020275669426178
2021-06-10,1011010501,茄类,24.961,24.961,122.1056,0.0,24.961,47,0,4,4.891855294259044,6.68,5.26142934169279,2.7591046031809623,0.7729865292599785
2021-06-10,1011010504,辣椒类,57.091,57.091,278.432,0.0,57.091,166,0,9,4.87698586467219,9.24,5.777309534036997,2.8080729011578005,0.736773237853388
2021-06-10,1011010801,食用菌,29.393,29.393,292.3026,3.348,26.045,91,0,9,9.944633075902425,9.45,8.086583820121001,7.275240363351818,0.366914710611812
2021-06-11,1011010101,花叶类,129.982,129.982,789.5222,0.0,129.982,277,0,20,6.074088719976612,12.83,7.615222235047549,3.402525965133634,0.7851704240376172
2021-06-11,1011010201,花菜类,21.048,21.048,164.928,0.0,21.048,32,0,2,7.835803876852908,15.51,6.603250712250713,4.823500570125427,0.6245056391999455
2021-06-11,1011010402,水生根茎类,6.744,6.744,112.4228,0.0,6.744,21,0,3,16.670047449584818,13.65,7.58351675683905,11.383889383155399,0.4643543070834193
2021-06-11,1011010501,茄类,16.567,16.567,49.643,0.0,16.567,30,0,4,2.9964990644051426,6.68,5.26542934169279,1.7641009235226657,0.6985984330315684
2021-06-11,1011010504,辣椒类,74.873,74.873,412.3522,0.0,74.873,203,0,10,5.5073551213388,9.24,5.7499762007036646,2.7776164972687085,0.9827629648492884
2021-06-11,1011010801,食用菌,25.579,25.579,306.9514,1.88,23.699,102,0,12,12.000132921537197,9.45,8.084639375676558,8.71996833339849,0.3761670298245574
2021-06-12,1011010101,花叶类,210.267,210.267,1237.7112,0.0,210.267,451,0,20,5.886378747021644,12.83,7.619822235047548,3.3381468323607604,0.7633672341664961
2021-06-12,1011010201,花菜类,52.462,52.462,388.222,0.0,52.462,101,0,2,7.400060996530821,15.51,6.6772507122507125,5.413051542068545,0.3670775049932298
2021-06-12,1011010402,水生根茎类,22.347,22.347,366.9466,0.0,22.347,48,0,3,16.420396473799613,13.65,7.471937809470629,10.356362822750256,0.5855370031772391
2021-06-12,1011010501,茄类,48.073,48.073,289.865,0.0,48.073,95,0,5,6.029684022216213,6.68,4.16742934169279,3.4062581906683587,0.7701782086674702
2021-06-12,1011010504,辣椒类,77.636,77.636,500.0742,0.0,77.636,265,0,9,6.441266938018446,9.24,5.7230873118147745,3.133494255242413,1.0556179183166035
2021-06-12,1011010801,食用菌,63.009,62.009,729.7954,0.67,61.339,189,0,12,11.76918511828928,9.45,8.058389375676558,8.17937799351707,0.4388850995292639
2021-06-13,1011010101,花叶类,211.28,211.28,1111.3354,0.9630000000000001,210.317,440,0,19,5.260012305944717,12.83,7.625122235047549,3.120826580840591,0.6854548529665303
2021-06-13,1011010201,花菜类,62.324,62.324,476.2778,0.414,61.91,122,0,2,7.641964572235415,15.51,6.795250712250713,6.11168410243245,0.25038605467090713
2021-06-13,1011010402,水生根茎类,11.431000000000001,11.431000000000001,220.9804,0.0,11.431000000000001,29,0,3,19.33167701863354,13.65,7.469306230523261,11.876954772110924,0.6276627628512612
2021-06-13,1011010501,茄类,40.009,40.009,233.1483,1.6669999999999998,38.342,70,0,5,5.82739633582444,6.68,4.19442934169279,2.8122794871153993,1.0721256057667636
2021-06-13,1011010504,辣椒类,88.876,88.876,483.0853,0.093,88.783,294,0,10,5.435497772176966,9.24,5.778198422925886,3.0133698636302264,0.8037937651731826
2021-06-13,1011010801,食用菌,74.602,74.602,921.3626,1.482,73.12,224,0,8,12.350373984611673,9.45,8.090611597898778,8.603261172622718,0.4355456305235754
2021-06-14,1011010101,花叶类,170.686,170.272,873.5112,0.0,170.272,369,0,14,5.130093027626386,12.83,7.6267222350475485,3.00593109847773,0.7066568925097381
2021-06-14,1011010201,花菜类,73.037,73.037,547.068,0.0,73.037,138,0,2,7.490285745581006,15.51,6.601250712250712,5.637588619466845,0.3286329051603225
2021-06-14,1011010402,水生根茎类,14.049,14.049,258.692,0.0,14.049,36,0,3,18.413552566018936,13.65,7.7466746515758915,13.281524663677128,0.38640352160600155
2021-06-14,1011010501,茄类,37.545,37.545,176.36599999999999,0.0,37.545,72,0,5,4.697456385670528,6.68,4.26142934169279,3.2683862032227995,0.437240305640316
2021-06-14,1011010504,辣椒类,70.322,69.697,378.5292,0.0,69.697,240,0,8,5.431068769100535,9.24,5.731753978481441,3.1538852461368494,0.7220248503819142
2021-06-14,1011010801,食用菌,56.049,56.049,635.4052,0.0,56.049,176,0,12,11.33660190190726,9.45,8.072417153454335,7.45863012721012,0.5199308329487689
2021-06-15,1011010101,花叶类,127.719,127.719,643.0562,0.0,127.719,270,0,17,5.034929806841582,12.83,7.635122235047548,2.9911952019668178,0.6832501615176889
2021-06-15,1011010201,花菜类,45.326,45.326,379.8,0.0,45.326,90,0,2,8.379296650928827,15.51,6.5972507122507125,5.145248863786789,0.6285503136503003
2021-06-15,1011010402,水生根茎类,9.998,9.998,187.7056,0.0,9.998,31,0,3,18.774314862972595,13.65,7.750885177891682,13.438409681936387,0.3970637379963653
2021-06-15,1011010501,茄类,20.698,20.698,109.33200000000001,0.0,20.698,38,0,4,5.28224949270461,6.68,4.26942934169279,3.415904918349599,0.5463690058611874
2021-06-15,1011010504,辣椒类,62.187,61.187,386.51959999999997,0.0,61.187,195,0,9,6.317021589553336,9.24,5.703309534036997,3.162957817837122,0.9971880604696177
2021-06-15,1011010801,食用菌,31.346,31.346,272.3302,0.0,31.346,90,0,13,8.687877241115293,9.45,8.077972709009892,5.598266126459516,0.5518871459241836
2021-06-16,1011010101,花叶类,104.991,104.991,559.5713,0.403,104.588,236,0,15,5.329707308245468,12.83,7.622422235047548,3.0965561810059907,0.7211724886302513
2021-06-16,1011010201,花菜类,12.99,12.99,110.964,0.0,12.99,24,0,2,8.542263279445727,15.51,6.601250712250712,5.268651270207852,0.6213377658431982
2021-06-16,1011010402,水生根茎类,5.187,5.187,68.2764,0.0,5.187,19,0,3,13.162984384037014,13.65,7.750358862102209,8.26026026604974,0.593531433644751
2021-06-16,1011010501,茄类,19.793,19.793,92.512,0.0,19.793,39,0,4,4.673975647956349,6.68,4.24142934169279,2.9245202849492244,0.59820250589833
2021-06-16,1011010504,辣椒类,46.695,46.695,258.4872,0.0,46.695,165,0,9,5.535650497911981,9.24,5.69153175625922,3.0519126244779957,0.8138299417594921
2021-06-16,1011010801,食用菌,29.826,29.826,253.322,0.0,29.826,79,0,10,8.493327968886206,9.45,8.075333820121001,4.987985985381881,0.7027569832347784
2021-06-17,1011010101,花叶类,113.507,113.507,546.9986,0.0,113.507,258,0,16,4.819073713515466,12.83,7.617422235047547,2.7496896226664433,0.7525882462480578
2021-06-17,1011010201,花菜类,48.477,48.477,387.122,27.684,20.793,92,0,2,7.985683932586588,15.51,6.5972507122507125,5.718055779029231,0.39657328315575446
2021-06-17,1011010402,水生根茎类,9.409,9.409,136.409,0.0,9.409,26,0,3,14.497714953767668,13.65,7.7593062305232605,9.541715378892548,0.5194034173182742
2021-06-17,1011010501,茄类,28.237000000000002,28.237000000000002,145.978,0.0,28.237000000000002,55,0,3,5.1697418280978855,6.68,4.19742934169279,3.185385487126819,0.622956420499339
2021-06-17,1011010504,辣椒类,45.845,45.845,232.8422,0.0,45.845,166,0,8,5.07890064347257,9.24,5.692420645148108,2.7449892027483913,0.8502443063846572
2021-06-17,1011010801,食用菌,22.835,22.835,248.197,0.0,22.835,74,0,9,10.869148237354937,9.45,8.083389375676557,6.618296912634113,0.6422877941009395
2021-06-18,1011010101,花叶类,150.875,150.875,809.407,0.0,150.875,308,0,14,5.364752278376139,12.83,7.608822235047548,3.023277812758907,0.7744820723175645
2021-06-18,1011010201,花菜类,34.971,34.971,280.474,0.0,34.971,65,0,2,8.020188155900604,15.51,6.711250712250712,5.1752420577049545,0.5497223253470944
2021-06-18,1011010402,水生根茎类,7.902,7.902,140.6044,0.0,7.902,24,0,3,17.79352062768919,13.65,7.642464125260102,12.950668185269551,0.3739461449508863
2021-06-18,1011010501,茄类,27.339,27.339,147.666,0.0,27.339,50,0,3,5.401294853505981,6.68,4.1744293416927905,3.129303924796079,0.726037158202189
2021-06-18,1011010504,辣椒类,46.754,46.754,241.0446,0.0,46.754,151,0,8,5.155593104333319,9.24,5.717309534036997,3.0762976429824183,0.6759084141595153
2021-06-18,1011010801,食用菌,29.867,29.867,295.102,0.0,29.867,89,0,11,9.880537047577594,9.45,8.089778264565446,5.933150969297217,0.6653102371248014
2021-06-19,1011010101,花叶类,203.369,203.369,1137.2068,0.0,203.369,450,0,16,5.591839464225127,12.83,7.611422235047549,3.210731183218681,0.7416093547325384
2021-06-19,1011010201,花菜类,44.511,44.511,392.409,0.0,44.511,76,0,2,8.816000539192558,15.51,6.673250712250713,5.356773831187797,0.6457668023736072
2021-06-19,1011010402,水生根茎类,10.313,10.313,186.3838,0.0,10.313,33,0,3,18.072704353728305,13.65,7.547200967365366,12.720104722195288,0.4207983934435129
2021-06-19,1011010501,茄类,30.488,30.488,145.54,0.0,30.488,61,0,3,4.7736814484387295,6.68,4.17242934169279,2.786346431382839,0.7132404623748072
2021-06-19,1011010504,辣椒类,87.633,87.633,490.29699999999997,0.0,87.633,272,0,10,5.594890052833978,9.24,5.744420645148109,3.140658427761232,0.7814385682247544
