销售日期,分类编码,分类名称,批发价均值,覆盖单品数,售出量,批发价加权
2020-10-18,1011010402,水生根茎类,7.277341966144136,19,79.338,5.8
2020-10-18,1011010501,茄类,5.425135472771014,10,36.361,4.441137757487419
2020-10-18,1011010504,辣椒类,6.585087311814775,45,88.24700000000001,5.9168607431414095
2020-10-18,1011010801,食用菌,8.54436973106113,72,113.125,6.740028729281768
2020-10-19,1011010101,花叶类,8.117859138029669,100,152.709,3.7793691269014915
2020-10-19,1011010201,花菜类,6.87682214082214,5,57.412,5.261062495645509
2020-10-19,1011010402,水生根茎类,7.271552492459925,19,40.6,5.69
2020-10-19,1011010501,茄类,5.4491354727710135,10,20.03,4.468746380429356
2020-10-19,1011010504,辣椒类,6.6188650895925525,45,56.69,6.678198976891868
2020-10-19,1011010801,食用菌,8.542147508838907,72,58.338,5.277669957831945
2020-10-20,1011010101,花叶类,8.114159138029668,100,186.078,3.915299766764475
2020-10-20,1011010201,花菜类,6.9228221408221415,5,30.898999999999997,4.933993656752646
2020-10-20,1011010402,水生根茎类,7.272605124038873,19,49.434,5.709999999999999
2020-10-20,1011010501,茄类,5.453135472771015,10,13.777,4.5287050881904625
2020-10-20,1011010504,辣椒类,6.601531756259219,45,49.296,6.181938088283025
2020-10-20,1011010801,食用菌,8.588397508838908,72,45.419,6.349654329685815
2020-10-21,1011010101,花叶类,8.114759138029669,100,168.76500000000001,3.7104662696649187
2020-10-21,1011010201,花菜类,6.9568221408221405,5,40.555,5.3315731722352355
2020-10-21,1011010402,水生根茎类,7.277341966144136,19,21.201,5.8
2020-10-21,1011010501,茄类,5.4571354727710135,10,15.327,4.350324916813467
2020-10-21,1011010504,辣椒类,6.659087311814774,45,48.047,6.636441817387142
2020-10-21,1011010801,食用菌,8.588119731061129,72,56.114000000000004,5.250648857682574
2020-10-22,1011010101,花叶类,8.129759138029668,100,117.235,4.031967074679064
2020-10-22,1011010201,花菜类,7.06482214082214,5,26.166,5.394761904761905
2020-10-22,1011010402,水生根茎类,7.277341966144136,19,35.917,5.8
2020-10-22,1011010501,茄类,5.420135472771014,10,14.725,4.434647877758914
2020-10-22,1011010504,辣椒类,6.759309534036997,45,50.037,6.611254471690948
2020-10-22,1011010801,食用菌,8.599508619950019,72,94.688,6.455807071645826
2020-10-23,1011010101,花叶类,8.123859138029667,100,211.914,3.507939730267939
2020-10-23,1011010201,花菜类,7.07082214082214,5,23.854,5.523168022134652
2020-10-23,1011010402,水生根茎类,7.288394597723084,19,30.801000000000002,5.794606019285087
2020-10-23,1011010501,茄类,5.405135472771014,10,14.427,4.396867678658072
2020-10-23,1011010504,辣椒类,6.827087311814775,45,43.758,6.975188536953243
2020-10-23,1011010801,食用菌,8.567425286616686,72,115.306,5.5622180979307245
2020-10-24,1011010101,花叶类,8.114959138029668,100,282.107,3.6088209083787355
2020-10-24,1011010201,花菜类,7.048822140822141,5,31.113,5.314382091087327
2020-10-24,1011010402,水生根茎类,7.27786828193361,19,67.932,5.6
2020-10-24,1011010501,茄类,5.358135472771014,10,22.221,4.269430268664777
2020-10-24,1011010504,辣椒类,7.135309534036997,45,77.097,6.66452339260931
2020-10-24,1011010801,食用菌,8.558397508838906,72,115.39,4.702956842014039
2020-10-25,1011010101,花叶类,8.092359138029668,100,223.397,3.8767610129052765
2020-10-25,1011010201,花菜类,7.1648221408221415,5,43.114,5.556353388690449
2020-10-25,1011010402,水生根茎类,7.287341966144136,19,71.16,5.78
2020-10-25,1011010501,茄类,5.4041354727710145,10,30.136,4.480353729758428
2020-10-25,1011010504,辣椒类,7.147309534036998,45,72.537,6.837430552683457
2020-10-25,1011010801,食用菌,8.582841953283351,72,104.16,5.14729982718894
2020-10-26,1011010101,花叶类,8.129622176004352,100,157.832,3.5422676009934615
2020-10-26,1011010201,花菜类,7.224822140822141,5,22.371,6.153363282821511
2020-10-26,1011010402,水生根茎类,7.288394597723084,19,20.666,5.8
2020-10-26,1011010501,茄类,5.421135472771014,10,10.797,4.610559414652219
2020-10-26,1011010504,辣椒类,7.154865089592552,45,45.43900000000001,6.833053544312154
2020-10-26,1011010801,食用菌,8.584508619950018,72,62.363,5.147482160896685
2020-10-27,1011010101,花叶类,8.109922176004352,100,154.566,3.3337734689388356
2020-10-27,1011010201,花菜类,7.218822140822141,5,23.305,6.977631409568761
2020-10-27,1011010402,水生根茎类,7.288394597723084,19,21.273,5.8
2020-10-27,1011010501,茄类,5.420135472771014,10,13.444,4.635479024099969
2020-10-27,1011010504,辣椒类,7.183753978481442,45,45.479,6.905439213703027
2020-10-27,1011010801,食用菌,8.580619731061129,72,56.508,5.157718907057408
2020-10-28,1011010101,花叶类,8.100822176004352,100,167.542,3.477371286005897
2020-10-28,1011010201,花菜类,7.18482214082214,5,30.296999999999997,5.759630986566327
2020-10-28,1011010402,水生根茎类,7.288394597723084,19,32.418,5.8
2020-10-28,1011010501,茄类,5.432135472771014,10,12.238,4.742740643896061
2020-10-28,1011010504,辣椒类,7.199976200703664,45,49.395,6.835628707359045
2020-10-28,1011010801,食用菌,8.570619731061129,72,75.211,4.804122402308173
2020-10-29,1011010101,花叶类,8.093122176004352,100,120.551,3.5120431186800607
2020-10-29,1011010201,花菜类,7.18482214082214,5,24.902,5.8452541964500835
2020-10-29,1011010402,水生根茎类,7.288394597723084,19,15.828,5.8
2020-10-29,1011010501,茄类,5.4361354727710145,10,14.436,4.334407037960654
2020-10-29,1011010504,辣椒类,7.214198422925886,45,52.654,6.7676607665134645
2020-10-29,1011010801,食用菌,8.565619731061128,72,81.051,4.8633019950401595
2020-10-30,1011010101,花叶类,8.08186384267102,100,148.243,3.405974582273699
2020-10-30,1011010201,花菜类,7.166822140822141,5,28.939,5.884086872386745
2020-10-30,1011010402,水生根茎类,7.288394597723084,19,18.769000000000002,5.8
2020-10-30,1011010501,茄类,5.426135472771014,10,12.192,4.667921587926509
2020-10-30,1011010504,辣椒类,7.2166428673703304,45,46.452,7.135079006286059
2020-10-30,1011010801,食用菌,8.593536397727796,72,74.23,5.323903273609052
2020-10-31,1011010101,花叶类,8.038963842671018,100,248.102,3.4745701364761263
2020-10-31,1011010201,花菜类,7.118822140822141,5,82.701,5.87830848478253
2020-10-31,1011010402,水生根茎类,7.288394597723084,19,79.265,5.8
2020-10-31,1011010501,茄类,5.409135472771014,10,16.499000000000002,4.257853203224437
2020-10-31,1011010504,辣椒类,7.196198422925886,45,81.292,7.222636544801456
2020-10-31,1011010801,食用菌,8.587286397727796,72,135.284,5.817217704976199
2020-11-01,1011010101,花叶类,8.00196384267102,100,206.956,3.148828929820832
2020-11-01,1011010201,花菜类,7.072822140822142,5,69.062,6.011714401552228
2020-11-01,1011010402,水生根茎类,7.288394597723084,19,71.332,5.8
2020-11-01,1011010501,茄类,5.403135472771014,10,15.407,4.250519893554878
2020-11-01,1011010504,辣椒类,7.269531756259219,45,73.72200000000001,7.068969642711809
2020-11-01,1011010801,食用菌,8.532841953283352,72,127.967,5.325143591707238
2020-11-02,1011010101,花叶类,8.004563842671018,100,144.442,2.8987091704628845
2020-11-02,1011010201,花菜类,7.032822140822141,5,32.726,5.622899223858706
2020-11-02,1011010402,水生根茎类,7.288394597723084,19,15.053,5.8
2020-11-02,1011010501,茄类,5.418135472771015,10,11.378,4.376182105818246
2020-11-02,1011010504,辣椒类,7.359753978481442,45,54.351,6.814535335136429
2020-11-02,1011010801,食用菌,8.533675286616685,72,78.321,4.893309712593047
2020-11-03,1011010101,花叶类,7.9919638426710184,100,135.067,2.8498096500255428
2020-11-03,1011010201,花菜类,6.596822140822141,5,52.370000000000005,4.920743937368722
2020-11-03,1011010402,水生根茎类,7.280499860880978,19,15.727,5.65
2020-11-03,1011010501,茄类,5.369135472771014,10,10.846,4.330511709385949
2020-11-03,1011010504,辣椒类,7.331309534036997,45,66.83399999999999,6.554326839632524
2020-11-03,1011010801,食用菌,8.532425286616684,72,65.34100000000001,4.7312944399381704
2020-11-04,1011010101,花叶类,7.987263842671018,100,122.11399999999999,2.706260707208019
2020-11-04,1011010201,花菜类,6.494822140822142,5,67.527,4.6758917173871195
2020-11-04,1011010402,水生根茎类,7.288394597723084,19,18.183,5.8
2020-11-04,1011010501,茄类,5.357135472771014,10,10.702,4.3310371893104085
2020-11-04,1011010504,辣椒类,7.299309534036997,45,59.731,6.100962984045136
2020-11-04,1011010801,食用菌,8.609647508838908,72,195.33999999999997,2.646963294768097
2020-11-05,1011010101,花叶类,7.9511638426710185,100,146.327,2.7329719053899826
2020-11-05,1011010201,花菜类,6.44282214082214,5,57.354,4.41745213934512
2020-11-05,1011010402,水生根茎类,7.288394597723084,19,8.347,5.8
2020-11-05,1011010501,茄类,5.349135472771014,10,9.067,4.240231609132017
2020-11-05,1011010504,辣椒类,7.3046428673703305,45,45.282,6.900568879466455
2020-11-05,1011010801,食用菌,8.609647508838908,72,129.089,3.146294417030111
2020-11-06,1011010101,花叶类,7.9366638426710185,100,142.586,2.745862987951131
2020-11-06,1011010201,花菜类,6.466822140822141,5,95.136,3.275416035990582
2020-11-06,1011010402,水生根茎类,7.278394597723082,19,13.443,5.610000000000001
2020-11-06,1011010501,茄类,5.302135472771014,10,7.22,4.323576177285319
2020-11-06,1011010504,辣椒类,7.292420645148108,45,49.287,6.253913608050804
2020-11-06,1011010801,食用菌,8.615341953283352,72,80.588,4.209822430138482
2020-11-07,1011010101,花叶类,7.927463842671018,100,224.29999999999998,2.8890348640214003
2020-11-07,1011010201,花菜类,6.4568221408221405,5,121.453,3.8565439305739666
2020-11-07,1011010402,水生根茎类,7.287868281933609,19,71.413,5.79
2020-11-07,1011010501,茄类,5.237135472771014,10,10.878,4.1047095054237905
2020-11-07,1011010504,辣椒类,7.183753978481442,45,69.738,6.881506352347358
2020-11-07,1011010801,食用菌,8.608536397727796,72,122.896,5.6359796087749
2020-11-08,1011010101,花叶类,7.925763842671018,100,209.80800000000002,2.728441765804926
2020-11-08,1011010201,花菜类,6.454822140822141,5,125.591,3.9457977084345215
2020-11-08,1011010402,水生根茎类,7.288394597723084,19,58.207,5.8
2020-11-08,1011010501,茄类,5.252135472771014,10,16.906,4.180983082929138
2020-11-08,1011010504,辣椒类,7.162420645148108,45,78.907,6.368690990659892
2020-11-08,1011010801,食用菌,8.595341953283352,72,124.492,5.845601564759181
2020-11-09,1011010101,花叶类,7.888063842671019,100,144.911,2.727136725300357
2020-11-09,1011010201,花菜类,6.43682214082214,5,57.592,4.2387074593693574
2020-11-09,1011010402,水生根茎类,7.288394597723084,19,14.579,5.8
2020-11-09,1011010501,茄类,5.2601354727710135,10,10.062999999999999,4.057434164762
2020-11-09,1011010504,辣椒类,7.123309534036997,45,64.616,5.840977621641699
2020-11-09,1011010801,食用菌,8.582147508838908,72,63.22,4.403438627016767
2020-11-10,1011010101,花叶类,7.883563842671018,100,157.962,2.4061462883478306
2020-11-10,1011010201,花菜类,6.43682214082214,5,25.698,3.6085103899136124
2020-11-10,1011010402,水生根茎类,7.288394597723084,19,12.103,5.8
2020-11-10,1011010501,茄类,5.3111354727710145,10,9.574,4.296469605180698
2020-11-10,1011010504,辣椒类,7.111753978481441,45,54.663,5.78763514625981
2020-11-10,1011010801,食用菌,8.581453064394463,72,64.18,4.437422094110314
2020-11-11,1011010101,花叶类,7.954294145701322,100,150.867,2.4187235777207743
2020-11-11,1011010201,花菜类,6.406822140822141,5,63.25,4.505629723320158
2020-11-11,1011010402,水生根茎类,7.253435083553042,19,17.155,6.197362285048091
2020-11-11,1011010501,茄类,5.325135472771014,10,15.585,4.1298036573628485
2020-11-11,1011010504,辣椒类,7.065309534036998,45,65.834,6.089706382720175
2020-11-11,1011010801,食用菌,8.584786397727795,72,64.52199999999999,3.82900793527789
2020-11-12,1011010101,花叶类,7.960094145701322,100,151.144,2.394046141428042
2020-11-12,1011010201,花菜类,6.298822140822141,5,13.405999999999999,3.9097948679695658
2020-11-12,1011010402,水生根茎类,7.263435083553042,19,15.951,6.231972917058491
2020-11-12,1011010501,茄类,5.286135472771014,10,15.508000000000001,4.2155603559453185
2020-11-12,1011010504,辣椒类,7.066642867370329,45,58.851,6.096328354658374
2020-11-12,1011010801,食用菌,8.553443805135204,72,68.656,3.6597774411559074
2020-11-13,1011010101,花叶类,7.9388941457013225,100,141.977,2.0463082048500816
2020-11-13,1011010201,花菜类,6.362822140822141,5,60.306,4.038886346300534
2020-11-13,1011010402,水生根茎类,7.263435083553042,19,13.766,6.005105331977336
2020-11-13,1011010501,茄类,5.318135472771014,10,8.044,4.030443809050223
2020-11-13,1011010504,辣椒类,7.01553175625922,45,70.24600000000001,5.705063348802778
2020-11-13,1011010801,食用菌,8.555943805135204,72,67.676,3.934293102429222
2020-11-14,1011010101,花叶类,7.961194145701321,100,207.145,2.5431357261821432
2020-11-14,1011010201,花菜类,6.322822140822141,5,84.001,4.222356757657646
2020-11-14,1011010402,水生根茎类,7.231856136184621,19,58.127,5.2
2020-11-14,1011010501,茄类,5.269135472771014,10,18.146,3.4930541166097204
2020-11-14,1011010504,辣椒类,7.03864286737033,45,71.84,6.777415785077951
2020-11-14,1011010801,食用菌,8.55511047180187,72,92.793,4.567500458008686
2020-11-15,1011010101,花叶类,7.9495941457013215,100,227.231,2.4936588757695914
2020-11-15,1011010201,花菜类,6.30682214082214,5,77.798,4.001676521247333
2020-11-15,1011010402,水生根茎类,7.231856136184621,19,45.353,5.2
2020-11-15,1011010501,茄类,5.2261354727710145,10,18.317999999999998,3.6623212141063437
2020-11-15,1011010504,辣椒类,6.947087311814774,45,74.078,6.3750226787980235
2020-11-15,1011010801,食用菌,8.56413824957965,72,73.108,3.5883931991026974
2020-11-16,1011010101,花叶类,7.953294145701322,100,140.087,2.664299256890361
2020-11-16,1011010201,花菜类,6.268822140822141,5,48.64,3.768155427631579
2020-11-16,1011010402,水生根茎类,7.231856136184621,19,14.450000000000001,5.200000000000001
2020-11-16,1011010501,茄类,5.161135472771014,10,15.672,3.5790900969882595
2020-11-16,1011010504,辣椒类,6.889531756259219,45,45.345,6.2982908810232665
2020-11-16,1011010801,食用菌,8.561221582912982,72,54.363,3.668793112962861
2020-11-17,1011010101,花叶类,7.953494145701321,100,222.517,2.253984279852775
2020-11-17,1011010201,花菜类,6.2948221408221405,5,43.621,3.9114676417321936
2020-11-17,1011010402,水生根茎类,7.263435083553042,19,24.762,5.8
2020-11-17,1011010501,茄类,5.204135472771014,10,12.224,3.857385471204188
2020-11-17,1011010504,辣椒类,6.917531756259219,45,43.486000000000004,6.011187278664397
2020-11-17,1011010801,食用菌,8.557332694024092,72,131.979,2.13842952287864
2020-11-18,1011010101,花叶类,7.942994145701322,100,203.322,2.383456487738661
2020-11-18,1011010201,花菜类,6.2708221408221405,5,50.438,3.6596451088465045
2020-11-18,1011010402,水生根茎类,7.263435083553042,19,19.171,5.8
2020-11-18,1011010501,茄类,5.219135472771014,10,15.946,3.9364630628370754
2020-11-18,1011010504,辣椒类,6.925531756259219,45,45.407,6.760791507917282
2020-11-18,1011010801,食用菌,8.554693805135203,72,99.089,2.7571034120840863
2020-11-19,1011010101,花叶类,7.928794145701321,100,207.79999999999998,1.993645909528393
2020-11-19,1011010201,花菜类,6.19082214082214,5,77.165,3.305000064796216
2020-11-19,1011010402,水生根茎类,7.185540346710938,19,22.976999999999997,6.406066066066066
2020-11-19,1011010501,茄类,5.334135472771014,10,12.808,4.493759369144285
2020-11-19,1011010504,辣椒类,6.92953175625922,45,59.111000000000004,6.267492344910423
2020-11-19,1011010801,食用菌,8.54663824957965,72,90.297,3.5368485110247296
2020-11-20,1011010101,花叶类,7.920394145701322,100,244.555,1.8445740222035942
2020-11-20,1011010201,花菜类,6.2308221408221405,5,52.70099999999999,3.37972903739967
2020-11-20,1011010402,水生根茎类,7.107645609868832,19,22.48,5.707677935943061
2020-11-20,1011010501,茄类,5.334135472771014,10,9.804,4.4299337005303965
2020-11-20,1011010504,辣椒类,6.873976200703664,45,53.492,6.690497457563749
2020-11-20,1011010801,食用菌,8.528999360690758,72,70.888,2.883052279652409
2020-11-21,1011010101,花叶类,7.8354808123679875,100,460.646,1.866482678672994
2020-11-21,1011010201,花菜类,6.092822140822141,5,114.066,2.972142969859555
2020-11-21,1011010402,水生根茎类,7.109750873026727,19,95.789,5.699318710916702
2020-11-21,1011010501,茄类,5.349135472771014,10,25.451,4.4655286629209066
2020-11-21,1011010504,辣椒类,6.913753978481441,45,79.774,6.663911926191492
2020-11-21,1011010801,食用菌,8.518166027357426,72,169.382,3.083060714833925
2020-11-22,1011010101,花叶类,7.922180812367987,100,371.968,1.81457961437543
2020-11-22,1011010201,花菜类,5.800822140822141,5,119.596,2.42186561423459
2020-11-22,1011010402,水生根茎类,7.107645609868832,19,67.538,5.6
2020-11-22,1011010501,茄类,5.492135472771014,10,26.933,4.678340325994133
2020-11-22,1011010504,辣椒类,6.8975317562592195,45,99.221,6.010215377793008
2020-11-22,1011010801,食用菌,8.450388249579648,72,160.154,5.724307479051413
2020-11-23,1011010101,花叶类,7.925376688656648,100,294.311,1.9989346983293184
2020-11-23,1011010201,花菜类,5.768822140822141,5,74.623,2.2687712903528405
2020-11-23,1011010402,水生根茎类,7.107645609868832,19,34.987,5.6
2020-11-23,1011010501,茄类,5.560135472771014,10,15.902,4.902947427996478
2020-11-23,1011010504,辣椒类,6.886865089592552,45,59.056,5.569436805743701
2020-11-23,1011010801,食用菌,8.482054916246314,72,195.788,3.675312276544017
2020-11-24,1011010101,花叶类,7.936876688656648,100,220.189,2.282107598472222
2020-11-24,1011010201,花菜类,5.82082214082214,5,60.92700000000001,2.351849262231851
2020-11-24,1011010402,水生根茎类,7.128698241447779,19,44.692,6.0
2020-11-24,1011010501,茄类,5.557135472771014,10,13.897,4.579638770957761
2020-11-24,1011010504,辣椒类,6.884198422925886,45,52.157,5.873246927545679
2020-11-24,1011010801,食用菌,8.488027138468537,72,117.661,4.41249657915537
2020-11-25,1011010101,花叶类,7.981176688656648,100,237.713,1.9928361511570676
2020-11-25,1011010201,花菜类,6.0128221408221405,5,37.137,2.611474001669494
2020-11-25,1011010402,水生根茎类,7.128698241447779,19,38.697,6.0
2020-11-25,1011010501,茄类,5.525135472771014,10,13.199,4.116974770815971
2020-11-25,1011010504,辣椒类,6.889976200703663,45,39.054,6.436680237619705
2020-11-25,1011010801,食用菌,8.527030969886162,72,95.581,5.478645755955681
2020-11-26,1011010101,花叶类,7.996176688656647,100,282.923,1.5246881660381093
2020-11-26,1011010201,花菜类,6.080822140822141,5,34.766000000000005,3.0661427831789676
2020-11-26,1011010402,水生根茎类,7.132382451974094,19,24.099,6.07
2020-11-26,1011010501,茄类,5.557135472771014,10,12.868,4.346669257071806
2020-11-26,1011010504,辣椒类,6.861753978481441,45,48.086,6.054423740797738
2020-11-26,1011010801,食用菌,8.53230874766394,72,110.276,4.79824522108165
2020-11-27,1011010101,花叶类,7.995576688656648,100,225.596,1.7075261529459742
2020-11-27,1011010201,花菜类,6.096822140822141,5,28.934,2.95981129467063
2020-11-27,1011010402,水生根茎类,7.139224557237253,19,23.178,6.200000000000001
2020-11-27,1011010501,茄类,5.652135472771014,10,13.175,4.966133586337761
2020-11-27,1011010504,辣椒类,6.842420645148108,45,53.11600000000001,6.1405090744785
2020-11-27,1011010801,食用菌,8.475780969886161,72,112.979,5.079139486099186
2020-11-28,1011010101,花叶类,8.083076688656648,100,400.295,1.541055321700246
2020-11-28,1011010201,花菜类,6.2388221408221405,5,79.441,3.7219531476189878
2020-11-28,1011010402,水生根茎类,7.138171925658305,19,30.289,6.18
2020-11-28,1011010501,茄类,5.967135472771014,10,18.759,5.358189135881444
2020-11-28,1011010504,辣椒类,6.826420645148109,45,82.485,5.785574710553433
2020-11-28,1011010801,食用菌,8.490642080997272,72,187.133,4.491936483677384
2020-11-29,1011010101,花叶类,8.088776688656647,100,287.707,1.7722312978134005
2020-11-29,1011010201,花菜类,6.28082214082214,5,77.33500000000001,3.9380177151354485
2020-11-29,1011010402,水生根茎类,7.128698241447779,19,31.494,6.0
2020-11-29,1011010501,茄类,6.092135472771014,10,20.701999999999998,5.537284320355522
2020-11-29,1011010504,辣椒类,6.841976200703664,45,66.151,6.173103656785234
2020-11-29,1011010801,食用菌,8.49953096988616,72,168.218,5.319355122519588
2020-11-30,1011010101,花叶类,8.095276688656648,100,207.35299999999998,1.8221690064768779
2020-11-30,1011010201,花菜类,6.31282214082214,5,41.156000000000006,3.478056176499173
2020-11-30,1011010402,水生根茎类,7.128698241447779,19,18.480999999999998,6.0
2020-11-30,1011010501,茄类,5.5691354727710145,10,18.29,5.194068890103883
2020-11-30,1011010504,辣椒类,6.83064286737033,45,54.214,5.989742133028369
2020-11-30,1011010801,食用菌,8.49841985877505,72,100.48599999999999,4.187831538721812
2020-12-01,1011010101,花叶类,8.094476688656648,100,287.79699999999997,1.5498422846659279
2020-12-01,1011010201,花菜类,6.394822140822141,5,25.82,3.67020604182804
2020-12-01,1011010402,水生根茎类,7.128698241447779,19,25.029,6.0
2020-12-01,1011010501,茄类,5.512135472771014,10,9.271,5.746478265559271
2020-12-01,1011010504,辣椒类,6.829753978481441,45,47.882,5.693980619021763
2020-12-01,1011010801,食用菌,8.497725414330606,72,99.477,4.316243855363551
2020-12-02,1011010101,花叶类,8.097176688656647,100,213.66500000000002,1.7239349448903656
2020-12-02,1011010201,花菜类,6.37882214082214,5,24.46,3.664683565004088
2020-12-02,1011010402,水生根茎类,7.159657993769761,19,22.979,5.9478180077462035
2020-12-02,1011010501,茄类,5.510135472771014,10,9.603,5.409175257731959
2020-12-02,1011010504,辣椒类,6.849531756259219,45,48.74,6.133719532211734
2020-12-02,1011010801,食用菌,8.502308747663939,72,185.141,4.137032910052339
2020-12-03,1011010101,花叶类,8.135533240380786,100,274.09700000000004,1.4811400343673953
2020-12-03,1011010201,花菜类,6.540822140822141,5,27.342,4.1776344086021515
2020-12-03,1011010402,水生根茎类,7.161763256927655,19,35.348,5.58675738372751
2020-12-03,1011010501,茄类,5.467135472771014,10,12.913,5.91024936110896
2020-12-03,1011010504,辣椒类,6.9297539784814415,45,48.794999999999995,6.941690132185675
2020-12-03,1011010801,食用菌,8.553836525441717,72,97.39500000000001,5.752618717593305
2020-12-04,1011010101,花叶类,8.142633240380786,100,242.529,1.9097075401292216
2020-12-04,1011010201,花菜类,6.638822140822141,5,27.457,4.452829151036166
2020-12-04,1011010402,水生根茎类,7.152815888506603,19,87.25,4.820981088825215
2020-12-04,1011010501,茄类,5.526135472771014,10,11.517,5.44
2020-12-04,1011010504,辣椒类,6.934420645148108,45,42.929,6.618602576346992
2020-12-04,1011010801,食用菌,8.593003192108384,72,110.875,5.5921790304396835
2020-12-05,1011010101,花叶类,8.164233240380787,100,306.959,1.8153970074179286
2020-12-05,1011010201,花菜类,6.6808221408221415,5,72.116,4.816236618780852
2020-12-05,1011010402,水生根茎类,7.1454474674539705,19,43.518,5.719445746587619
2020-12-05,1011010501,茄类,5.570135472771014,10,18.692999999999998,5.634852618627294
2020-12-05,1011010504,辣椒类,7.11464286737033,45,50.32,7.7968463831478525
2020-12-05,1011010801,食用菌,8.494392080997272,72,155.115,6.020040808432452
2020-12-06,1011010101,花叶类,8.168233240380786,100,367.129,1.6515339294907239
2020-12-06,1011010201,花菜类,6.75682214082214,5,67.968,4.744425612052731
2020-12-06,1011010402,水生根茎类,7.145973783243446,19,93.761,5.526292168385577
2020-12-06,1011010501,茄类,5.626135472771014,10,18.881,5.411336263969069
2020-12-06,1011010504,辣椒类,7.171531756259219,45,61.77,7.741678160919541
2020-12-06,1011010801,食用菌,8.489253192108384,72,234.205,5.188007130505326
2020-12-07,1011010101,花叶类,8.190833240380785,100,197.718,1.8633670682487178
2020-12-07,1011010201,花菜类,6.860822140822141,5,29.017,4.7070944618671815
2020-12-07,1011010402,水生根茎类,7.145973783243446,19,60.127,5.64571057927387
2020-12-07,1011010501,茄类,5.660135472771015,10,10.537,5.649546360444149
2020-12-07,1011010504,辣椒类,7.321976200703663,45,39.565999999999995,8.143930647525654
2020-12-07,1011010801,食用菌,8.444808747663938,72,91.333,5.728512585812356
2020-12-08,1011010101,花叶类,8.203733240380785,100,183.98,1.8495088053049245
2020-12-08,1011010201,花菜类,6.894822140822141,5,29.686,5.038023310651486
2020-12-08,1011010402,水生根茎类,7.291236941138182,19,78.345,5.538570553321846
2020-12-08,1011010501,茄类,5.696135472771014,10,10.904,5.810615370506237
2020-12-08,1011010504,辣椒类,7.363753978481441,45,38.132,8.43492657085912
2020-12-08,1011010801,食用菌,8.466492185819074,72,89.028,6.068057128094532
2020-12-09,1011010101,花叶类,8.212133240380785,100,180.673,1.9905484494085999
2020-12-09,1011010201,花菜类,6.926822140822141,5,20.825,5.060308763505403
2020-12-09,1011010402,水生根茎类,7.290710625348709,19,39.897,6.129972178359276
2020-12-09,1011010501,茄类,5.721135472771015,10,9.89,5.741771486349848
2020-12-09,1011010504,辣椒类,7.392420645148108,45,36.059,8.659488338556255
2020-12-09,1011010801,食用菌,8.452603296930185,72,80.164,7.005117883339154
2020-12-10,1011010101,花叶类,8.117933240380786,100,188.539,1.965005701738102
2020-12-10,1011010201,花菜类,6.94082214082214,5,20.405,4.8984611614800295
2020-12-10,1011010402,水生根茎类,7.29228957271713,19,48.448,5.990825421070013
2020-12-10,1011010501,茄类,5.7261354727710145,10,11.411,5.639112260099903
2020-12-10,1011010504,辣椒类,7.574420645148108,45,45.747,9.1949922399283
2020-12-10,1011010801,食用菌,8.442146566160956,72,89.363,6.387719302172039
2020-12-11,1011010101,花叶类,8.091933240380786,100,212.51,1.7065432685520683
2020-12-11,1011010201,花菜类,6.9308221408221415,5,30.644,5.166516446939042
2020-12-11,1011010402,水生根茎类,7.289131677980287,19,55.726,6.073733804687219
2020-12-11,1011010501,茄类,5.730135472771014,10,14.918,5.72325713902668
2020-12-11,1011010504,辣椒类,7.616865089592553,45,44.514,8.92761288583367
2020-12-11,1011010801,食用菌,8.465618788383177,72,94.15299999999999,5.582143744755876
2020-12-12,1011010101,花叶类,8.118333240380785,100,269.619,1.8599484828591455
2020-12-12,1011010201,花菜类,6.896822140822141,5,65.792,5.154288667315176
2020-12-12,1011010402,水生根茎类,7.27807904640134,19,71.47,5.967712326850427
2020-12-12,1011010501,茄类,5.713135472771014,10,11.965,5.694380275804429
2020-12-12,1011010504,辣椒类,7.753531756259219,45,55.182,10.199065818564025
2020-12-12,1011010801,食用菌,8.477530246716512,72,174.431,6.139716621472101
2020-12-13,1011010101,花叶类,8.141533240380786,100,375.781,1.7105302822654687
2020-12-13,1011010201,花菜类,6.802822140822141,5,78.67,4.823505783653235
2020-12-13,1011010402,水生根茎类,7.276500099032918,19,73.578,6.111679306314387
2020-12-13,1011010501,茄类,5.698135472771014,10,20.845000000000002,5.5459126888942185
2020-12-13,1011010504,辣椒类,7.8735317562592195,45,76.78399999999999,9.351926703479894
2020-12-13,1011010801,食用菌,8.459335802272067,72,197.615,5.8301521139589605
2020-12-14,1011010101,花叶类,8.145633240380786,100,197.654,1.9819392473716697
2020-12-14,1011010201,花菜类,6.784822140822141,5,33.376000000000005,4.573448585810162
2020-12-14,1011010402,水生根茎类,7.277026414822392,19,65.517,5.855702184165943
2020-12-14,1011010501,茄类,5.6941354727710145,10,12.715,5.197623279591034
2020-12-14,1011010504,辣椒类,7.870198422925886,45,48.394,10.012913377691449
2020-12-14,1011010801,食用菌,8.4814191356054,72,83.089,7.012196921373466
2020-12-15,1011010101,花叶类,8.169733240380786,100,203.80800000000002,2.072285582509028
2020-12-15,1011010201,花菜类,6.758822140822142,5,33.43,4.457719413700269
2020-12-15,1011010402,水生根茎类,7.348079046401341,19,51.769000000000005,5.810928741138519
2020-12-15,1011010501,茄类,5.600135472771013,10,10.295,5.499676542010684
