分类编码,分类名称,ln价格,ln销量
1011010201,花菜类,2.2254,3.2823
1011010201,花菜类,2.3012,3.3655
1011010201,花菜类,2.3026,3.6992
1011010201,花菜类,2.3026,3.9201
1011010201,花菜类,2.3026,4.0361
1011010201,花菜类,2.3005,2.4189
1011010201,花菜类,2.3026,0.0526
1011010201,花菜类,2.3026,2.5549
1011010201,花菜类,2.3026,1.2539
1011010201,花菜类,2.3026,2.8051
1011010201,花菜类,2.3026,2.0922
1011010201,花菜类,2.3026,1.7992
1011010201,花菜类,2.3026,2.2511
1011010201,花菜类,2.2999,2.1570
1011010201,花菜类,2.3026,2.1867
1011010201,花菜类,2.3002,3.8560
1011010201,花菜类,2.3004,3.5525
1011010201,花菜类,2.3026,0.4357
1011010201,花菜类,2.3026,1.5061
1011010201,花菜类,2.3026,2.2200
1011010201,花菜类,2.3026,0.7971
1011010201,花菜类,2.3026,1.6960
1011010201,花菜类,2.3001,2.9739
1011010201,花菜类,2.3001,3.5696
1011010201,花菜类,2.3003,4.0286
1011010201,花菜类,2.3001,3.8772
1011010201,花菜类,2.3004,3.7584
1011010201,花菜类,2.3026,2.0798
1011010201,花菜类,2.4849,3.3275
1011010201,花菜类,2.4849,3.2176
1011010201,花菜类,2.4849,3.4928
1011010201,花菜类,2.4826,3.9344
1011010201,花菜类,2.3213,3.5482
1011010201,花菜类,2.3235,3.1429
1011010201,花菜类,2.3381,2.7202
1011010201,花菜类,2.3069,2.6571
1011010201,花菜类,2.3357,3.2048
1011010201,花菜类,2.0828,2.8937
1011010201,花菜类,2.0794,3.4677
1011010201,花菜类,2.4849,2.4297
1011010201,花菜类,2.4849,2.3774
1011010201,花菜类,2.4849,2.5418
1011010201,花菜类,2.4849,2.2282
1011010201,花菜类,2.4849,2.5774
1011010201,花菜类,2.4178,3.5646
1011010201,花菜类,2.3026,3.9444
1011010201,花菜类,2.2963,4.2670
1011010201,花菜类,2.3026,4.0307
1011010201,花菜类,2.3026,3.6763
1011010201,花菜类,2.3026,3.3286
1011010201,花菜类,2.0794,2.1319
1011010201,花菜类,2.0794,3.9354
1011010201,花菜类,2.0794,0.8325
1011010201,花菜类,2.0794,1.5817
1011010201,花菜类,2.2944,2.5392
1011010201,花菜类,2.3026,3.1500
1011010201,花菜类,2.3026,3.5413
1011010201,花菜类,2.2719,4.0602
1011010201,花菜类,2.2763,3.7159
1011010201,花菜类,2.2714,3.7451
1011010201,花菜类,2.3026,3.7363
1011010201,花菜类,2.3026,3.9661
1011010201,花菜类,2.3026,3.7555
1011010201,花菜类,2.4849,3.1475
1011010201,花菜类,2.6391,2.9868
1011010201,花菜类,2.6391,3.1011
1011010201,花菜类,2.6329,3.7710
1011010201,花菜类,2.3026,1.4832
1011010201,花菜类,2.5974,2.9387
1011010201,花菜类,2.5900,2.8051
1011010201,花菜类,2.5916,2.6981
1011010201,花菜类,2.5819,3.1777
1011010201,花菜类,2.6035,3.5913
1011010201,花菜类,2.6098,3.2882
1011010201,花菜类,2.6391,3.0256
1011010201,花菜类,2.6391,2.8307
1011010201,花菜类,2.6391,3.2250
1011010201,花菜类,2.8904,2.4805
1011010201,花菜类,2.8904,2.7980
1011010201,花菜类,2.9857,2.8951
1011010201,花菜类,2.9857,2.2092
1011010201,花菜类,2.9857,2.1689
1011010201,花菜类,2.9857,2.4883
1011010201,花菜类,2.9857,2.7282
1011010201,花菜类,2.9857,1.8639
1011010201,花菜类,2.8904,2.6082
1011010201,花菜类,2.6391,2.8495
1011010201,花菜类,2.6391,3.3472
1011010201,花菜类,2.4849,3.2673
1011010201,花菜类,2.4849,3.2521
1011010201,花菜类,2.4849,3.3275
1011010201,花菜类,2.4849,3.1730
1011010201,花菜类,2.4826,3.6238
1011010201,花菜类,2.3178,3.3810
1011010201,花菜类,2.3321,3.5734
1011010201,花菜类,2.3436,3.3427
1011010201,花菜类,2.3311,3.3497
1011010201,花菜类,2.3172,3.3198
1011010201,花菜类,2.6391,2.5769
1011010201,花菜类,2.6391,2.9410
1011010201,花菜类,2.6391,2.9982
1011010201,花菜类,2.6391,3.4204
1011010201,花菜类,2.6391,2.5398
1011010201,花菜类,2.6391,2.5277
1011010201,花菜类,2.6391,2.7594
1011010201,花菜类,2.6391,1.7948
1011010201,花菜类,2.6391,2.1711
1011010201,花菜类,2.7726,2.6676
1011010201,花菜类,2.7726,2.9826
1011010201,花菜类,2.6391,2.2779
1011010201,花菜类,2.6391,2.2508
1011010201,花菜类,2.6391,2.5304
1011010201,花菜类,2.6391,2.3241
1011010201,花菜类,2.4849,2.8628
1011010201,花菜类,2.4849,3.1405
1011010201,花菜类,2.4849,3.0827
1011010201,花菜类,2.4849,2.2172
1011010201,花菜类,2.3026,3.2479
1011010201,花菜类,2.3026,2.9612
1011010201,花菜类,2.3026,2.9049
1011010201,花菜类,2.4849,3.0320
1011010201,花菜类,2.6391,3.1296
1011010201,花菜类,2.6391,3.2502
1011010201,花菜类,2.4849,2.6689
1011010201,花菜类,2.4849,2.8117
1011010201,花菜类,2.6391,2.7120
1011010201,花菜类,2.6391,2.4994
1011010201,花菜类,2.6391,2.6554
1011010201,花菜类,2.6391,3.4161
1011010201,花菜类,2.6391,2.7509
1011010201,花菜类,2.6332,3.3295
1011010201,花菜类,2.6391,2.5757
1011010201,花菜类,2.4849,2.9003
1011010201,花菜类,2.0794,3.2491
1011010201,花菜类,2.0794,3.5351
1011010201,花菜类,2.0794,3.7434
1011010201,花菜类,2.0794,3.9344
1011010201,花菜类,2.0794,3.2831
1011010201,花菜类,2.0794,2.9015
1011010201,花菜类,2.0794,2.6712
1011010201,花菜类,2.0761,3.1811
1011010201,花菜类,2.1972,3.4057
1011010201,花菜类,2.1972,3.5014
1011010201,花菜类,2.1972,3.3498
1011010201,花菜类,2.1972,2.7222
1011010201,花菜类,2.1972,3.1841
1011010201,花菜类,2.0794,3.2088
1011010201,花菜类,2.0794,2.8708
1011010201,花菜类,2.0727,4.2455
1011010201,花菜类,2.0794,3.6447
1011010201,花菜类,2.0794,3.2811
1011010201,花菜类,1.7918,3.6383
1011010201,花菜类,1.7918,3.8124
1011010201,花菜类,1.7918,3.6810
1011010201,花菜类,1.7918,3.5807
1011010201,花菜类,2.0794,3.4605
1011010201,花菜类,2.0794,3.7678
1011010201,花菜类,1.7872,4.7385
1011010201,花菜类,1.7918,3.5603
1011010201,花菜类,1.7918,3.9976
1011010201,花菜类,1.7918,3.5555
1011010201,花菜类,1.7918,3.0826
1011010201,花菜类,1.9459,3.1529
1011010201,花菜类,1.9459,3.6254
1011010201,花菜类,1.7918,4.0606
1011010201,花菜类,1.9459,2.4643
1011010201,花菜类,1.9459,2.2204
1011010201,花菜类,1.9459,2.7864
1011010201,花菜类,1.9459,3.4756
1011010201,花菜类,1.9459,3.4667
1011010201,花菜类,2.0794,4.1673
1011010201,花菜类,2.0737,4.3074
1011010201,花菜类,2.1972,3.0977
1011010201,花菜类,2.3026,3.8893
1011010201,花菜类,2.3026,3.4725
1011010201,花菜类,2.3026,4.0609
1011010201,花菜类,2.3026,4.4456
1011010201,花菜类,2.3026,4.5098
1011010201,花菜类,2.2953,4.6262
1011010201,花菜类,2.3026,2.6368
1011010201,花菜类,2.3026,3.6566
1011010201,花菜类,2.3026,3.2669
1011010201,花菜类,2.3026,3.8720
1011010201,花菜类,2.1972,3.8213
1011010201,花菜类,2.1972,3.9662
1011010201,花菜类,2.1972,3.7645
1011010201,花菜类,2.1906,3.7981
1011010201,花菜类,2.1972,3.2290
1011010201,花菜类,2.0794,3.1380
1011010201,花菜类,2.0794,3.2182
1011010201,花菜类,2.0794,3.5690
1011010201,花菜类,2.0794,3.6345
1011010201,花菜类,2.0794,3.5767
1011010201,花菜类,2.0794,3.4193
1011010201,花菜类,2.0794,3.0853
1011010201,花菜类,2.0794,3.0275
1011010201,花菜类,2.0794,3.1946
1011010201,花菜类,2.0794,3.9053
1011010201,花菜类,2.0761,3.5942
1011010201,花菜类,2.0794,3.3338
1011010201,花菜类,2.0794,3.0667
1011010201,花菜类,2.0794,3.3602
1011010201,花菜类,2.0794,3.5445
1011010201,花菜类,2.0794,3.2452
1011010201,花菜类,2.3026,3.3757
1011010201,花菜类,2.3026,3.5285
1011010201,花菜类,2.3026,3.1172
1011010201,花菜类,2.3026,3.1331
1011010201,花菜类,2.3026,2.9394
1011010201,花菜类,2.3026,3.0856
1011010201,花菜类,2.3026,3.0017
1011010201,花菜类,2.3026,3.3765
1011010201,花菜类,2.2958,3.4463
1011010201,花菜类,2.3026,-0.4589
1011010201,花菜类,2.1138,2.7048
1011010201,花菜类,2.0963,2.7136
1011010201,花菜类,2.1112,2.8315
1011010201,花菜类,2.1188,2.9560
1011010201,花菜类,2.1031,3.3152
1011010201,花菜类,2.1056,3.4142
1011010201,花菜类,2.3026,2.2112
1011010201,花菜类,2.3026,2.0439
1011010201,花菜类,2.3026,2.4746
1011010201,花菜类,2.3026,2.5505
1011010201,花菜类,2.4849,2.6723
1011010201,花菜类,2.4849,3.1904
1011010201,花菜类,2.4849,2.8183
1011010201,花菜类,2.4849,2.6110
1011010201,花菜类,2.4849,2.7874
1011010201,花菜类,2.4849,2.0314
1011010201,花菜类,2.4849,2.0426
1011010201,花菜类,2.4754,2.6761
1011010201,花菜类,2.3026,2.8158
1011010201,花菜类,2.3026,2.4579
1011010201,花菜类,2.3026,0.7367
1011010201,花菜类,2.1047,3.4111
1011010201,花菜类,2.0971,3.2227
1011010201,花菜类,2.1282,3.2923
1011010201,花菜类,2.1174,3.2643
1011010201,花菜类,2.1112,2.7996
1011010201,花菜类,2.4849,3.1012
1011010201,花菜类,2.4849,3.0563
1011010201,花菜类,2.4781,2.8620
1011010201,花菜类,2.4849,2.3508
1011010201,花菜类,2.4849,2.3636
1011010201,花菜类,2.6391,2.7467
1011010201,花菜类,2.6391,2.0486
1011010201,花菜类,2.4849,1.8536
1011010201,花菜类,2.6391,1.8524
1011010201,花菜类,2.6391,2.2821
1011010201,花菜类,2.6391,1.7996
1011010201,花菜类,2.6391,2.3730
1011010201,花菜类,2.6391,2.5389
1011010201,花菜类,2.6391,3.0084
1011010201,花菜类,2.6391,2.4921
1011010201,花菜类,2.6391,2.0629
1011010201,花菜类,2.6391,2.4348
1011010201,花菜类,2.6391,2.1457
1011010201,花菜类,2.6391,2.9299
1011010201,花菜类,2.6313,2.9780
1011010201,花菜类,2.6391,2.7475
1011010201,花菜类,2.4849,2.8233
1011010201,花菜类,2.4758,2.2995
1011010201,花菜类,2.4849,2.2124
1011010201,花菜类,2.4849,2.4161
1011010201,花菜类,2.4849,3.0671
1011010201,花菜类,2.3026,3.3435
1011010201,花菜类,2.3026,3.1482
1011010201,花菜类,2.1035,2.6199
1011010201,花菜类,2.0794,3.3179
1011010201,花菜类,2.0983,3.2651
1011010201,花菜类,2.0889,2.9333
1011010201,花菜类,2.1043,3.0198
1011010201,花菜类,1.7918,3.1517
1011010201,花菜类,1.7918,3.7520
1011010201,花菜类,2.0794,3.3703
1011010201,花菜类,2.0794,3.1196
1011010201,花菜类,2.0794,2.9581
1011010201,花菜类,2.0794,3.2023
1011010201,花菜类,2.0794,3.0907
1011010201,花菜类,2.0794,3.8820
1011010201,花菜类,2.0794,3.7792
1011010201,花菜类,2.0794,3.1626
1011010201,花菜类,2.0794,2.7189
1011010201,花菜类,2.0794,3.0077
1011010201,花菜类,2.0794,2.8681
1011010201,花菜类,2.2192,2.6325
1011010201,花菜类,2.2192,3.2769
1011010201,花菜类,2.2192,3.1717
1011010201,花菜类,2.2192,2.7318
1011010201,花菜类,2.0794,3.3193
1011010201,花菜类,2.0794,2.9736
1011010201,花菜类,2.0794,3.2193
1011010201,花菜类,2.0794,2.9214
1011010201,花菜类,2.0794,3.5586
1011010201,花菜类,2.0794,3.7472
1011010201,花菜类,2.0794,3.1920
1011010201,花菜类,2.0794,2.7634
1011010201,花菜类,2.0794,3.1016
1011010201,花菜类,2.0794,3.0255
1011010201,花菜类,2.2192,3.3840
1011010201,花菜类,2.2192,2.6317
1011010201,花菜类,2.3026,3.0897
1011010201,花菜类,2.2192,3.1488
1011010201,花菜类,2.2192,3.0402
1011010201,花菜类,2.2192,2.8359
1011010201,花菜类,2.2192,3.0695
1011010201,花菜类,2.3026,2.5694
1011010201,花菜类,2.3026,3.5465
1011010201,花菜类,2.3026,3.3911
1011010201,花菜类,2.3026,3.1629
1011010201,花菜类,2.3026,3.1607
1011010201,花菜类,2.3026,2.9408
1011010201,花菜类,2.3026,2.8948
1011010201,花菜类,2.3026,3.3069
1011010201,花菜类,2.3026,3.3956
1011010201,花菜类,2.2192,3.4644
1011010201,花菜类,2.2192,3.2589
1011010201,花菜类,1.9741,3.0917
1011010201,花菜类,1.9741,3.1548
1011010201,花菜类,1.9741,2.6799
1011010201,花菜类,2.2192,2.8702
1011010201,花菜类,2.0794,3.1102
1011010201,花菜类,1.9741,3.5924
1011010201,花菜类,1.9741,3.0806
1011010201,花菜类,2.0794,3.1488
1011010201,花菜类,1.9718,3.6994
1011010201,花菜类,1.9985,3.8613
1011010201,花菜类,2.1145,3.3637
1011010201,花菜类,2.1314,4.0227
1011010201,花菜类,2.2212,3.8875
1011010201,花菜类,2.3026,3.3306
1011010201,花菜类,2.2212,3.7528
1011010201,花菜类,2.2042,3.4400
1011010201,花菜类,2.0794,3.9311
1011010201,花菜类,2.0717,3.8786
1011010201,花菜类,2.0794,3.7963
1011010201,花菜类,2.0760,4.2115
1011010201,花菜类,2.0794,3.1890
1011010201,花菜类,2.0346,4.1679
1011010201,花菜类,2.0507,3.8381
1011010201,花菜类,2.3026,3.5273
1011010201,花菜类,2.3026,3.4072
1011010201,花菜类,2.3026,4.0896
1011010201,花菜类,2.2212,3.9835
1011010201,花菜类,2.3026,3.7656
1011010201,花菜类,2.2212,3.5074
1011010201,花菜类,2.2192,3.7791
1011010201,花菜类,2.2192,3.6414
1011010201,花菜类,2.2192,3.5162
1011010201,花菜类,2.2192,3.8171
1011010201,花菜类,2.2192,3.8278
1011010201,花菜类,2.1608,4.3766
1011010201,花菜类,2.1669,4.3104
1011010201,花菜类,2.2526,4.2122
1011010201,花菜类,2.2526,4.1069
1011010201,花菜类,2.2126,4.1624
1011010201,花菜类,2.2164,4.1251
1011010201,花菜类,2.2519,3.8960
1011010201,花菜类,2.1708,4.4102
1011010201,花菜类,2.1666,4.3882
1011010201,花菜类,2.0621,4.2259
1011010201,花菜类,2.0630,4.1768
1011010201,花菜类,1.9744,4.2877
1011010201,花菜类,1.9611,4.5652
1011010201,花菜类,1.9429,4.4657
1011010201,花菜类,1.9936,4.3398
1011010201,花菜类,2.0094,4.3215
1011010201,花菜类,2.0233,4.2691
1011010201,花菜类,2.0164,4.2909
1011010201,花菜类,2.0417,4.3163
1011010201,花菜类,1.9675,4.6308
1011010201,花菜类,2.0160,4.7950
1011010201,花菜类,2.0011,4.4473
1011010201,花菜类,2.0417,4.3972
1011010201,花菜类,2.0156,4.4736
1011010201,花菜类,2.0376,4.8018
1011010201,花菜类,2.1178,5.2266
1011010201,花菜类,2.1178,4.8132
1011010201,花菜类,2.1178,4.4091
1011010201,花菜类,2.2021,3.8112
1011010201,花菜类,2.2021,3.7621
1011010201,花菜类,2.1863,3.8493
1011010201,花菜类,2.2021,4.1554
1011010201,花菜类,2.1850,3.8730
1011010201,花菜类,2.2546,4.0604
1011010201,花菜类,2.2546,4.4830
1011010201,花菜类,2.1964,3.8229
1011010201,花菜类,2.4849,4.2008
1011010201,花菜类,2.5480,3.5628
1011010201,花菜类,2.5480,3.8608
1011010201,花菜类,2.5480,3.7475
1011010201,花菜类,2.5185,3.9820
1011010201,花菜类,2.5196,4.1359
1011010201,花菜类,2.5275,3.9733
1011010201,花菜类,2.4852,3.6671
1011010201,花菜类,2.5716,3.6891
1011010201,花菜类,2.6374,3.7672
1011010201,花菜类,2.6391,4.2220
1011010201,花菜类,2.6391,4.2807
1011010201,花菜类,2.6113,4.1468
1011010201,花菜类,2.6164,4.2709
1011010201,花菜类,2.5138,3.8528
1011010201,花菜类,2.4897,3.7339
1011010201,花菜类,2.4570,3.3117
1011010201,花菜类,2.4227,3.7205
1011010201,花菜类,2.4179,4.2430
1011010201,花菜类,2.4518,4.0555
1011010201,花菜类,2.4379,3.6588
1011010201,花菜类,2.3857,3.7447
1011010201,花菜类,2.3893,3.4679
1011010201,花菜类,2.3796,3.9198
1011010201,花菜类,2.3549,4.1858
1011010201,花菜类,2.3705,4.3273
1011010201,花菜类,2.3471,4.0132
1011010201,花菜类,2.3314,3.4262
1011010201,花菜类,2.3103,3.3806
1011010201,花菜类,2.3544,3.4851
1011010201,花菜类,2.3171,3.4619
1011010201,花菜类,2.3276,3.9765
1011010201,花菜类,2.3474,4.3412
1011010201,花菜类,2.3573,4.1250
1011010201,花菜类,2.3351,4.0803
1011010201,花菜类,2.3581,3.9094
1011010201,花菜类,2.2092,3.7079
1011010201,花菜类,2.3893,4.2709
1011010201,花菜类,2.2608,4.4800
1011010201,花菜类,2.2398,3.6327
1011010201,花菜类,2.2035,3.9714
1011010201,花菜类,2.2364,3.8511
1011010201,花菜类,2.3426,3.3898
1011010201,花菜类,2.3504,3.3779
1011010201,花菜类,2.3606,3.4212
1011010201,花菜类,2.3241,2.4506
1011010201,花菜类,2.3600,4.1103
1011010201,花菜类,2.3282,4.1390
1011010201,花菜类,2.3404,3.5628
1011010201,花菜类,2.3482,4.0282
1011010201,花菜类,2.2374,3.4984
1011010201,花菜类,2.3893,3.4132
1011010201,花菜类,2.3893,4.5561
1011010201,花菜类,2.3893,4.0342
1011010201,花菜类,2.3873,3.6621
1011010201,花菜类,2.3313,3.4134
1011010201,花菜类,2.3717,3.5975
1011010201,花菜类,2.3524,3.6416
1011010201,花菜类,2.1951,3.4551
1011010201,花菜类,2.1319,3.7100
1011010201,花菜类,2.1779,4.1735
1011010201,花菜类,2.1211,4.3411
1011010201,花菜类,2.0633,3.8665
1011010201,花菜类,2.0474,3.6789
1011010201,花菜类,1.9658,4.1558
1011010201,花菜类,1.9541,4.2978
1011010201,花菜类,1.9095,4.3293
1011010201,花菜类,1.9095,3.8549
1011010201,花菜类,1.9095,3.7164
1011010201,花菜类,1.8749,3.5616
1011010201,花菜类,1.8613,3.6828
1011010201,花菜类,1.9030,3.8076
1011010201,花菜类,1.8820,4.0334
1011010201,花菜类,1.9066,3.9247
1011010201,花菜类,1.9014,3.6455
1011010201,花菜类,1.8010,3.6621
1011010201,花菜类,1.7918,2.9293
1011010201,花菜类,1.8149,3.6572
1011010201,花菜类,1.8149,4.2257
1011010201,花菜类,1.8149,4.8170
1011010201,花菜类,1.8149,4.5847
1011010201,花菜类,1.8088,4.8844
1011010201,花菜类,1.8149,3.6102
1011010201,花菜类,1.8149,3.4607
1011010201,花菜类,1.8149,3.4382
1011010201,花菜类,1.8149,3.8381
1011010201,花菜类,1.8149,3.8588
1011010201,花菜类,1.5686,1.1606
1011010201,花菜类,1.8149,2.3710
1011010201,花菜类,1.8149,2.0313
1011010201,花菜类,1.8149,3.2077
1011010201,花菜类,1.5686,3.4106
1011010201,花菜类,1.7414,3.6520
1011010201,花菜类,1.6492,3.2440
1011010201,花菜类,1.7669,3.8364
1011010201,花菜类,1.7473,3.7216
1011010201,花菜类,1.7104,4.0083
1011010201,花菜类,1.7057,4.1357
1011010201,花菜类,1.6733,3.3259
1011010201,花菜类,1.6842,3.6343
1011010201,花菜类,1.8149,3.7063
1011010201,花菜类,1.8149,3.8042
1011010201,花菜类,1.8149,3.3369
1011010201,花菜类,1.8149,3.7829
1011010201,花菜类,1.8149,4.2336
1011010201,花菜类,1.8149,3.8598
1011010201,花菜类,1.9095,3.8177
1011010201,花菜类,1.9012,4.3354
1011010201,花菜类,1.9095,3.5166
1011010201,花菜类,1.9095,3.3839
1011010201,花菜类,2.0123,3.8561
1011010201,花菜类,2.0115,3.9501
1011010201,花菜类,2.0103,3.3271
1011010201,花菜类,2.0096,3.6786
1011010201,花菜类,2.0035,3.5850
1011010201,花菜类,2.0234,3.2540
1011010201,花菜类,2.0309,3.3935
1011010201,花菜类,2.0829,3.6781
1011010201,花菜类,2.0949,3.6733
1011010201,花菜类,2.0894,3.5883
1011010201,花菜类,2.3857,3.4228
1011010201,花菜类,2.3775,3.3266
1011010201,花菜类,2.3778,3.2468
1011010201,花菜类,2.3893,3.2976
1011010201,花菜类,2.3656,3.2030
1011010201,花菜类,2.3767,3.5390
1011010201,花菜类,2.3787,3.4449
1011010201,花菜类,2.3803,2.7273
1011010201,花菜类,2.3802,3.4404
1011010201,花菜类,2.3819,3.3289
1011010201,花菜类,2.3821,3.3914
1011010201,花菜类,2.3780,4.0098
1011010201,花菜类,2.3845,4.1204
1011010201,花菜类,2.3077,3.8398
1011010201,花菜类,2.3226,3.6856
1011010201,花菜类,2.3729,4.0673
1011010201,花菜类,2.3886,4.6454
1011010201,花菜类,2.3886,4.9376
1011010201,花菜类,2.3893,3.5303
1011010201,花菜类,2.3893,4.1899
1011010201,花菜类,2.3893,4.4934
1011010201,花菜类,2.3886,4.7392
1011010201,花菜类,2.3886,4.0968
1011010201,花菜类,2.3871,4.2382
1011010201,花菜类,2.4804,3.7757
1011010201,花菜类,2.3893,3.6951
1011010201,花菜类,2.2614,3.7539
1011010201,花菜类,2.2585,3.6244
1011010201,花菜类,2.2525,3.5058
1011010201,花菜类,2.2670,3.7316
1011010201,花菜类,2.2661,3.9757
1011010201,花菜类,2.3162,3.6871
1011010201,花菜类,2.2824,3.6786
1011010201,花菜类,2.3162,3.5452
1011010201,花菜类,2.4042,3.5213
1011010201,花菜类,2.4059,3.5814
1011010201,花菜类,2.3790,3.4286
1011010201,花菜类,2.4082,3.4656
1011010201,花菜类,2.3026,3.9781
1011010201,花菜类,2.2904,3.8879
1011010201,花菜类,2.2526,3.5146
1011010201,花菜类,2.2348,3.6259
1011010201,花菜类,2.2135,3.4454
1011010201,花菜类,2.2249,3.5310
1011010201,花菜类,2.2339,3.6531
1011010201,花菜类,2.2182,3.8813
1011010201,花菜类,2.1330,3.8244
1011010201,花菜类,2.1315,3.3826
1011010201,花菜类,2.1547,3.3832
1011010201,花菜类,2.1149,3.3857
1011010201,花菜类,2.1225,3.5051
1011010201,花菜类,2.1362,3.4395
1011010201,花菜类,2.1422,3.8065
1011010201,花菜类,2.1268,3.8585
1011010201,花菜类,2.2192,2.5818
1011010201,花菜类,2.1637,3.3002
1011010201,花菜类,2.1333,3.1772
1011010201,花菜类,2.1000,3.3387
1011010201,花菜类,2.1346,3.5529
1011010201,花菜类,2.1843,3.5195
1011010201,花菜类,2.1601,3.8649
1011010201,花菜类,2.1340,3.1427
1011010201,花菜类,2.1071,3.4407
1011010201,花菜类,2.1518,3.0992
1011010201,花菜类,2.1624,3.1021
1011010201,花菜类,2.1104,2.5195
1011010201,花菜类,2.1421,2.7601
1011010201,花菜类,2.0263,2.9723
1011010201,花菜类,2.0527,2.3605
1011010201,花菜类,2.1160,2.2056
1011010201,花菜类,2.0404,2.2704
1011010201,花菜类,2.1535,3.4527
1011010201,花菜类,2.2005,3.8943
1011010201,花菜类,2.2546,4.0812
1011010201,花菜类,2.2546,3.8999
1011010201,花菜类,2.2178,3.6261
1011010201,花菜类,2.2366,3.6278
1011010201,花菜类,2.3132,3.3094
1011010201,花菜类,2.3558,3.3840
1011010201,花菜类,2.3345,3.5056
1011010201,花菜类,2.3639,3.3485
1011010201,花菜类,2.3547,3.8852
1011010201,花菜类,2.3771,3.0184
1011010201,花菜类,2.3518,2.9188
1011010201,花菜类,2.3688,3.2756
1011010201,花菜类,2.3376,3.3139
1011010201,花菜类,2.3485,3.5440
1011010201,花菜类,2.3703,3.5576
1011010201,花菜类,2.3723,3.6728
1011010201,花菜类,2.3489,2.8008
1011010201,花菜类,2.3466,2.9968
1011010201,花菜类,2.3498,3.8159
1011010201,花菜类,2.4917,3.1377
1011010201,花菜类,2.4746,3.4626
1011010201,花菜类,2.4547,3.5749
1011010201,花菜类,2.3591,3.4189
1011010201,花菜类,2.3154,2.9104
1011010201,花菜类,2.2895,2.7593
1011010201,花菜类,2.3055,2.8487
1011010201,花菜类,2.3040,2.9844
1011010201,花菜类,2.3091,2.9005
1011010201,花菜类,2.3454,3.0374
1011010201,花菜类,2.3454,3.1558
1011010201,花菜类,2.3300,2.6724
1011010201,花菜类,2.3454,2.8201
1011010201,花菜类,2.3454,2.9498
1011010201,花菜类,2.3301,2.9860
1011010201,花菜类,2.3336,3.2646
1011010201,花菜类,2.3372,3.6895
1011010201,花菜类,2.2157,3.1291
1011010201,花菜类,2.2867,2.8823
1011010201,花菜类,2.3150,2.7657
1011010201,花菜类,2.3150,3.0557
1011010201,花菜类,2.3150,2.6561
1011010201,花菜类,2.3454,3.1270
1011010201,花菜类,2.3454,3.3170
1011010201,花菜类,2.3767,3.2382
1011010201,花菜类,2.3821,3.3806
1011010201,花菜类,2.3738,3.1075
1011010201,花菜类,2.3821,3.4773
1011010201,花菜类,2.3775,3.4859
1011010201,花菜类,2.3821,3.3560
1011010201,花菜类,2.3795,3.5289
1011010201,花菜类,2.3821,3.9919
1011010201,花菜类,2.3150,2.8827
1011010201,花菜类,2.3150,3.2508
1011010201,花菜类,2.3150,3.2742
1011010201,花菜类,2.3024,3.1473
1011010201,花菜类,2.1867,3.0684
1011010201,花菜类,2.1825,3.8086
1011010201,花菜类,2.1867,3.7760
1011010201,花菜类,2.3096,3.3237
1011010201,花菜类,2.3058,3.2584
1011010201,花菜类,2.2872,2.9914
1011010201,花菜类,2.2756,3.1217
1011010201,花菜类,2.3005,3.0034
1011010201,花菜类,2.2996,3.3048
1011010201,花菜类,2.3454,3.3718
1011010201,花菜类,2.3203,2.6952
1011010201,花菜类,2.3351,3.0047
1011010201,花菜类,2.3454,2.7678
1011010201,花菜类,2.3009,2.6786
1011010201,花菜类,2.3775,3.1878
1011010201,花菜类,2.3775,3.7204
1011010201,花菜类,2.3919,3.6101
1011010201,花菜类,2.5743,2.7919
1011010201,花菜类,2.6108,2.6846
1011010201,花菜类,2.6108,2.8168
1011010201,花菜类,2.6108,2.9634
1011010201,花菜类,2.6108,2.7833
1011010201,花菜类,2.6108,3.5038
1011010201,花菜类,2.6108,3.2235
1011010201,花菜类,2.6108,3.1166
1011010201,花菜类,2.6108,3.0611
1011010201,花菜类,2.7213,2.4711
1011010201,花菜类,2.6631,2.7374
1011010201,花菜类,2.6631,2.6162
1011010201,花菜类,2.6532,3.2871
1011010201,花菜类,2.6553,3.2376
1011010201,花菜类,2.6485,2.8416
1011010201,花菜类,2.7213,2.3213
1011010201,花菜类,2.6631,2.2165
1011010201,花菜类,2.6442,2.2828
1011010201,花菜类,2.6617,3.1220
1011010201,花菜类,2.7213,3.2881
1011010201,花菜类,2.6900,3.1397
1011010201,花菜类,2.7213,2.5147
1011010201,花菜类,2.6900,2.6333
1011010201,花菜类,2.5802,2.8152
1011010201,花菜类,2.6391,2.8855
1011010201,花菜类,2.6391,2.2278
1011010201,花菜类,2.6391,2.4465
1011010201,花菜类,2.6391,2.3685
1011010201,花菜类,2.6391,2.0898
1011010201,花菜类,2.4849,2.6583
1011010201,花菜类,2.5480,2.7769
1011010201,花菜类,2.4877,3.1932
1011010201,花菜类,2.4429,3.3353
1011010402,水生根茎类,3.2780,1.5790
1011010402,水生根茎类,3.2309,1.5261
1011010402,水生根茎类,2.0810,2.2588
1011010402,水生根茎类,3.2309,1.6936
1011010402,水生根茎类,2.3026,1.3910
1011010402,水生根茎类,2.2989,1.1278
1011010402,水生根茎类,2.3026,1.1369
1011010402,水生根茎类,2.7562,2.3613
1011010402,水生根茎类,2.3026,0.7448
1011010402,水生根茎类,2.7542,2.2000
1011010402,水生根茎类,2.7403,2.1892
