销售日期,分类编码,分类名称,净销量,售出量,销售额,打折销量,正常销量,售出记录数,退货记录数,在售单品数,均价,平均损耗率
2021-03-08,1011010201,花菜类,45.65,45.65,323.4144,0.0,45.65,103,0,2,7.084652792990143,15.51
2021-03-08,1011010402,水生根茎类,26.921,26.921,268.91,0.0,26.921,42,0,2,9.988856283198992,13.65
2021-03-08,1011010501,茄类,19.815,19.815,177.40699999999998,0.0,19.815,42,0,3,8.953166792833711,6.68
2021-03-08,1011010504,辣椒类,80.399,80.399,582.7694,0.0,80.399,234,0,8,7.2484657769375245,9.24
2021-03-08,1011010801,食用菌,78.721,78.721,646.064,0.0,78.721,181,0,12,8.207009565427267,9.45
2021-03-09,1011010101,花叶类,170.907,170.907,914.3914,0.0,170.907,314,0,24,5.350227901724329,12.83
2021-03-09,1011010201,花菜类,34.073,34.073,241.632,0.0,34.073,62,0,2,7.091597452528395,15.51
2021-03-09,1011010402,水生根茎类,42.608,42.608,389.86400000000003,0.0,42.608,59,0,2,9.150018775816749,13.65
2021-03-09,1011010501,茄类,20.838,20.838,182.706,0.0,20.838,46,0,2,8.767923985027354,6.68
2021-03-09,1011010504,辣椒类,66.895,66.895,590.8882,0.0,66.895,213,0,8,8.833069736153673,9.24
2021-03-09,1011010801,食用菌,143.511,143.511,655.206,0.0,143.511,217,0,10,4.565545498254489,9.45
2021-03-10,1011010101,花叶类,119.599,119.599,674.7836,0.0,119.599,231,0,20,5.6420505188170464,12.83
2021-03-10,1011010201,花菜类,25.101,25.101,197.311,0.0,25.101,56,0,2,7.860682841321063,15.51
2021-03-10,1011010402,水生根茎类,24.891000000000002,24.891000000000002,199.12800000000001,0.0,24.891000000000002,35,0,1,8.0,13.65
2021-03-10,1011010501,茄类,14.35,14.35,114.8,0.0,14.35,32,0,2,8.0,6.68
2021-03-10,1011010504,辣椒类,59.548,59.548,483.2532,0.0,59.548,173,0,8,8.11535567945187,9.24
2021-03-10,1011010801,食用菌,91.994,91.994,518.711,0.0,91.994,161,0,12,5.638530773746114,9.45
2021-03-11,1011010101,花叶类,158.357,158.357,963.002,0.0,158.357,295,0,20,6.081208914036007,12.83
2021-03-11,1011010201,花菜类,30.749,30.749,257.843,0.0,30.749,66,0,2,8.385410907671796,15.51
2021-03-11,1011010402,水生根茎类,31.801,31.801,288.3406,0.0,31.801,53,0,3,9.067029338700042,13.65
2021-03-11,1011010501,茄类,16.37,16.37,147.043,0.0,16.37,31,0,3,8.982467929138668,6.68
2021-03-11,1011010504,辣椒类,57.357,57.357,495.2164,0.0,57.357,165,0,8,8.633931342294751,9.24
2021-03-11,1011010801,食用菌,75.477,75.477,551.5098,0.0,75.477,137,0,13,7.306991533844748,9.45
2021-03-12,1011010101,花叶类,152.44,152.44,975.3532,0.0,152.44,261,0,20,6.3982760430333245,12.83
2021-03-12,1011010201,花菜类,31.282,31.282,267.604,0.0,31.282,67,0,2,8.554568122242824,15.51
2021-03-12,1011010402,水生根茎类,21.764,21.764,183.912,0.0,21.764,30,0,2,8.450284874104026,13.65
2021-03-12,1011010501,茄类,23.836000000000002,23.836000000000002,214.491,0.0,23.836000000000002,40,0,3,8.998615539520053,6.68
2021-03-12,1011010504,辣椒类,102.131,102.131,695.681,0.0,102.131,280,0,8,6.811653660494855,9.24
2021-03-12,1011010801,食用菌,84.232,84.232,665.9982,0.0,84.232,154,0,14,7.9067124133346,9.45
2021-03-13,1011010101,花叶类,169.055,169.055,1138.2034,0.0,169.055,350,0,24,6.732740232468723,12.83
2021-03-13,1011010201,花菜类,43.017,43.017,381.088,0.0,43.017,92,0,2,8.859009228909501,15.51
2021-03-13,1011010402,水生根茎类,47.086,47.086,517.26,0.0,47.086,60,0,2,10.985430913647368,13.65
2021-03-13,1011010501,茄类,26.434,26.434,235.261,0.0,26.434,53,0,3,8.89993947189226,6.68
2021-03-13,1011010504,辣椒类,104.089,104.089,817.1816,0.0,104.089,287,0,9,7.850796914179212,9.24
2021-03-13,1011010801,食用菌,101.865,101.865,707.574,0.0,101.865,199,0,13,6.946193491385658,9.45
2021-03-14,1011010101,花叶类,176.032,176.032,1191.3326,0.0,176.032,380,0,21,6.767704735502635,12.83
2021-03-14,1011010201,花菜类,41.13,41.13,376.356,0.0,41.13,84,0,2,9.150401167031363,15.51
2021-03-14,1011010402,水生根茎类,30.295,30.295,329.05,0.0,30.295,41,0,2,10.861528305000824,13.65
2021-03-14,1011010501,茄类,17.721,17.721,164.07,0.0,17.721,37,0,3,9.258506856272218,6.68
2021-03-14,1011010504,辣椒类,117.089,117.089,711.196,0.0,117.089,321,0,8,6.073977914236179,9.24
2021-03-14,1011010801,食用菌,75.95,75.95,535.0,0.0,75.95,158,0,11,7.044107965766952,9.45
2021-03-15,1011010101,花叶类,90.812,90.812,628.476,0.0,90.812,179,0,18,6.9206272298815135,12.83
2021-03-15,1011010201,花菜类,28.603,28.603,249.53799999999998,0.0,28.603,58,0,2,8.724189770303813,15.51
2021-03-15,1011010402,水生根茎类,22.597,22.597,240.47,0.0,22.597,29,0,2,10.64167809886268,13.65
2021-03-15,1011010501,茄类,13.658,13.658,109.264,0.0,13.658,28,0,2,8.0,6.68
2021-03-15,1011010504,辣椒类,85.656,85.656,492.0996,0.0,85.656,211,0,8,5.745068646679742,9.24
2021-03-15,1011010801,食用菌,40.423,40.423,263.0578,0.0,40.423,73,0,12,6.507626846102466,9.45
2021-03-16,1011010101,花叶类,100.121,100.121,629.4896,0.0,100.121,203,0,20,6.287288381058919,12.83
2021-03-16,1011010201,花菜类,19.792,19.792,171.139,0.0,19.792,40,0,2,8.646877526273242,15.51
2021-03-16,1011010402,水生根茎类,19.772,19.772,209.32,0.0,19.772,26,0,2,10.586688246004451,13.65
2021-03-16,1011010501,茄类,13.577,13.577,110.688,0.0,13.577,27,0,3,8.15261103336525,6.68
2021-03-16,1011010504,辣椒类,72.126,72.126,409.8922,0.0,72.126,201,0,7,5.683001968776862,9.24
2021-03-16,1011010801,食用菌,44.844,44.844,318.8598,0.0,44.844,96,0,11,7.110422799036661,9.45
2021-03-17,1011010101,花叶类,107.653,107.653,699.0722,0.0,107.653,236,0,21,6.493754934836929,12.83
2021-03-17,1011010201,花菜类,29.326,29.326,267.166,0.0,29.326,59,0,2,9.11020937052445,15.51
2021-03-17,1011010402,水生根茎类,19.493,19.493,214.234,0.0,19.493,29,0,3,10.99030421176833,13.65
2021-03-17,1011010501,茄类,19.313,19.313,154.504,0.0,19.313,42,0,2,8.0,6.68
2021-03-17,1011010504,辣椒类,83.755,83.755,635.9838,0.0,83.755,249,0,8,7.593383081607068,9.24
2021-03-17,1011010801,食用菌,44.028999999999996,44.028999999999996,400.6696,0.0,44.028999999999996,103,0,12,9.100129460128553,9.45
2021-03-18,1011010101,花叶类,128.058,128.058,852.0296,0.0,128.058,272,0,20,6.653466398038389,12.83
2021-03-18,1011010201,花菜类,29.081,29.081,239.657,0.0,29.081,58,0,2,8.241016471235515,15.51
2021-03-18,1011010402,水生根茎类,20.852,20.852,223.02,0.0,20.852,30,0,2,10.695376942259736,13.65
2021-03-18,1011010501,茄类,11.866,11.866,97.86,0.0,11.866,29,0,3,8.247092533288388,6.68
2021-03-18,1011010504,辣椒类,73.733,73.733,507.1216,0.0,73.733,198,0,8,6.877810478347551,9.24
2021-03-18,1011010801,食用菌,65.501,65.501,462.69,0.0,65.501,128,0,11,7.063861620433276,9.45
2021-03-19,1011010101,花叶类,140.893,140.893,813.718,0.0,140.893,287,0,21,5.7754324203473555,12.83
2021-03-19,1011010201,花菜类,42.902,42.902,315.692,0.0,42.902,87,0,2,7.3584448277469585,15.51
2021-03-19,1011010402,水生根茎类,39.292,39.292,439.32,0.0,39.292,46,0,2,11.180901964776544,13.65
2021-03-19,1011010501,茄类,16.235,16.235,133.534,0.0,16.235,37,0,3,8.2250692947336,6.68
2021-03-19,1011010504,辣椒类,67.509,67.509,526.0151999999999,0.0,67.509,203,0,8,7.79177887392792,9.24
2021-03-19,1011010801,食用菌,69.141,69.141,624.0002,0.0,69.141,160,0,11,9.025038689055696,9.45
2021-03-20,1011010101,花叶类,267.979,267.979,1811.3624,0.0,267.979,530,0,20,6.759344575507782,12.83
2021-03-20,1011010201,花菜类,34.377,34.377,289.518,0.0,34.377,72,0,2,8.421851819530499,15.51
2021-03-20,1011010402,水生根茎类,39.984,39.984,458.16,0.0,39.984,56,0,3,11.458583433373349,13.65
2021-03-20,1011010501,茄类,21.477,21.477,190.952,0.0,21.477,43,0,3,8.890999674069935,6.68
2021-03-20,1011010504,辣椒类,117.89,117.89,812.0966,0.0,117.89,343,0,8,6.888596148952413,9.24
2021-03-20,1011010801,食用菌,77.235,77.235,668.4632,0.0,77.235,186,0,12,8.654925875574545,9.45
2021-03-21,1011010101,花叶类,199.712,199.712,1261.989,0.0,199.712,385,0,21,6.319044423970518,12.83
2021-03-21,1011010201,花菜类,51.413000000000004,51.413000000000004,394.756,0.0,51.413000000000004,103,0,2,7.678135880030341,15.51
2021-03-21,1011010402,水生根茎类,41.705,41.705,455.178,0.0,41.705,64,0,3,10.91423090756504,13.65
2021-03-21,1011010501,茄类,17.948999999999998,17.948999999999998,151.954,0.0,17.948999999999998,40,0,3,8.465875536241574,6.68
2021-03-21,1011010504,辣椒类,112.176,112.176,725.9603999999999,0.0,112.176,310,0,9,6.471619597774924,9.24
2021-03-21,1011010801,食用菌,94.838,94.838,716.3892,0.0,94.838,182,0,12,7.553820198654548,9.45
2021-03-22,1011010101,花叶类,115.022,115.022,789.3078,0.0,115.022,240,0,21,6.86223331188816,12.83
2021-03-22,1011010201,花菜类,30.625,30.625,266.1004,0.0,30.625,66,0,2,8.688992653061224,15.51
2021-03-22,1011010402,水生根茎类,10.113,10.113,113.974,0.0,10.113,17,0,3,11.270048452486899,13.65
2021-03-22,1011010501,茄类,11.561,11.561,96.358,0.0,11.561,26,0,2,8.334746129227575,6.68
2021-03-22,1011010504,辣椒类,70.68900000000001,70.68900000000001,416.6514,0.021,70.668,179,0,7,5.894147604294869,9.24
2021-03-22,1011010801,食用菌,50.802,50.802,437.5874,0.139,50.663000000000004,115,0,11,8.613586079288217,9.45
2021-03-23,1011010101,花叶类,134.706,134.706,801.274,0.0,134.706,254,0,19,5.948317075705611,12.83
2021-03-23,1011010201,花菜类,28.634,28.634,258.62,0.0,28.634,62,0,2,9.031920094991968,15.51
2021-03-23,1011010402,水生根茎类,13.349,13.349,144.41,0.0,13.349,23,0,3,10.818038804404823,13.65
2021-03-23,1011010501,茄类,19.312,19.312,162.106,0.0,19.312,35,0,3,8.394055509527753,6.68
2021-03-23,1011010504,辣椒类,66.931,66.931,442.88599999999997,0.0,66.931,172,0,7,6.617053383335076,9.24
2021-03-23,1011010801,食用菌,48.174,48.174,385.9092,0.0,48.174,102,0,13,8.010736081703824,9.45
2021-03-24,1011010101,花叶类,103.505,103.505,704.0186,0.0,103.505,211,0,19,6.801783488720352,12.83
2021-03-24,1011010201,花菜类,27.331,27.331,239.982,0.0,27.331,59,0,2,8.780578829900113,15.51
2021-03-24,1011010402,水生根茎类,14.013,14.013,151.254,0.0,14.013,21,0,3,10.79383429672447,13.65
2021-03-24,1011010501,茄类,15.113,15.113,125.694,0.0,15.113,29,0,2,8.316945675908158,6.68
2021-03-24,1011010504,辣椒类,42.484,42.484,330.2934,0.0,42.484,121,0,7,7.774536296017324,9.24
2021-03-24,1011010801,食用菌,35.583,35.583,342.99760000000003,0.0,35.583,83,0,12,9.63936711350926,9.45
2021-03-25,1011010101,花叶类,86.632,86.632,650.141,0.0,86.632,206,0,18,7.504628774586757,12.83
2021-03-25,1011010201,花菜类,25.174,25.174,222.566,0.0,25.174,59,0,2,8.841105902915707,15.51
2021-03-25,1011010402,水生根茎类,15.827,15.827,172.666,0.0,15.827,24,0,3,10.909584886586213,13.65
2021-03-25,1011010501,茄类,14.621,14.621,129.514,0.0,14.621,32,0,3,8.858080842623623,6.68
2021-03-25,1011010504,辣椒类,50.798,50.798,408.7842,0.0,50.798,146,0,7,8.04724989172802,9.24
2021-03-25,1011010801,食用菌,46.89,46.89,416.565,0.0,46.89,106,0,14,8.883877159309021,9.45
2021-03-26,1011010101,花叶类,167.327,167.327,1299.9608,2.7279999999999998,164.599,343,0,16,7.7689840850550125,12.83
2021-03-26,1011010201,花菜类,48.956,48.956,453.628,0.0,48.956,103,0,2,9.266034806765258,15.51
2021-03-26,1011010402,水生根茎类,40.178,40.178,442.704,0.0,40.178,52,0,3,11.018567375180448,13.65
2021-03-26,1011010501,茄类,21.313,21.313,182.15800000000002,0.0,21.313,46,0,3,8.546802421057572,6.68
2021-03-26,1011010504,辣椒类,60.937,60.937,479.4946,0.0,60.937,169,0,8,7.868693896975565,9.24
2021-03-26,1011010801,食用菌,83.562,83.562,618.2998,9.533,74.029,159,0,14,7.399293937435677,9.45
2021-03-27,1011010101,花叶类,199.727,199.727,1471.48,0.489,199.238,401,0,19,7.367456578229283,12.83
2021-03-27,1011010201,花菜类,51.805,51.805,508.622,0.0,51.805,97,0,2,9.818009844609595,15.51
2021-03-27,1011010402,水生根茎类,43.191,43.191,489.498,0.0,43.191,52,0,3,11.333333333333332,13.65
2021-03-27,1011010501,茄类,26.111,26.111,216.366,0.0,26.111,52,0,3,8.286392708054077,6.68
2021-03-27,1011010504,辣椒类,78.794,78.794,698.8318,0.0,78.794,236,0,9,8.869099169987564,9.24
2021-03-27,1011010801,食用菌,69.658,69.658,523.5428,15.314,54.344,158,0,11,7.515903413821816,9.45
2021-03-28,1011010101,花叶类,161.164,161.164,1238.1616,0.0,161.164,327,0,19,7.6826189471594155,12.83
2021-03-28,1011010201,花菜类,50.119,50.119,482.324,0.0,50.119,97,0,2,9.623575889383268,15.51
2021-03-28,1011010402,水生根茎类,30.71,30.71,326.12,0.0,30.71,46,0,3,10.619342233800065,13.65
2021-03-28,1011010501,茄类,19.628,19.628,163.62,0.0,19.628,48,0,3,8.336050540044834,6.68
2021-03-28,1011010504,辣椒类,78.41,78.41,601.6106,0.0,78.41,224,0,9,7.672625940568805,9.24
2021-03-28,1011010801,食用菌,55.673,55.673,429.55060000000003,0.0,55.673,127,0,13,7.715600021554434,9.45
2021-03-29,1011010101,花叶类,111.308,111.308,853.9466,0.0,111.308,230,0,19,7.671924749344162,12.83
2021-03-29,1011010201,花菜类,60.434,60.434,535.972,0.0,60.434,113,0,2,8.868716285534633,15.51
2021-03-29,1011010402,水生根茎类,15.5,15.5,174.404,0.0,15.5,25,0,3,11.251870967741935,13.65
2021-03-29,1011010501,茄类,16.139,16.139,135.84799999999998,0.0,16.139,34,0,3,8.417374062829172,6.68
2021-03-29,1011010504,辣椒类,62.154,62.154,471.0982,0.0,62.154,162,0,8,7.579531486308202,9.24
2021-03-29,1011010801,食用菌,47.327,47.327,370.217,0.0,47.327,107,0,11,7.8225325923891225,9.45
2021-03-30,1011010101,花叶类,130.803,130.803,925.849,0.0,130.803,259,0,17,7.078193925215783,12.83
2021-03-30,1011010201,花菜类,26.924,26.924,278.008,0.0,26.924,52,0,2,10.325657406031793,15.51
2021-03-30,1011010402,水生根茎类,14.905,14.905,167.594,0.0,14.905,23,0,3,11.244146259644415,13.65
2021-03-30,1011010501,茄类,21.407,21.407,178.872,0.0,21.407,48,0,3,8.355771476619799,6.68
2021-03-30,1011010504,辣椒类,61.295,59.573,505.7324,0.0,59.573,177,0,10,8.489288771759018,9.24
2021-03-30,1011010801,食用菌,32.145,32.145,305.688,0.0,32.145,84,0,10,9.50965935604293,9.45
2021-03-31,1011010101,花叶类,143.294,143.294,1024.061,0.0,143.294,243,0,16,7.146572780437421,12.83
2021-03-31,1011010201,花菜类,28.74,28.74,301.82,0.0,28.74,56,0,2,10.501739735560195,15.51
2021-03-31,1011010402,水生根茎类,19.503,19.503,233.866,0.0,19.503,26,0,3,11.991283392298621,13.65
2021-03-31,1011010501,茄类,21.649,21.649,192.79,0.0,21.649,46,0,4,8.905261212989052,6.68
2021-03-31,1011010504,辣椒类,59.255,59.255,482.5164,0.0,59.255,173,0,9,8.143049531685088,9.24
2021-03-31,1011010801,食用菌,45.089,45.089,338.807,0.0,45.089,103,0,10,7.514183060169887,9.45
2021-04-01,1011010101,花叶类,162.291,162.291,1153.2736,2.376,159.915,314,0,20,7.106207984423043,12.83
2021-04-01,1011010201,花菜类,39.109,39.109,350.454,0.0,39.109,76,0,2,8.960955278836073,15.51
2021-04-01,1011010402,水生根茎类,20.743,20.743,263.764,0.0,20.743,25,0,4,12.715807742370922,13.65
2021-04-01,1011010501,茄类,20.604,20.604,191.844,0.0,20.604,43,0,3,9.31100757134537,6.68
2021-04-01,1011010504,辣椒类,52.994,52.994,428.9616,0.0,52.994,163,0,8,8.09453145639129,9.24
2021-04-01,1011010801,食用菌,48.978,48.978,447.0582,0.0,48.978,122,0,12,9.127734901384295,9.45
2021-04-02,1011010101,花叶类,180.056,179.383,1240.7554,4.199,175.184,365,0,23,6.91679479103371,12.83
2021-04-02,1011010201,花菜类,69.53,69.53,494.456,0.0,69.53,136,0,2,7.111405148856608,15.51
2021-04-02,1011010402,水生根茎类,37.764,37.764,452.092,0.0,37.764,49,0,4,11.97150725558733,13.65
2021-04-02,1011010501,茄类,20.665,20.665,174.358,0.0,20.665,45,0,4,8.437357851439632,6.68
2021-04-02,1011010504,辣椒类,70.727,70.727,605.186,0.0,70.727,223,0,8,8.556647390671172,9.24
2021-04-02,1011010801,食用菌,72.574,72.574,626.0194,1.0899999999999999,71.484,162,0,13,8.625945931049687,9.45
2021-04-03,1011010101,花叶类,212.267,212.267,1581.0556,0.0,212.267,427,0,23,7.4484286299801665,12.83
2021-04-03,1011010201,花菜类,68.593,68.593,566.114,0.0,68.593,132,0,2,8.253232837169973,15.51
2021-04-03,1011010402,水生根茎类,38.786,38.786,387.236,0.0,38.786,50,0,3,9.983911720723972,13.65
2021-04-03,1011010501,茄类,32.71,32.71,282.784,0.0,32.71,67,0,3,8.645184958728217,6.68
2021-04-03,1011010504,辣椒类,100.32300000000001,100.32300000000001,881.2146,0.0,100.32300000000001,336,0,8,8.783774408660028,9.24
2021-04-03,1011010801,食用菌,75.739,75.739,755.2234,1.74,73.999,182,0,11,9.971393865775887,9.45
2021-04-04,1011010101,花叶类,192.021,192.021,1269.6168,0.0,192.021,371,0,20,6.611864327339198,12.83
2021-04-04,1011010201,花菜类,71.456,71.456,565.492,0.0,71.456,148,0,2,7.913849081952529,15.51
2021-04-04,1011010402,水生根茎类,33.95,33.95,339.334,0.0,33.95,47,0,3,9.995110456553755,13.65
2021-04-04,1011010501,茄类,22.976,22.976,196.462,0.0,22.976,49,0,4,8.55074860724234,6.68
2021-04-04,1011010504,辣椒类,88.244,88.244,685.071,0.0,88.244,281,0,7,7.763372013961289,9.24
2021-04-04,1011010801,食用菌,61.709,61.709,571.141,0.17,61.539,156,0,12,9.25539224424314,9.45
2021-04-05,1011010101,花叶类,178.469,178.469,1196.6456,0.0,178.469,347,0,21,6.70506138320941,12.83
2021-04-05,1011010201,花菜类,76.701,76.701,679.942,16.942,59.759,159,0,2,8.864838789585534,15.51
2021-04-05,1011010402,水生根茎类,24.241,24.241,207.204,0.0,24.241,32,0,3,8.547667175446557,13.65
2021-04-05,1011010501,茄类,16.492,16.492,141.056,0.0,16.492,35,0,3,8.55299539170507,6.68
2021-04-05,1011010504,辣椒类,112.577,112.577,679.9222,0.0,112.577,321,0,7,6.039619105145811,9.24
2021-04-05,1011010801,食用菌,68.049,68.049,567.784,0.0,68.049,165,0,11,8.343752296139545,9.45
2021-04-06,1011010101,花叶类,55.611,55.611,324.1472,4.248,51.363,102,0,19,5.828832425239611,12.83
2021-04-06,1011010201,花菜类,13.129999999999999,13.129999999999999,103.404,0.0,13.129999999999999,31,0,2,7.875399847677076,15.51
2021-04-06,1011010402,水生根茎类,3.622,3.622,36.88,0.0,3.622,7,0,2,10.182219768083932,13.65
2021-04-06,1011010501,茄类,3.138,3.138,26.272,0.0,3.138,6,0,3,8.37221159974506,6.68
2021-04-06,1011010504,辣椒类,35.075,35.075,215.84640000000002,0.0,35.075,96,0,7,6.153853171774768,9.24
2021-04-06,1011010801,食用菌,11.671,11.671,124.30000000000001,0.0,11.671,35,0,8,10.650329877474082,9.45
2021-04-07,1011010101,花叶类,198.107,198.107,1341.5794,0.0,198.107,354,0,19,6.771993922476238,12.83
2021-04-07,1011010201,花菜类,26.939,26.939,212.655,0.0,26.939,58,0,2,7.893945580756524,15.51
2021-04-07,1011010402,水生根茎类,17.735,17.735,179.988,0.0,17.735,31,0,2,10.14874541866366,13.65
2021-04-07,1011010501,茄类,16.213,16.213,118.714,0.0,16.213,38,0,3,7.32214889286375,6.68
2021-04-07,1011010504,辣椒类,62.9,62.9,532.0066,0.0,62.9,197,0,8,8.457974562798093,9.24
2021-04-07,1011010801,食用菌,47.805,47.805,399.742,1.26,46.545,118,0,13,8.361928668549316,9.45
2021-04-08,1011010101,花叶类,136.899,136.899,843.4982,0.753,136.146,262,0,24,6.161463560727252,12.83
2021-04-08,1011010201,花菜类,22.294,22.294,190.028,0.0,22.294,51,0,2,8.523728357405579,15.51
2021-04-08,1011010402,水生根茎类,9.582,9.582,104.72800000000001,0.0,9.582,22,0,2,10.929659778751827,13.65
2021-04-08,1011010501,茄类,20.319,20.319,123.742,0.0,20.319,48,0,2,6.089965057335499,6.68
2021-04-08,1011010504,辣椒类,52.596000000000004,52.596000000000004,436.3612,0.0,52.596000000000004,157,0,8,8.296471214541029,9.24
2021-04-08,1011010801,食用菌,35.491,35.491,314.012,0.0,35.491,76,0,10,8.847651517286073,9.45
2021-04-09,1011010101,花叶类,145.026,145.026,1004.9686,4.413,140.613,282,0,22,6.929575386482424,12.83
2021-04-09,1011010201,花菜类,51.978,51.978,399.163,0.0,51.978,108,0,2,7.6794605409981145,15.51
2021-04-09,1011010402,水生根茎类,29.704,29.704,316.45,5.077,24.627,38,0,3,10.65344734715863,13.65
2021-04-09,1011010501,茄类,17.451,17.451,165.081,0.0,17.451,38,0,3,9.45968712394705,6.68
2021-04-09,1011010504,辣椒类,54.274,54.274,450.1898,0.0,54.274,161,0,8,8.294759921877878,9.24
2021-04-09,1011010801,食用菌,31.401,31.401,323.211,0.0,31.401,81,0,8,10.293016145982612,9.45
2021-04-10,1011010101,花叶类,204.382,204.156,1306.3310000000001,0.0,204.156,368,0,19,6.3986902172848215,12.83
2021-04-10,1011010201,花菜类,50.186,50.186,379.74,0.0,50.186,104,0,2,7.566652054357789,15.51
2021-04-10,1011010402,水生根茎类,22.753,22.753,261.897,0.0,22.753,36,0,3,11.510438183975738,13.65
2021-04-10,1011010501,茄类,25.525,25.525,259.878,0.0,25.525,53,0,4,10.181312438785504,6.68
2021-04-10,1011010504,辣椒类,84.84,84.84,627.9862,0.0,84.84,255,0,7,7.402006129184348,9.24
2021-04-10,1011010801,食用菌,60.287,60.287,546.991,0.0,60.287,147,0,9,9.073116924046644,9.45
2021-04-11,1011010101,花叶类,211.619,211.619,1424.2648,0.0,211.619,420,0,18,6.730325726895978,12.83
2021-04-11,1011010201,花菜类,47.112,47.112,325.418,0.0,47.112,94,0,2,6.907327220241127,15.51
2021-04-11,1011010402,水生根茎类,22.196,22.196,258.365,0.0,22.196,38,0,3,11.640160389259325,13.65
2021-04-11,1011010501,茄类,24.902,24.902,253.232,0.0,24.902,54,0,3,10.16914304071962,6.68
2021-04-11,1011010504,辣椒类,94.326,94.326,686.7606,0.0,94.326,292,0,8,7.280713695057567,9.24
2021-04-11,1011010801,食用菌,52.29,52.29,461.49,0.0,52.29,127,0,9,8.825588066551923,9.45
2021-04-12,1011010101,花叶类,148.371,148.371,944.04,0.0,148.371,270,0,17,6.362698910164385,12.83
2021-04-12,1011010201,花菜类,32.027,32.027,226.352,0.0,32.027,66,0,2,7.067536765853811,15.51
2021-04-12,1011010402,水生根茎类,4.178,4.178,46.268,0.0,4.178,10,0,2,11.074198180947823,13.65
2021-04-12,1011010501,茄类,10.203,10.203,86.994,0.0,10.203,21,0,2,8.526315789473685,6.68
2021-04-12,1011010504,辣椒类,38.756,38.756,324.682,0.0,38.756,134,0,8,8.377593146867582,9.24
2021-04-12,1011010801,食用菌,43.328,43.328,334.1364,0.0,43.328,90,0,12,7.711789143279172,9.45
2021-04-13,1011010101,花叶类,127.207,127.207,778.0074,0.0,127.207,253,0,17,6.116073800970073,12.83
2021-04-13,1011010201,花菜类,28.593,28.593,195.392,0.0,28.593,62,0,2,6.833560661700416,15.51
2021-04-13,1011010402,水生根茎类,5.553,5.553,57.598,0.0,5.553,12,0,2,10.372411309202233,13.65
2021-04-13,1011010501,茄类,13.4,13.4,111.888,0.0,13.4,28,0,4,8.349850746268658,6.68
2021-04-13,1011010504,辣椒类,51.48,51.48,343.67740000000003,0.0,51.48,141,0,9,6.675940170940172,9.24
2021-04-13,1011010801,食用菌,40.041,40.041,273.639,0.0,40.041,84,0,10,6.833970180564922,9.45
2021-04-14,1011010101,花叶类,151.83,151.83,836.6424,0.0,151.83,265,0,21,5.5103892511361385,12.83
2021-04-14,1011010201,花菜类,30.12,30.12,205.605,0.0,30.12,66,0,2,6.826195219123505,15.51
2021-04-14,1011010402,水生根茎类,19.197,19.197,214.15800000000002,0.0,19.197,30,0,3,11.15580559462416,13.65
2021-04-14,1011010501,茄类,18.975,18.975,161.502,0.0,18.975,44,0,3,8.511304347826087,6.68
2021-04-14,1011010504,辣椒类,47.052,47.052,365.0338,0.0,47.052,145,0,8,7.758093173510159,9.24
2021-04-14,1011010801,食用菌,41.387,41.387,330.4028,0.0,41.387,94,0,11,7.983250779230193,9.45
2021-04-15,1011010101,花叶类,130.081,130.081,742.2238,0.0,130.081,225,0,20,5.705858657298146,12.83
2021-04-15,1011010201,花菜类,27.05,27.05,171.954,0.0,27.05,58,0,2,6.356894639556377,15.51
2021-04-15,1011010402,水生根茎类,17.098,17.098,187.468,0.0,17.098,25,0,3,10.964323312668148,13.65
2021-04-15,1011010501,茄类,12.151,12.151,109.578,0.0,12.151,29,0,4,9.018023207966422,6.68
2021-04-15,1011010504,辣椒类,44.413,44.413,355.7934,0.0,44.413,138,0,7,8.011019296152028,9.24
2021-04-15,1011010801,食用菌,40.15,40.15,395.7782,0.9830000000000001,39.167,101,0,11,9.857489414694895,9.45
2021-04-16,1011010101,花叶类,130.808,130.808,701.8084,0.0,130.808,240,0,20,5.365179499724788,12.83
2021-04-16,1011010201,花菜类,40.232,40.232,217.8486,0.0,40.232,79,0,2,5.414809107178366,15.51
2021-04-16,1011010402,水生根茎类,19.018,19.018,213.454,0.0,19.018,28,0,3,11.223787990324956,13.65
2021-04-16,1011010501,茄类,15.371,15.371,137.131,0.0,15.371,34,0,4,8.921410448246698,6.68
2021-04-16,1011010504,辣椒类,62.197,62.197,482.3854,0.0,62.197,180,0,9,7.755766355290448,9.24
2021-04-16,1011010801,食用菌,47.162,47.162,387.6686,2.971,44.191,102,0,11,8.219935541325643,9.45
2021-04-17,1011010101,花叶类,194.951,194.951,1138.454,0.0,194.951,371,0,20,5.839693051074373,12.83
2021-04-17,1011010201,花菜类,77.636,77.636,455.0196,0.0,77.636,153,0,2,5.860935648410532,15.51
2021-04-17,1011010402,水生根茎类,35.302,35.302,410.044,0.0,35.302,45,0,3,11.615319245368534,13.65
2021-04-17,1011010501,茄类,20.407,20.407,172.24,0.0,20.407,41,0,4,8.440241093742344,6.68
2021-04-17,1011010504,辣椒类,72.266,72.266,481.7624,44.795,27.471,232,0,8,6.6665153737580605,9.24
2021-04-17,1011010801,食用菌,70.81700000000001,70.81700000000001,565.912,0.0,70.81700000000001,157,0,13,7.991188556420068,9.45
2021-04-18,1011010101,花叶类,194.451,194.451,1123.6348,0.0,194.451,368,0,20,5.778498439195479,12.83
