销售日期,分类编码,分类名称,净销量,趋势,季节,残差
2022-07-06,1011010201,花菜类,31.186,40.728,-1.789,-7.753
2022-07-07,1011010201,花菜类,50.962,43.209,-8.136,15.889
2022-07-08,1011010201,花菜类,48.356,45.23,-6.213,9.339
2022-07-09,1011010201,花菜类,44.535,46.703,-2.864,0.696
2022-07-10,1011010201,花菜类,67.457,47.899,14.38,5.177
2022-07-11,1011010201,花菜类,24.264,48.417,-3.125,-21.029
2022-07-12,1011010201,花菜类,64.579,47.786,10.184,6.609
2022-07-13,1011010201,花菜类,46.435,46.653,-2.231,2.013
2022-07-14,1011010201,花菜类,34.033,45.58,-7.674,-3.873
2022-07-15,1011010201,花菜类,30.18,44.71,-8.465,-6.065
2022-07-16,1011010201,花菜类,59.714,44.072,-4.459,20.102
2022-07-17,1011010201,花菜类,53.705,43.74,11.865,-1.9
2022-07-18,1011010201,花菜类,43.19,43.653,-0.002,-0.461
2022-07-19,1011010201,花菜类,33.363,43.969,11.46,-22.066
2022-07-20,1011010201,花菜类,43.777,44.888,-1.199,0.089
2022-07-21,1011010201,花菜类,38.147,46.776,-9.01,0.381
2022-07-22,1011010201,花菜类,33.655,49.639,-10.285,-5.7
2022-07-23,1011010201,花菜类,45.47,52.73,-2.562,-4.698
2022-07-24,1011010201,花菜类,45.96,55.869,10.898,-20.807
2022-07-25,1011010201,花菜类,79.565,59.16,2.19,18.215
2022-07-26,1011010201,花菜类,74.472,62.527,10.123,1.822
2022-07-27,1011010201,花菜类,67.503,65.913,-2.763,4.353
2022-07-28,1011010201,花菜类,60.76,68.949,-9.423,1.234
2022-07-29,1011010201,花菜类,64.225,71.07,-9.216,2.37
2022-07-30,1011010201,花菜类,61.873,72.339,2.36,-12.826
2022-07-31,1011010201,花菜类,49.207,73.406,9.375,-33.574
2022-08-01,1011010201,花菜类,82.282,74.531,2.184,5.567
2022-08-02,1011010201,花菜类,80.493,75.586,4.808,0.099
2022-08-03,1011010201,花菜类,68.436,76.518,-5.117,-2.965
2022-08-04,1011010201,花菜类,65.154,77.193,-9.583,-2.456
2022-08-05,1011010201,花菜类,72.799,77.53,-7.136,2.405
2022-08-06,1011010201,花菜类,96.079,77.753,11.436,6.89
2022-08-07,1011010201,花菜类,86.982,78.151,8.62,0.211
2022-08-08,1011010201,花菜类,76.689,78.79,0.893,-2.994
2022-08-09,1011010201,花菜类,75.303,79.486,-1.711,-2.471
2022-08-10,1011010201,花菜类,71.454,80.257,-7.15,-1.653
2022-08-11,1011010201,花菜类,73.029,81.258,-6.297,-1.932
2022-08-12,1011010201,花菜类,74.91,82.595,-6.275,-1.41
2022-08-13,1011010201,花菜类,102.596,84.276,15.076,3.245
2022-08-14,1011010201,花菜类,120.907,86.184,11.099,23.623
2022-08-15,1011010201,花菜类,85.398,87.141,-1.298,-0.445
2022-08-16,1011010201,花菜类,81.22,85.155,-8.109,4.174
2022-08-17,1011010201,花菜类,87.672,82.295,-8.363,13.74
2022-08-18,1011010201,花菜类,121.725,78.966,-1.891,44.65
2022-08-19,1011010201,花菜类,186.155,75.638,-5.447,115.964
2022-08-20,1011010201,花菜类,123.124,72.312,12.849,37.964
2022-08-21,1011010201,花菜类,82.198,68.81,12.856,0.532
2022-08-22,1011010201,花菜类,45.204,64.604,-1.148,-18.252
2022-08-23,1011010201,花菜类,43.039,60.764,-10.543,-7.182
2022-08-24,1011010201,花菜类,46.96,57.689,-9.069,-1.66
2022-08-25,1011010201,花菜类,63.776,54.94,0.351,8.485
2022-08-26,1011010201,花菜类,48.086,52.747,-3.425,-1.236
2022-08-27,1011010201,花菜类,57.998,51.102,10.26,-3.364
2022-08-28,1011010201,花菜类,88.504,49.704,13.3,25.5
2022-08-29,1011010201,花菜类,45.738,48.381,-0.282,-2.361
2022-08-30,1011010201,花菜类,66.738,47.247,-11.576,31.067
2022-08-31,1011010201,花菜类,35.261,46.559,-10.741,-0.558
2022-09-01,1011010201,花菜类,47.503,46.445,-0.016,1.074
2022-09-02,1011010201,花菜类,42.416,46.858,1.871,-6.313
2022-09-03,1011010201,花菜类,53.626,47.649,10.365,-4.388
2022-09-04,1011010201,花菜类,62.544,48.678,12.337,1.529
2022-09-05,1011010201,花菜类,53.158,49.918,-1.182,4.421
2022-09-06,1011010201,花菜类,39.139,51.195,-10.696,-1.36
2022-09-07,1011010201,花菜类,40.007,52.432,-11.379,-1.047
2022-09-08,1011010201,花菜类,43.258,53.394,-10.552,0.417
2022-09-09,1011010201,花菜类,68.172,53.903,8.932,5.337
2022-09-10,1011010201,花菜类,72.293,53.977,15.919,2.397
2022-09-11,1011010201,花菜类,63.234,53.729,11.163,-1.657
2022-09-12,1011010201,花菜类,71.588,53.131,-4.583,23.04
2022-09-13,1011010201,花菜类,47.126,52.316,-8.313,3.123
2022-09-14,1011010201,花菜类,41.841,51.413,-12.607,3.035
2022-09-15,1011010201,花菜类,27.431,50.527,-14.667,-8.429
2022-09-16,1011010201,花菜类,41.283,49.674,11.427,-19.818
2022-09-17,1011010201,花菜类,69.613,48.86,21.255,-0.502
2022-09-18,1011010201,花菜类,57.716,48.278,9.659,-0.221
2022-09-19,1011010201,花菜类,38.815,48.097,-6.621,-2.661
2022-09-20,1011010201,花菜类,42.297,48.17,-8.068,2.195
2022-09-21,1011010201,花菜类,32.068,48.142,-13.156,-2.918
2022-09-22,1011010201,花菜类,50.388,47.688,-17.214,19.914
2022-09-23,1011010201,花菜类,65.746,47.119,11.816,6.811
2022-09-24,1011010201,花菜类,75.743,46.809,25.062,3.873
2022-09-25,1011010201,花菜类,55.324,46.741,9.036,-0.453
2022-09-26,1011010201,花菜类,30.76,46.734,-5.669,-10.305
2022-09-27,1011010201,花菜类,29.389,46.804,-7.787,-9.628
2022-09-28,1011010201,花菜类,32.625,47.138,-12.944,-1.569
2022-09-29,1011010201,花菜类,31.877,47.878,-16.11,0.109
2022-09-30,1011010201,花菜类,53.33,49.085,4.589,-0.345
2022-10-01,1011010201,花菜类,76.799,50.745,25.421,0.633
2022-10-02,1011010201,花菜类,61.869,52.461,10.863,-1.455
2022-10-03,1011010201,花菜类,59.161,53.508,-1.435,7.088
2022-10-04,1011010201,花菜类,49.869,52.717,-8.146,5.298
2022-10-05,1011010201,花菜类,40.769,51.115,-11.138,0.792
2022-10-06,1011010201,花菜类,71.588,49.696,-12.552,34.444
2022-10-07,1011010201,花菜类,88.233,48.338,-9.036,48.931
2022-10-08,1011010201,花菜类,37.814,46.739,23.531,-32.456
2022-10-09,1011010201,花菜类,53.058,44.73,14.347,-6.019
2022-10-10,1011010201,花菜类,47.046,42.717,-0.387,4.716
2022-10-11,1011010201,花菜类,29.66,41.555,-8.141,-3.754
2022-10-12,1011010201,花菜类,29.309,41.503,-10.162,-2.033
2022-10-13,1011010201,花菜类,30.605,41.567,-12.25,1.288
2022-10-14,1011010201,花菜类,11.595,41.554,-1.266,-28.693
2022-10-15,1011010201,花菜类,60.965,41.544,19.183,0.237
2022-10-16,1011010201,花菜类,62.74,41.566,17.86,3.314
2022-10-17,1011010201,花菜类,35.261,41.572,-3.563,-2.748
2022-10-18,1011010201,花菜类,56.159,41.351,-8.878,23.687
2022-10-19,1011010201,花菜类,33.063,40.932,-8.343,0.474
2022-10-20,1011010201,花菜类,30.363,40.799,-11.642,1.206
2022-10-21,1011010201,花菜类,95.213,41.002,-6.176,60.387
2022-10-22,1011010201,花菜类,56.496,41.324,17.59,-2.418
2022-10-23,1011010201,花菜类,38.944,41.798,22.13,-24.984
2022-10-24,1011010201,花菜类,30.369,42.36,-5.391,-6.6
2022-10-25,1011010201,花菜类,36.506,43.051,-9.268,2.723
2022-10-26,1011010201,花菜类,38.152,44.147,-8.312,2.317
2022-10-27,1011010201,花菜类,31.661,45.665,-10.889,-3.115
2022-10-28,1011010201,花菜类,40.855,47.195,-6.153,-0.187
2022-10-29,1011010201,花菜类,64.94,48.579,17.287,-0.926
2022-10-30,1011010201,花菜类,76.791,49.805,23.23,3.756
2022-10-31,1011010201,花菜类,47.777,50.984,-5.952,2.745
2022-11-01,1011010201,花菜类,39.603,51.969,-8.738,-3.627
2022-11-02,1011010201,花菜类,0.0,52.571,-10.847,-41.724
2022-11-03,1011010201,花菜类,63.801,52.78,-9.256,20.277
2022-11-04,1011010201,花菜类,0.0,52.711,-3.138,-49.573
2022-11-05,1011010201,花菜类,73.537,52.589,16.43,4.518
2022-11-06,1011010201,花菜类,75.888,52.732,19.446,3.71
2022-11-07,1011010201,花菜类,47.225,52.24,-4.477,-0.538
2022-11-08,1011010201,花菜类,41.117,50.276,-7.402,-1.757
2022-11-09,1011010201,花菜类,35.22,48.21,-13.37,0.38
2022-11-10,1011010201,花菜类,39.756,46.483,-6.884,0.157
2022-11-11,1011010201,花菜类,45.043,44.977,1.766,-1.7
2022-11-12,1011010201,花菜类,56.455,43.719,17.125,-4.389
2022-11-13,1011010201,花菜类,50.639,42.693,9.614,-1.668
2022-11-14,1011010201,花菜类,38.303,41.913,-4.935,1.325
2022-11-15,1011010201,花菜类,38.944,41.486,-5.606,3.064
2022-11-16,1011010201,花菜类,18.714,41.446,-14.887,-7.845
2022-11-17,1011010201,花菜类,38.752,41.586,-4.795,1.961
2022-11-18,1011010201,花菜类,68.424,41.72,7.075,19.63
2022-11-19,1011010201,花菜类,123.597,41.399,17.261,64.937
2022-11-20,1011010201,花菜类,97.969,40.852,4.929,52.188
2022-11-21,1011010201,花菜类,132.212,40.446,-5.821,97.587
2022-11-22,1011010201,花菜类,36.972,40.527,-4.304,0.748
2022-11-23,1011010201,花菜类,31.84,40.202,-15.507,7.145
2022-11-24,1011010201,花菜类,31.131,37.118,-1.879,-4.108
2022-11-25,1011010201,花菜类,46.435,32.827,8.235,5.373
2022-11-26,1011010201,花菜类,47.408,28.414,17.305,1.69
2022-11-27,1011010201,花菜类,3.192,23.903,-0.962,-19.749
2022-11-28,1011010201,花菜类,10.708,20.579,-6.598,-3.273
2022-11-29,1011010201,花菜类,7.624,21.764,-2.822,-11.318
2022-11-30,1011010201,花菜类,0.0,23.601,-13.022,-10.579
2022-12-01,1011010201,花菜类,0.0,24.326,1.314,-25.639
2022-12-02,1011010201,花菜类,0.0,25.284,7.555,-32.839
2022-12-03,1011010201,花菜类,0.0,27.555,16.68,-44.235
2022-12-04,1011010201,花菜类,24.722,30.562,-5.418,-0.422
2022-12-05,1011010201,花菜类,30.282,33.973,-7.493,3.802
2022-12-06,1011010201,花菜类,38.551,36.638,-1.443,3.356
2022-12-07,1011010201,花菜类,25.636,38.113,-8.938,-3.539
2022-12-08,1011010201,花菜类,46.357,38.761,3.302,4.295
2022-12-09,1011010201,花菜类,41.33,39.216,0.241,1.873
2022-12-10,1011010201,花菜类,55.053,39.662,12.676,2.715
2022-12-11,1011010201,花菜类,62.536,39.84,0.838,21.858
2022-12-12,1011010201,花菜类,27.823,39.703,-7.608,-4.273
2022-12-13,1011010201,花菜类,37.876,39.312,0.894,-2.33
2022-12-14,1011010201,花菜类,40.701,38.866,-5.27,7.105
2022-12-15,1011010201,花菜类,44.891,38.893,2.509,3.488
2022-12-16,1011010201,花菜类,28.131,39.313,-5.567,-5.615
2022-12-17,1011010201,花菜类,43.945,39.458,9.383,-4.896
2022-12-18,1011010201,花菜类,68.962,39.244,5.4,24.318
2022-12-19,1011010201,花菜类,47.456,38.991,-6.785,15.25
2022-12-20,1011010201,花菜类,45.501,38.8,1.812,4.89
2022-12-21,1011010201,花菜类,76.358,38.919,-2.377,39.816
2022-12-22,1011010201,花菜类,33.671,39.266,-2.715,-2.881
2022-12-23,1011010201,花菜类,29.486,39.048,-7.334,-2.227
2022-12-24,1011010201,花菜类,47.279,38.234,5.731,3.314
2022-12-25,1011010201,花菜类,51.941,37.45,12.863,1.627
2022-12-26,1011010201,花菜类,27.857,36.869,-4.329,-4.683
2022-12-27,1011010201,花菜类,39.591,36.343,0.396,2.852
2022-12-28,1011010201,花菜类,36.052,35.815,-0.689,0.926
2022-12-29,1011010201,花菜类,25.895,35.235,-5.248,-4.092
2022-12-30,1011010201,花菜类,29.769,34.57,-5.993,1.192
2022-12-31,1011010201,花菜类,39.573,33.912,3.032,2.629
2023-01-01,1011010201,花菜类,39.38,33.248,10.41,-4.277
2023-01-02,1011010201,花菜类,36.172,32.48,-0.322,4.014
2023-01-03,1011010201,花菜类,30.654,31.645,-2.634,1.642
2023-01-04,1011010201,花菜类,27.843,30.762,0.233,-3.152
2023-01-05,1011010201,花菜类,25.709,29.816,-5.015,0.908
2023-01-06,1011010201,花菜类,27.047,29.024,-3.648,1.671
2023-01-07,1011010201,花菜类,24.606,28.503,-2.321,-1.576
2023-01-08,1011010201,花菜类,34.433,28.177,11.951,-5.695
2023-01-09,1011010201,花菜类,31.341,28.196,2.018,1.127
2023-01-10,1011010201,花菜类,15.292,29.011,-7.911,-5.809
2023-01-11,1011010201,花菜类,31.199,30.768,1.492,-1.061
2023-01-12,1011010201,花菜类,27.908,33.226,-3.457,-1.861
2023-01-13,1011010201,花菜类,29.708,36.177,0.164,-6.633
2023-01-14,1011010201,花菜类,55.134,39.491,-4.484,20.127
2023-01-15,1011010201,花菜类,61.584,43.184,14.752,3.648
2023-01-16,1011010201,花菜类,46.516,47.313,1.776,-2.573
2023-01-17,1011010201,花菜类,39.869,51.388,-10.106,-1.412
2023-01-18,1011010201,花菜类,58.399,54.174,-0.032,4.258
2023-01-19,1011010201,花菜类,104.101,56.595,-1.625,49.131
2023-01-20,1011010201,花菜类,139.43,58.536,4.901,75.994
2023-01-21,1011010201,花菜类,0.0,59.252,-5.471,-53.781
2023-01-22,1011010201,花菜类,34.134,59.939,9.372,-35.177
2023-01-23,1011010201,花菜类,66.018,61.355,0.43,4.232
2023-01-24,1011010201,花菜类,89.421,63.039,-8.784,35.166
2023-01-25,1011010201,花菜类,114.337,61.828,-1.377,53.886
2023-01-26,1011010201,花菜类,60.15,58.961,-0.19,1.379
2023-01-27,1011010201,花菜类,69.283,55.912,10.048,3.324
2023-01-28,1011010201,花菜类,43.626,52.934,-8.795,-0.512
2023-01-29,1011010201,花菜类,40.249,50.138,7.886,-17.775
2023-01-30,1011010201,花菜类,42.686,47.584,-1.123,-3.775
2023-01-31,1011010201,花菜类,37.502,45.273,-6.527,-1.245
2023-02-01,1011010201,花菜类,33.307,43.162,-3.566,-6.289
2023-02-02,1011010201,花菜类,41.747,41.491,-0.721,0.977
2023-02-03,1011010201,花菜类,53.285,40.49,10.614,2.181
2023-02-04,1011010201,花菜类,39.93,39.865,1.23,-1.166
2023-02-05,1011010201,花菜类,39.59,39.296,1.758,-1.464
2023-02-06,1011010201,花菜类,34.646,38.949,-3.325,-0.978
2023-02-07,1011010201,花菜类,33.83,38.95,-4.538,-0.582
2023-02-08,1011010201,花菜类,35.924,39.128,-5.902,2.698
2023-02-09,1011010201,花菜类,30.833,39.37,-2.434,-6.103
2023-02-10,1011010201,花菜类,31.996,39.552,6.029,-13.585
2023-02-11,1011010201,花菜类,53.417,39.618,7.323,6.476
2023-02-12,1011010201,花菜类,48.809,39.618,6.689,2.503
2023-02-13,1011010201,花菜类,33.601,39.597,-6.024,0.029
2023-02-14,1011010201,花菜类,37.56,39.476,-4.358,2.442
2023-02-15,1011010201,花菜类,31.355,39.11,-5.863,-1.891
2023-02-16,1011010201,花菜类,34.159,38.422,-3.562,-0.702
2023-02-17,1011010201,花菜类,38.594,37.668,1.684,-0.758
2023-02-18,1011010201,花菜类,48.488,37.027,10.017,1.444
2023-02-19,1011010201,花菜类,45.805,36.472,10.686,-1.353
2023-02-20,1011010201,花菜类,29.447,36.01,-8.02,1.457
2023-02-21,1011010201,花菜类,29.466,35.587,-3.692,-2.429
2023-02-22,1011010201,花菜类,29.54,35.024,-6.122,0.638
2023-02-23,1011010201,花菜类,33.284,34.308,-3.081,2.056
2023-02-24,1011010201,花菜类,31.17,33.54,-0.57,-1.799
2023-02-25,1011010201,花菜类,44.994,32.843,8.093,4.058
2023-02-26,1011010201,花菜类,47.396,32.332,14.162,0.902
2023-02-27,1011010201,花菜类,13.221,31.952,-8.358,-10.373
2023-02-28,1011010201,花菜类,27.118,31.587,-3.159,-1.31
2023-03-01,1011010201,花菜类,23.98,31.27,-6.117,-1.173
2023-03-02,1011010201,花菜类,28.182,31.084,-1.011,-1.89
2023-03-03,1011010201,花菜类,34.915,30.982,-2.265,6.198
2023-03-04,1011010201,花菜类,33.769,30.776,3.28,-0.286
2023-03-05,1011010201,花菜类,47.699,30.094,16.63,0.975
2023-03-06,1011010201,花菜类,23.166,28.83,-7.81,2.146
2023-03-07,1011010201,花菜类,31.21,27.12,-2.784,6.874
2023-03-08,1011010201,花菜类,22.18,25.126,-6.646,3.7
2023-03-09,1011010201,花菜类,22.245,23.088,0.308,-1.151
2023-03-10,1011010201,花菜类,12.423,21.317,-1.808,-7.086
2023-03-11,1011010201,花菜类,15.802,19.943,-0.296,-3.845
2023-03-12,1011010201,花菜类,19.536,18.91,17.849,-17.222
2023-03-13,1011010201,花菜类,10.596,18.706,-6.293,-1.817
2023-03-14,1011010201,花菜类,9.076,19.8,-2.952,-7.772
2023-03-15,1011010201,花菜类,9.683,21.836,-6.529,-5.625
2023-03-16,1011010201,花菜类,31.584,24.37,0.224,6.99
2023-03-17,1011010201,花菜类,49.121,26.738,-0.861,23.244
2023-03-18,1011010201,花菜类,59.217,28.748,-0.725,31.194
2023-03-19,1011010201,花菜类,49.399,30.603,17.912,0.884
2023-03-20,1011010201,花菜类,37.566,32.41,-6.7,11.856
2023-03-21,1011010201,花菜类,37.629,33.593,-5.125,9.161
2023-03-22,1011010201,花菜类,27.368,33.53,-5.86,-0.302
2023-03-23,1011010201,花菜类,29.488,32.703,-0.077,-3.137
2023-03-24,1011010201,花菜类,33.301,31.733,1.096,0.473
2023-03-25,1011010201,花菜类,28.459,30.802,0.887,-3.23
2023-03-26,1011010201,花菜类,48.675,30.047,16.092,2.536
2023-03-27,1011010201,花菜类,20.459,29.638,-7.315,-1.864
2023-03-28,1011010201,花菜类,18.519,29.417,-6.343,-4.554
2023-03-29,1011010201,花菜类,26.46,29.158,-4.666,1.969
2023-03-30,1011010201,花菜类,27.493,28.838,-1.566,0.222
2023-03-31,1011010201,花菜类,34.604,28.512,3.915,2.176
2023-04-01,1011010201,花菜类,35.079,28.167,4.052,2.861
2023-04-02,1011010201,花菜类,39.362,27.894,11.861,-0.393
2023-04-03,1011010201,花菜类,16.457,27.644,-7.726,-3.461
2023-04-04,1011010201,花菜类,20.022,27.255,-6.839,-0.394
2023-04-05,1011010201,花菜类,45.417,26.764,-3.449,22.101
2023-04-06,1011010201,花菜类,23.05,26.197,-1.805,-1.342
2023-04-07,1011010201,花菜类,31.899,25.63,3.719,2.549
2023-04-08,1011010201,花菜类,35.691,25.111,6.545,4.036
2023-04-09,1011010201,花菜类,30.536,24.423,7.795,-1.682
2023-04-10,1011010201,花菜类,18.365,23.36,-6.826,1.831
2023-04-11,1011010201,花菜类,15.788,22.123,-6.119,-0.215
2023-04-12,1011010201,花菜类,17.265,21.013,-2.63,-1.118
2023-04-13,1011010201,花菜类,19.775,20.156,-2.08,1.698
2023-04-14,1011010201,花菜类,18.183,19.62,3.173,-4.611
2023-04-15,1011010201,花菜类,20.852,19.383,7.531,-6.061
2023-04-16,1011010201,花菜类,23.472,19.418,4.336,-0.282
2023-04-17,1011010201,花菜类,14.475,19.81,-4.479,-0.856
2023-04-18,1011010201,花菜类,16.779,20.451,-5.136,1.464
2023-04-19,1011010201,花菜类,19.103,21.112,-1.574,-0.436
2023-04-20,1011010201,花菜类,19.807,21.631,-2.193,0.37
2023-04-21,1011010201,花菜类,26.17,21.902,1.914,2.354
2023-04-22,1011010201,花菜类,40.026,21.927,6.59,11.509
2023-04-23,1011010201,花菜类,22.853,21.838,2.081,-1.067
2023-04-24,1011010201,花菜类,17.856,21.668,-3.091,-0.721
2023-04-25,1011010201,花菜类,15.89,21.48,-4.574,-1.015
2023-04-26,1011010201,花菜类,21.236,21.441,-0.056,-0.149
2023-04-27,1011010201,花菜类,14.24,21.762,-2.296,-5.226
2023-04-28,1011010201,花菜类,22.806,22.586,0.345,-0.125
2023-04-29,1011010201,花菜类,27.577,23.812,6.857,-3.091
2023-04-30,1011010201,花菜类,25.487,25.165,3.78,-3.458
2023-05-01,1011010201,花菜类,29.389,26.475,-3.422,6.336
2023-05-02,1011010201,花菜类,22.365,27.697,-4.083,-1.248
2023-05-03,1011010201,花菜类,32.371,28.481,-0.401,4.291
2023-05-04,1011010201,花菜类,32.652,28.799,-3.004,6.857
2023-05-05,1011010201,花菜类,28.675,28.922,-1.904,1.657
2023-05-06,1011010201,花菜类,34.087,28.821,7.63,-2.364
2023-05-07,1011010201,花菜类,54.158,28.469,6.161,19.528
2023-05-08,1011010201,花菜类,17.863,28.133,-3.574,-6.696
2023-05-09,1011010201,花菜类,25.81,27.947,-3.365,1.228
2023-05-10,1011010201,花菜类,26.422,28.11,-2.131,0.443
2023-05-11,1011010201,花菜类,23.274,28.597,-3.185,-2.138
2023-05-12,1011010201,花菜类,21.507,29.095,-3.13,-4.458
2023-05-13,1011010201,花菜类,45.087,29.286,8.955,6.846
2023-05-14,1011010201,花菜类,43.642,29.139,8.821,5.681
2023-05-15,1011010201,花菜类,27.764,28.652,-5.072,4.184
2023-05-16,1011010201,花菜类,26.009,27.831,-3.003,1.181
2023-05-17,1011010201,花菜类,19.914,26.661,-4.412,-2.335
2023-05-18,1011010201,花菜类,22.684,25.251,-4.373,1.806
2023-05-19,1011010201,花菜类,20.153,23.861,-3.488,-0.219
2023-05-20,1011010201,花菜类,27.242,22.745,11.36,-6.863
2023-05-21,1011010201,花菜类,29.13,22.059,10.814,-3.743
2023-05-22,1011010201,花菜类,14.808,21.875,-5.023,-2.044
2023-05-23,1011010201,花菜类,20.181,22.123,-3.275,1.333
2023-05-24,1011010201,花菜类,15.923,22.55,-6.083,-0.544
2023-05-25,1011010201,花菜类,14.565,22.95,-4.576,-3.809
2023-05-26,1011010201,花菜类,24.236,23.222,-3.338,4.352
2023-05-27,1011010201,花菜类,41.279,23.355,11.857,6.068
2023-05-28,1011010201,花菜类,36.971,23.346,9.026,4.599
2023-05-29,1011010201,花菜类,16.312,23.182,-3.375,-3.494
2023-05-30,1011010201,花菜类,14.652,22.792,-3.328,-4.812
2023-05-31,1011010201,花菜类,16.723,22.232,-6.756,1.248
2023-06-01,1011010201,花菜类,19.364,21.707,-4.681,2.338
2023-06-02,1011010201,花菜类,16.172,21.387,-2.439,-2.776
2023-06-03,1011010201,花菜类,33.243,21.188,11.733,0.322
2023-06-04,1011010201,花菜类,25.117,20.908,8.14,-3.932
2023-06-05,1011010201,花菜类,22.57,20.468,-2.294,4.396
2023-06-06,1011010201,花菜类,21.351,20.026,-3.808,5.132
2023-06-07,1011010201,花菜类,11.835,19.712,-6.081,-1.796
2023-06-08,1011010201,花菜类,15.446,19.358,-3.642,-0.27
2023-06-09,1011010201,花菜类,13.684,18.748,-1.376,-3.688
2023-06-10,1011010201,花菜类,26.766,17.906,8.888,-0.028
2023-06-11,1011010201,花菜类,25.472,17.185,5.621,2.666
2023-06-12,1011010201,花菜类,17.143,16.944,-2.921,3.12
2023-06-13,1011010201,花菜类,10.189,17.108,-3.137,-3.782
2023-06-14,1011010201,花菜类,9.175,17.313,-3.968,-4.17
2023-06-15,1011010201,花菜类,9.804,17.389,-0.558,-7.027
2023-06-16,1011010201,花菜类,22.692,17.361,1.197,4.134
2023-06-17,1011010201,花菜类,26.791,17.355,4.85,4.586
2023-06-18,1011010201,花菜类,23.098,17.359,2.423,3.316
2023-06-19,1011010201,花菜类,12.363,17.144,-4.014,-0.767
2023-06-20,1011010201,花菜类,13.919,16.52,-2.638,0.037
2023-06-21,1011010201,花菜类,16.697,15.659,-2.047,3.085
2023-06-22,1011010201,花菜类,17.912,14.874,2.459,0.579
2023-06-23,1011010201,花菜类,9.279,14.364,4.487,-9.572
2023-06-24,1011010201,花菜类,11.548,14.641,0.624,-3.717
2023-06-25,1011010201,花菜类,10.681,14.987,-0.856,-3.45
2023-06-26,1011010201,花菜类,8.083,15.353,-5.528,-1.742
2023-06-27,1011010201,花菜类,14.272,15.775,-2.109,0.606
2023-06-28,1011010201,花菜类,16.069,16.27,0.184,-0.385
2023-06-29,1011010201,花菜类,24.367,16.843,5.801,1.722
2023-06-30,1011010201,花菜类,28.087,17.496,7.839,2.752
2020-07-01,1011010402,水生根茎类,4.85,3.878,1.779,-0.807
2020-07-02,1011010402,水生根茎类,4.6,4.217,-0.794,1.177
2020-07-03,1011010402,水生根茎类,9.572,4.578,3.25,1.744
2020-07-04,1011010402,水生根茎类,5.439,4.967,-0.064,0.536
2020-07-05,1011010402,水生根茎类,4.019,5.381,0.69,-2.052
2020-07-06,1011010402,水生根茎类,3.089,5.809,-1.069,-1.651
2020-07-07,1011010402,水生根茎类,3.117,6.233,-2.486,-0.63
2020-07-08,1011010402,水生根茎类,10.605,6.644,1.531,2.43
2020-07-09,1011010402,水生根茎类,2.106,7.374,-1.622,-3.646
2020-07-10,1011010402,水生根茎类,9.025,8.118,2.2,-1.293
2020-07-11,1011010402,水生根茎类,8.928,8.833,-0.021,0.116
2020-07-12,1011010402,水生根茎类,13.994,9.446,0.841,3.707
2020-07-13,1011010402,水生根茎类,11.605,9.952,-0.568,2.22
2020-07-14,1011010402,水生根茎类,9.007,10.356,-1.222,-0.128
2020-07-15,1011010402,水生根茎类,10.238,10.627,1.398,-1.787
2020-07-16,1011010402,水生根茎类,11.354,10.73,-2.576,3.2
2020-07-17,1011010402,水生根茎类,10.727,10.71,1.298,-1.281
2020-07-18,1011010402,水生根茎类,10.418,10.667,0.177,-0.426
2020-07-19,1011010402,水生根茎类,11.124,10.674,0.995,-0.545
2020-07-20,1011010402,水生根茎类,9.548,10.692,-0.2,-0.944
2020-07-21,1011010402,水生根茎类,12.744,10.779,-0.084,2.049
2020-07-22,1011010402,水生根茎类,11.25,11.05,1.07,-0.87
2020-07-23,1011010402,水生根茎类,30.417,11.495,-3.146,22.068
2020-07-24,1011010402,水生根茎类,11.74,12.036,0.615,-0.911
2020-07-25,1011010402,水生根茎类,10.424,12.589,0.481,-2.646
2020-07-26,1011010402,水生根茎类,12.988,13.172,0.732,-0.917
2020-07-27,1011010402,水生根茎类,17.265,13.893,-0.309,3.682
2020-07-28,1011010402,水生根茎类,13.959,14.811,0.797,-1.65
2020-07-29,1011010402,水生根茎类,18.597,15.759,0.956,1.882
2020-07-30,1011010402,水生根茎类,10.645,16.725,-3.833,-2.247
2020-07-31,1011010402,水生根茎类,19.062,17.674,1.452,-0.064
2020-08-01,1011010402,水生根茎类,21.432,18.573,1.45,1.409
2020-08-02,1011010402,水生根茎类,56.154,19.418,0.689,36.047
2020-08-03,1011010402,水生根茎类,15.555,20.251,-1.34,-3.356
2020-08-04,1011010402,水生根茎类,26.208,21.077,-0.163,5.295
2020-08-05,1011010402,水生根茎类,21.452,21.932,0.55,-1.029
2020-08-06,1011010402,水生根茎类,19.115,22.696,-4.714,1.133
2020-08-07,1011010402,水生根茎类,25.415,23.374,3.334,-1.293
2020-08-08,1011010402,水生根茎类,27.461,23.912,4.003,-0.454
2020-08-09,1011010402,水生根茎类,25.9,24.271,1.011,0.618
2020-08-10,1011010402,水生根茎类,30.683,24.393,-3.472,9.763
2020-08-11,1011010402,水生根茎类,20.458,24.357,-1.419,-2.48
2020-08-12,1011010402,水生根茎类,27.355,24.198,-1.61,4.767
2020-08-13,1011010402,水生根茎类,19.324,24.003,-4.151,-0.528
2020-08-14,1011010402,水生根茎类,29.991,23.742,3.988,2.262
2020-08-15,1011010402,水生根茎类,25.642,23.539,8.175,-6.072
