单品A编码,单品A名称,单品B编码,单品B名称,相关系数,p值,FDR_q值,符号,是否稳健边
102900005116837,平菇,106958851400125,海鲜菇(袋)(4),0.419,0.0,0.0,正,否
102900005116912,姬菇(1),102900005116943,红杭椒,0.5819,0.0,0.0,正,否
102900005116912,姬菇(1),102900005117056,泡泡椒(精品),0.4534,0.0,0.0,正,否
102900005116912,姬菇(1),102900005119944,海鲜菇(1),0.736,0.0,0.0,正,否
102900005116912,姬菇(1),102900005125808,小米椒,0.5685,0.0,0.0,正,否
102900005116912,姬菇(1),102900005125815,杏鲍菇(1),0.6683,0.0,0.0,正,否
102900005116912,姬菇(1),102900011001806,姬菇(包),0.5206,0.0,0.0,正,否
102900005116912,姬菇(1),102900011008522,甜白菜,0.4364,0.0,0.0,正,否
102900005116912,姬菇(1),102900011009246,鲜木耳(1),0.4455,0.0,0.0,正,否
102900005116912,姬菇(1),102900011009970,青梗散花,0.5563,0.0,0.0,正,否
102900005116912,姬菇(1),102900011030097,云南油麦菜(份),-0.4184,0.0,0.0,负,否
102900005116912,姬菇(1),102900011030141,上海青(份),-0.4017,0.0,0.0,负,否
102900005116912,姬菇(1),102900011031100,小米椒(份),-0.431,0.0,0.0,负,否
102900005116912,姬菇(1),102900011032022,小皱皮(份),-0.4124,0.0,0.0,负,否
102900005116912,姬菇(1),102900011033920,黄心菜(2),-0.4268,0.0,0.0,负,否
102900005116912,姬菇(1),102900051004294,青线椒,0.4585,0.0,0.0,正,否
102900005116912,姬菇(1),106949711300068,金针菇(袋)(3),0.4301,0.0,0.0,正,否
102900005116943,红杭椒,102900005117056,泡泡椒(精品),0.486,0.0,0.0,正,否
102900005116943,红杭椒,102900005117209,七彩椒(1),0.4148,0.0,0.0,正,是
102900005116943,红杭椒,102900005119944,海鲜菇(1),0.5685,0.0,0.0,正,否
102900005116943,红杭椒,102900005123880,灯笼椒(1),0.4042,0.0,0.0,正,是
102900005116943,红杭椒,102900005125808,小米椒,0.6828,0.0,0.0,正,是
102900005116943,红杭椒,102900005125815,杏鲍菇(1),0.7236,0.0,0.0,正,否
102900005116943,红杭椒,102900011000328,螺丝椒,0.4737,0.0,0.0,正,是
102900005116943,红杭椒,102900011001219,红灯笼椒(1),0.4193,0.0,0.0,正,是
102900005116943,红杭椒,102900011001806,姬菇(包),0.5128,0.0,0.0,正,是
102900005116943,红杭椒,102900011009246,鲜木耳(1),0.4953,0.0,0.0,正,否
102900005116943,红杭椒,102900011009444,大龙茄子,0.4028,0.0,0.0,正,否
102900005116943,红杭椒,102900011009970,青梗散花,0.624,0.0,0.0,正,否
102900005116943,红杭椒,102900011012994,杏鲍菇(袋),0.4196,0.0,0.0,正,是
102900005116943,红杭椒,102900011030059,云南生菜(份),-0.5248,0.0,0.0,负,否
102900005116943,红杭椒,102900011030097,云南油麦菜(份),-0.5437,0.0,0.0,负,否
102900005116943,红杭椒,102900011030110,菠菜(份),-0.4645,0.0,0.0,负,否
102900005116943,红杭椒,102900011030141,上海青(份),-0.4179,0.0,0.0,负,否
102900005116943,红杭椒,102900011030929,鲜木耳(份),-0.4023,0.0,0.0,负,否
102900005116943,红杭椒,102900011031100,小米椒(份),-0.5668,0.0,0.0,负,是
102900005116943,红杭椒,102900011032022,小皱皮(份),-0.5469,0.0,0.0,负,否
102900005116943,红杭椒,102900011032237,青线椒(份),-0.4358,0.0,0.0,负,否
102900005116943,红杭椒,102900011032244,红尖椒(份),-0.4042,0.0,0.0,负,否
102900005116943,红杭椒,102900011032251,螺丝椒(份),-0.4726,0.0,0.0,负,否
102900005116943,红杭椒,102900011032848,姜蒜小米椒组合装(小份),-0.5082,0.0,0.0,负,否
102900005116943,红杭椒,102900011033920,黄心菜(2),-0.4551,0.0,0.0,负,否
102900005116943,红杭椒,102900011033944,杏鲍菇(2),-0.487,0.0,0.0,负,否
102900005116943,红杭椒,102900011034026,枝江青梗散花,-0.534,0.0,0.0,负,否
102900005116943,红杭椒,102900011034231,奶白菜(份),-0.4418,0.0,0.0,负,否
102900005116943,红杭椒,102900011034330,双孢菇(盒),-0.4478,0.0,0.0,负,否
102900005116943,红杭椒,102900051004294,青线椒,0.6832,0.0,0.0,正,是
102900005116943,红杭椒,106949711300068,金针菇(袋)(3),0.4202,0.0,0.0,正,否
102900005116943,红杭椒,106949711300259,金针菇(盒),-0.482,0.0,0.0,负,否
102900005116943,红杭椒,106958851400125,海鲜菇(袋)(4),0.4134,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900005117209,七彩椒(1),0.5141,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900005119944,海鲜菇(1),0.4208,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900005123880,灯笼椒(1),0.5614,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900005125808,小米椒,0.4012,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900005125815,杏鲍菇(1),0.6088,0.0,0.0,正,是
102900005117056,泡泡椒(精品),102900011001219,红灯笼椒(1),0.6194,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011001806,姬菇(包),0.6275,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011001813,金针菇(袋)(1),0.438,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011008522,甜白菜,0.5002,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011009246,鲜木耳(1),0.4758,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011009444,大龙茄子,0.4681,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011009970,青梗散花,0.696,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011011546,海鲜菇(袋)(1),0.7013,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011012994,杏鲍菇(袋),0.4237,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900011016701,芜湖青椒(1),-0.609,0.0,0.0,负,否
102900005117056,泡泡椒(精品),102900011018095,虫草花(袋),0.4786,0.0,0.0,正,否
102900005117056,泡泡椒(精品),102900051004294,青线椒,0.4759,0.0,0.0,正,否
102900005117209,七彩椒(1),102900005123880,灯笼椒(1),0.658,0.0,0.0,正,是
102900005117209,七彩椒(1),102900005125815,杏鲍菇(1),0.4623,0.0,0.0,正,否
102900005117209,七彩椒(1),102900011001219,红灯笼椒(1),0.7391,0.0,0.0,正,是
102900005117209,七彩椒(1),102900011001806,姬菇(包),0.4609,0.0,0.0,正,是
102900005117209,七彩椒(1),102900011009970,青梗散花,0.4075,0.0,0.0,正,是
102900005117209,七彩椒(1),102900051004294,青线椒,0.4673,0.0,0.0,正,是
102900005118817,菠菜,102900011008164,奶白菜,0.4162,0.0,0.0,正,是
102900005118817,菠菜,102900011012994,杏鲍菇(袋),0.4423,0.0,0.0,正,是
102900005118817,菠菜,102900011030059,云南生菜(份),-0.4036,0.0,0.0,负,否
102900005118817,菠菜,102900011030110,菠菜(份),-0.4303,0.0,0.0,负,否
102900005118817,菠菜,102900011032251,螺丝椒(份),-0.405,0.0,0.0,负,否
102900005118817,菠菜,102900011032848,姜蒜小米椒组合装(小份),-0.4219,0.0,0.0,负,否
102900005118817,菠菜,102900011034231,奶白菜(份),-0.4075,0.0,0.0,负,否
102900005118817,菠菜,102900011035078,红椒(2),-0.4293,0.0,0.0,负,否
102900005118817,菠菜,102900051004294,青线椒,0.4579,0.0,0.0,正,否
102900005118831,娃娃菜,102900011010891,野藕(1),0.4198,0.0,0.0,正,否
102900005118831,娃娃菜,102900011031926,虫草花(份),0.4445,0.0,0.0,正,否
102900005118831,娃娃菜,102900011032251,螺丝椒(份),0.4006,0.0,0.0,正,否
102900005118831,娃娃菜,106949711300259,金针菇(盒),0.4102,0.0,0.0,正,否
102900005119098,双孢菇,102900005119944,海鲜菇(1),0.4866,0.0,0.0,正,否
102900005119098,双孢菇,106949711300068,金针菇(袋)(3),0.5001,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900005125808,小米椒,0.5771,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900005125815,杏鲍菇(1),0.7072,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900011001806,姬菇(包),0.4574,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900011008522,甜白菜,0.4217,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900011009970,青梗散花,0.5538,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900011030097,云南油麦菜(份),-0.4098,0.0,0.0,负,否
102900005119944,海鲜菇(1),102900011030134,菜心(份),-0.4006,0.0,0.0,负,否
102900005119944,海鲜菇(1),102900011031100,小米椒(份),-0.4243,0.0,0.0,负,否
102900005119944,海鲜菇(1),102900011032022,小皱皮(份),-0.4096,0.0,0.0,负,否
102900005119944,海鲜菇(1),102900011034026,枝江青梗散花,-0.4042,0.0,0.0,负,否
102900005119944,海鲜菇(1),102900051000463,圆茄子(2),0.422,0.0,0.0,正,否
102900005119944,海鲜菇(1),102900051004294,青线椒,0.5015,0.0,0.0,正,否
102900005119968,青杭椒(2),102900011006948,外地茼蒿,0.4789,0.0,0.0,正,否
102900005123880,灯笼椒(1),102900005125815,杏鲍菇(1),0.4461,0.0,0.0,正,是
102900005123880,灯笼椒(1),102900011001219,红灯笼椒(1),0.6991,0.0,0.0,正,是
102900005123880,灯笼椒(1),102900011001806,姬菇(包),0.483,0.0,0.0,正,否
102900005123880,灯笼椒(1),102900011008522,甜白菜,0.4639,0.0,0.0,正,是
102900005123880,灯笼椒(1),102900011009970,青梗散花,0.4189,0.0,0.0,正,是
102900005123880,灯笼椒(1),102900011011546,海鲜菇(袋)(1),0.4298,0.0,0.0,正,否
102900005125808,小米椒,102900005125815,杏鲍菇(1),0.6935,0.0,0.0,正,否
102900005125808,小米椒,102900011000328,螺丝椒,0.4954,0.0,0.0,正,是
102900005125808,小米椒,102900011001806,姬菇(包),0.4835,0.0,0.0,正,是
102900005125808,小米椒,102900011009246,鲜木耳(1),0.5019,0.0,0.0,正,否
102900005125808,小米椒,102900011009970,青梗散花,0.6123,0.0,0.0,正,是
102900005125808,小米椒,102900011012994,杏鲍菇(袋),0.4816,0.0,0.0,正,是
102900005125808,小米椒,102900011022030,组合椒系列,0.4582,0.0,0.0,正,否
102900005125808,小米椒,102900011030059,云南生菜(份),-0.5,0.0,0.0,负,否
102900005125808,小米椒,102900011030097,云南油麦菜(份),-0.5246,0.0,0.0,负,否
102900005125808,小米椒,102900011030110,菠菜(份),-0.4918,0.0,0.0,负,是
102900005125808,小米椒,102900011030134,菜心(份),-0.4083,0.0,0.0,负,否
102900005125808,小米椒,102900011030141,上海青(份),-0.4431,0.0,0.0,负,否
102900005125808,小米椒,102900011031100,小米椒(份),-0.5753,0.0,0.0,负,是
102900005125808,小米椒,102900011031582,青尖椒(份),-0.4297,0.0,0.0,负,否
102900005125808,小米椒,102900011032022,小皱皮(份),-0.5635,0.0,0.0,负,否
102900005125808,小米椒,102900011032213,红杭椒(份),-0.4523,0.0,0.0,负,否
102900005125808,小米椒,102900011032237,青线椒(份),-0.4328,0.0,0.0,负,否
102900005125808,小米椒,102900011032244,红尖椒(份),-0.4405,0.0,0.0,负,否
102900005125808,小米椒,102900011032251,螺丝椒(份),-0.4167,0.0,0.0,负,否
102900005125808,小米椒,102900011032848,姜蒜小米椒组合装(小份),-0.4871,0.0,0.0,负,否
102900005125808,小米椒,102900011033920,黄心菜(2),-0.4964,0.0,0.0,负,否
102900005125808,小米椒,102900011033944,杏鲍菇(2),-0.4264,0.0,0.0,负,否
102900005125808,小米椒,102900011034026,枝江青梗散花,-0.4992,0.0,0.0,负,否
102900005125808,小米椒,102900011034231,奶白菜(份),-0.4209,0.0,0.0,负,否
102900005125808,小米椒,102900051000463,圆茄子(2),0.4059,0.0,0.0,正,是
102900005125808,小米椒,102900051004294,青线椒,0.6952,0.0,0.0,正,是
102900005125808,小米椒,106949711300068,金针菇(袋)(3),0.4488,0.0,0.0,正,否
102900005125808,小米椒,106949711300259,金针菇(盒),-0.4347,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011000328,螺丝椒,0.4202,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011001219,红灯笼椒(1),0.5002,0.0,0.0,正,是
102900005125815,杏鲍菇(1),102900011001806,姬菇(包),0.568,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011008522,甜白菜,0.5032,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011009246,鲜木耳(1),0.5128,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011009444,大龙茄子,0.5376,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011009970,青梗散花,0.7249,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011012994,杏鲍菇(袋),0.4291,0.0,0.0,正,否
102900005125815,杏鲍菇(1),102900011030059,云南生菜(份),-0.4798,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011030097,云南油麦菜(份),-0.5221,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011030110,菠菜(份),-0.4383,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011030134,菜心(份),-0.4507,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011030141,上海青(份),-0.4685,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011031100,小米椒(份),-0.5559,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011032022,小皱皮(份),-0.5328,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011032213,红杭椒(份),-0.4033,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011032848,姜蒜小米椒组合装(小份),-0.4075,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011033920,黄心菜(2),-0.4275,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900011034026,枝江青梗散花,-0.4707,0.0,0.0,负,否
102900005125815,杏鲍菇(1),102900051004294,青线椒,0.6571,0.0,0.0,正,否
102900005125815,杏鲍菇(1),106949711300068,金针菇(袋)(3),0.426,0.0,0.0,正,否
102900005125815,杏鲍菇(1),106949711300259,金针菇(盒),-0.4184,0.0,0.0,负,否
102900011000328,螺丝椒,102900011009970,青梗散花,0.4136,0.0,0.0,正,是
102900011000328,螺丝椒,102900011030059,云南生菜(份),-0.4667,0.0,0.0,负,否
102900011000328,螺丝椒,102900011030097,云南油麦菜(份),-0.4554,0.0,0.0,负,否
102900011000328,螺丝椒,102900011030110,菠菜(份),-0.4438,0.0,0.0,负,否
102900011000328,螺丝椒,102900011031100,小米椒(份),-0.4503,0.0,0.0,负,否
102900011000328,螺丝椒,102900011032022,小皱皮(份),-0.5009,0.0,0.0,负,否
102900011000328,螺丝椒,102900011032237,青线椒(份),-0.4209,0.0,0.0,负,否
102900011000328,螺丝椒,102900011032251,螺丝椒(份),-0.4908,0.0,0.0,负,否
102900011000328,螺丝椒,102900011032848,姜蒜小米椒组合装(小份),-0.4325,0.0,0.0,负,否
102900011000328,螺丝椒,102900011033944,杏鲍菇(2),-0.4558,0.0,0.0,负,否
102900011000328,螺丝椒,102900011034026,枝江青梗散花,-0.4681,0.0,0.0,负,否
102900011000328,螺丝椒,102900011034231,奶白菜(份),-0.5004,0.0,0.0,负,否
102900011000328,螺丝椒,102900011034439,青红杭椒组合装(份),-0.4082,0.0,0.0,负,否
102900011000328,螺丝椒,102900011035078,红椒(2),-0.4447,0.0,0.0,负,否
102900011000328,螺丝椒,102900051004294,青线椒,0.5384,0.0,0.0,正,是
102900011001219,红灯笼椒(1),102900011001806,姬菇(包),0.4908,0.0,0.0,正,是
102900011001219,红灯笼椒(1),102900011008522,甜白菜,0.4559,0.0,0.0,正,否
102900011001219,红灯笼椒(1),102900011009970,青梗散花,0.4832,0.0,0.0,正,是
102900011001219,红灯笼椒(1),102900051004294,青线椒,0.4383,0.0,0.0,正,是
102900011001561,莲蓬(个),102900011032206,青杭椒(份),0.4216,0.0,0.0,正,否
102900011001561,莲蓬(个),102900011033920,黄心菜(2),0.4431,0.0,0.0,正,否
102900011001561,莲蓬(个),102900011033937,金针菇(2),0.5087,0.0,0.0,正,否
102900011001806,姬菇(包),102900011001813,金针菇(袋)(1),0.4074,0.0,0.0,正,否
102900011001806,姬菇(包),102900011008522,甜白菜,0.4553,0.0,0.0,正,是
102900011001806,姬菇(包),102900011009246,鲜木耳(1),0.4956,0.0,0.0,正,否
102900011001806,姬菇(包),102900011009970,青梗散花,0.5958,0.0,0.0,正,是
102900011001806,姬菇(包),102900011011546,海鲜菇(袋)(1),0.5576,0.0,0.0,正,否
102900011001806,姬菇(包),102900011012994,杏鲍菇(袋),0.5537,0.0,0.0,正,是
102900011001806,姬菇(包),102900011013274,白玉菇(袋),0.4104,0.0,0.0,正,否
102900011001806,姬菇(包),102900011018095,虫草花(袋),0.4646,0.0,0.0,正,否
102900011001806,姬菇(包),102900011031100,小米椒(份),-0.4227,0.0,0.0,负,否
102900011001806,姬菇(包),102900051000463,圆茄子(2),0.4183,0.0,0.0,正,否
102900011001806,姬菇(包),102900051004294,青线椒,0.4706,0.0,0.0,正,否
102900011001813,金针菇(袋)(1),102900011011546,海鲜菇(袋)(1),0.526,0.0,0.0,正,否
102900011002414,田七,102900011022030,组合椒系列,0.428,0.0,0.0,正,否
102900011006689,东门口小白菜,102900011032251,螺丝椒(份),-0.4237,0.0,0.0,负,否
102900011006689,东门口小白菜,102900011034330,双孢菇(盒),-0.4472,0.0,0.0,负,否
102900011006689,东门口小白菜,102900011035078,红椒(2),-0.4131,0.0,0.0,负,否
102900011006689,东门口小白菜,106949711300167,金针菇(袋)(2),0.4663,0.0,0.0,正,是
102900011006689,东门口小白菜,106949711300259,金针菇(盒),-0.469,0.0,0.0,负,否
102900011007044,银耳(朵),102900011010891,野藕(1),0.4466,0.0,0.0,正,否
102900011007044,银耳(朵),102900011030905,鱼腥草(份),0.4004,0.0,0.0,正,否
102900011007044,银耳(朵),102900011032237,青线椒(份),0.4471,0.0,0.0,正,否
102900011007044,银耳(朵),102900011032251,螺丝椒(份),0.4852,0.0,0.0,正,否
102900011007044,银耳(朵),102900011035740,蟹味菇与白玉菇双拼(盒),0.4322,0.0,0.0,正,否
102900011007969,红莲藕带,102900051000944,洪湖藕带,0.4757,0.0,0.0,正,是
102900011007969,红莲藕带,106971533450003,海鲜菇(包),0.4904,0.0,0.0,正,是
102900011008164,奶白菜,102900011022764,长线茄,0.4036,0.0,0.0,正,是
102900011008164,奶白菜,102900011034231,奶白菜(份),-0.4418,0.0,0.0,负,否
102900011008522,甜白菜,102900011011546,海鲜菇(袋)(1),0.4595,0.0,0.0,正,否
102900011009246,鲜木耳(1),102900011009970,青梗散花,0.6647,0.0,0.0,正,否
102900011009246,鲜木耳(1),102900011012994,杏鲍菇(袋),0.5502,0.0,0.0,正,否
102900011009246,鲜木耳(1),102900011018095,虫草花(袋),0.6357,0.0,0.0,正,否
102900011009246,鲜木耳(1),102900011022030,组合椒系列,0.487,0.0,0.0,正,否
102900011009246,鲜木耳(1),102900011023464,小青菜(1),-0.4138,0.0,0.0,负,否
102900011009246,鲜木耳(1),102900011031100,小米椒(份),-0.4478,0.0,0.0,负,否
102900011009246,鲜木耳(1),102900051004294,青线椒,0.4273,0.0,0.0,正,否
102900011009246,鲜木耳(1),106930274220092,蟹味菇(袋),0.5457,0.0,0.0,正,否
102900011009246,鲜木耳(1),106949711300068,金针菇(袋)(3),0.631,0.0,0.0,正,否
102900011009246,鲜木耳(1),106958851400125,海鲜菇(袋)(4),0.5028,0.0,0.0,正,否
102900011009444,大龙茄子,102900011009970,青梗散花,0.5398,0.0,0.0,正,否
102900011009444,大龙茄子,102900051004294,青线椒,0.417,0.0,0.0,正,否
102900011009970,青梗散花,102900011011546,海鲜菇(袋)(1),0.5245,0.0,0.0,正,否
102900011009970,青梗散花,102900011012994,杏鲍菇(袋),0.5202,0.0,0.0,正,是
102900011009970,青梗散花,102900011018095,虫草花(袋),0.4679,0.0,0.0,正,否
102900011009970,青梗散花,102900011023464,小青菜(1),-0.4879,0.0,0.0,负,否
102900011009970,青梗散花,102900011030097,云南油麦菜(份),-0.4019,0.0,0.0,负,否
102900011009970,青梗散花,102900011030110,菠菜(份),-0.4241,0.0,0.0,负,否
102900011009970,青梗散花,102900011031100,小米椒(份),-0.5107,0.0,0.0,负,否
102900011009970,青梗散花,102900011032022,小皱皮(份),-0.4201,0.0,0.0,负,否
102900011009970,青梗散花,102900051004294,青线椒,0.5872,0.0,0.0,正,是
102900011009970,青梗散花,106949711300068,金针菇(袋)(3),0.4578,0.0,0.0,正,否
102900011010891,野藕(1),102900011031926,虫草花(份),0.5164,0.0,0.0,正,否
102900011010891,野藕(1),102900011032251,螺丝椒(份),0.5772,0.0,0.0,正,否
102900011010891,野藕(1),102900011032343,七彩椒(2),0.4965,0.0,0.0,正,否
102900011010891,野藕(1),102900011032848,姜蒜小米椒组合装(小份),0.4656,0.0,0.0,正,否
102900011010891,野藕(1),102900011034231,奶白菜(份),0.451,0.0,0.0,正,否
102900011010891,野藕(1),102900011034330,双孢菇(盒),0.6512,0.0,0.0,正,否
102900011010891,野藕(1),102900011034439,青红杭椒组合装(份),0.4116,0.0,0.0,正,否
102900011010891,野藕(1),102900011035078,红椒(2),0.6518,0.0,0.0,正,否
102900011010891,野藕(1),102900011035740,蟹味菇与白玉菇双拼(盒),0.7069,0.0,0.0,正,否
102900011010891,野藕(1),106949711300259,金针菇(盒),0.4303,0.0,0.0,正,否
102900011011546,海鲜菇(袋)(1),102900011012994,杏鲍菇(袋),0.4246,0.0,0.0,正,否
102900011011546,海鲜菇(袋)(1),102900011016701,芜湖青椒(1),-0.4276,0.0,0.0,负,否
102900011011546,海鲜菇(袋)(1),102900051000463,圆茄子(2),0.4001,0.0,0.0,正,否
102900011012994,杏鲍菇(袋),102900011013274,白玉菇(袋),0.4076,0.0,0.0,正,否
102900011012994,杏鲍菇(袋),102900011018095,虫草花(袋),0.6042,0.0,0.0,正,否
102900011012994,杏鲍菇(袋),102900051004294,青线椒,0.4317,0.0,0.0,正,是
102900011012994,杏鲍菇(袋),106949711300068,金针菇(袋)(3),0.4209,0.0,0.0,正,否
102900011013274,白玉菇(袋),102900011018095,虫草花(袋),0.4129,0.0,0.0,正,否
102900011018095,虫草花(袋),106930274220092,蟹味菇(袋),0.5267,0.0,0.0,正,否
102900011018095,虫草花(袋),106949711300068,金针菇(袋)(3),0.5234,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011022849,本地黄心油菜,0.5831,0.0,0.0,正,是
102900011021842,洪湖莲藕(粉藕),102900011030905,鱼腥草(份),0.4658,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011030912,海鲜菇(份),0.4416,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011030929,鲜木耳(份),0.4705,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011032251,螺丝椒(份),0.4921,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011033906,保康高山大白菜,0.5019,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011033944,杏鲍菇(2),0.4475,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011034026,枝江青梗散花,0.5172,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011034224,小青菜(份),0.498,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011034231,奶白菜(份),0.4095,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),102900011035788,西峡香菇(份) ,0.4624,0.0,0.0,正,否
102900011021842,洪湖莲藕(粉藕),106949711300259,金针菇(盒),0.5335,0.0,0.0,正,否
102900011022030,组合椒系列,102900011023464,小青菜(1),-0.4229,0.0,0.0,负,否
102900011022030,组合椒系列,106930274220092,蟹味菇(袋),0.5063,0.0,0.0,正,否
102900011022030,组合椒系列,106949711300068,金针菇(袋)(3),0.6879,0.0,0.0,正,否
102900011022030,组合椒系列,106958851400125,海鲜菇(袋)(4),0.5289,0.0,0.0,正,否
102900011022764,长线茄,102900011023464,小青菜(1),0.4016,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011030134,菜心(份),0.4893,0.0,0.0,正,是
102900011022849,本地黄心油菜,102900011030141,上海青(份),0.4705,0.0,0.0,正,是
102900011022849,本地黄心油菜,102900011030905,鱼腥草(份),0.5036,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011030912,海鲜菇(份),0.6282,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011030929,鲜木耳(份),0.5471,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011032251,螺丝椒(份),0.4991,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011033906,保康高山大白菜,0.5694,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011033920,黄心菜(2),0.5312,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011033944,杏鲍菇(2),0.4425,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011034026,枝江青梗散花,0.5922,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011034224,小青菜(份),0.5918,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011035511,净藕(3),0.7358,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011035764,龙牙菜,0.5267,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011035771,黄白菜(1),0.5551,0.0,0.0,正,否
102900011022849,本地黄心油菜,102900011035788,西峡香菇(份) ,0.556,0.0,0.0,正,否
102900011022849,本地黄心油菜,106949711300259,金针菇(盒),0.6006,0.0,0.0,正,否
102900011023464,小青菜(1),106949711300068,金针菇(袋)(3),-0.4426,0.0,0.0,负,否
102900011029176,辣妹子,106949711300167,金针菇(袋)(2),0.5208,0.0,0.0,正,是
102900011030059,云南生菜(份),102900011030097,云南油麦菜(份),0.9235,0.0,0.0,正,是
102900011030059,云南生菜(份),102900011030110,菠菜(份),0.7679,0.0,0.0,正,是
102900011030059,云南生菜(份),102900011030134,菜心(份),0.5979,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011030141,上海青(份),0.6652,0.0,0.0,正,是
102900011030059,云南生菜(份),102900011030905,鱼腥草(份),0.4662,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011030912,海鲜菇(份),0.5751,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011030929,鲜木耳(份),0.5957,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011031100,小米椒(份),0.7809,0.0,0.0,正,是
102900011030059,云南生菜(份),102900011031582,青尖椒(份),0.5249,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011031926,虫草花(份),0.4939,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011031995,姬菇(份),0.4948,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032022,小皱皮(份),0.823,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032213,红杭椒(份),0.4917,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032237,青线椒(份),0.6025,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032244,红尖椒(份),0.5139,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032251,螺丝椒(份),0.6981,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032343,七彩椒(2),0.5516,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032367,红灯笼椒(2),0.4605,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032619,西峡香菇(2),0.4885,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032732,高瓜(2),0.5869,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011032848,姜蒜小米椒组合装(小份),0.7305,0.0,0.0,正,否
102900011030059,云南生菜(份),102900011033906,保康高山大白菜,0.4614,0.0,0.0,正,否
